id,state_name,total_submitted_results,out_of_how_many,name_of_lga,polling_units_name,pu_sub_name,polling_units_count,pu_code
63f8f2cc594e164f8146d621,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,WURO YANKA PRI. SCH./ WURO YANKA WARD,31,02/21/05/018
63f8f2cc594e164f8146d645,ADAMAWA,167443,176846,YOLA SOUTH,MAKAMA 'A',LAMIDO ALIYU MUSTAPHA CLINIC II,30,02/21/06/023
63f8f2cc594e164f8146d61f,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,NGURORE PRI. SCH./ NGURORE PRI. SCH.,31,02/21/05/016
63f8f2cc594e164f8146d615,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,KOFAR HARUNA/ GODUWO ROAD,31,02/21/05/006
63f8f2cc594e164f8146d631,ADAMAWA,167443,176846,YOLA SOUTH,MAKAMA 'A',DAMARE PRI. SCH./ DAMARE WARD YOLA. III,30,02/21/06/003
63f8f2cc594e164f8146d64c,ADAMAWA,167443,176846,YOLA SOUTH,MAKAMA 'A',YELWA PRIMARY SCHOOL V,30,02/21/06/030
63f8f2cc594e164f8146d614,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,KOFAR ELISHA MBULA/ ANGUWAN YANDANG,31,02/21/05/005
63f8f2cc594e164f8146d63a,ADAMAWA,167443,176846,YOLA SOUTH,MAKAMA 'A',KOFAR UMARU KILA/ DAMARE WARD,30,02/21/06/012
63f8f2cc594e164f8146d638,ADAMAWA,167443,176846,YOLA SOUTH,MAKAMA 'A',KOFAR MODIBBO GIREI/ AFTER KOFAR BAYI,30,02/21/06/010
63f8f2cc594e164f8146d62a,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,NGURORE PRIMARY SCHOOL IV,31,02/21/05/027
63f8f2cc594e164f8146d628,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,NGURORE PRIMARY SCHOOL III,31,02/21/05/025
63f8f2cc594e164f8146d62c,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,TV VIEWING CENTRE II,31,02/21/05/029
63f8f2cc594e164f8146d64b,ADAMAWA,167443,176846,YOLA SOUTH,MAKAMA 'A',DAMARE POLICE STATION,30,02/21/06/029
63f8f2cc594e164f8146d644,ADAMAWA,167443,176846,YOLA SOUTH,MAKAMA 'A',LAMIDO ALIYU MUSTAPHA CLINIC I,30,02/21/06/022
63f8f2cc594e164f8146d624,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,NGURORE PRIMARY SCHOOL II,31,02/21/05/021
63f8f2cc594e164f8146d625,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,WURO YANKA III PRIMARY SCHOOL I,31,02/21/05/022
63f8f2cc594e164f8146d63d,ADAMAWA,167443,176846,YOLA SOUTH,MAKAMA 'A',DAMARE PRIMARY SCHOOL IV,30,02/21/06/015
63f8f2cc594e164f8146d643,ADAMAWA,167443,176846,YOLA SOUTH,MAKAMA 'A',YELWA PRIMARY SCHOOL IV,30,02/21/06/021
63f8f2cc594e164f8146d63f,ADAMAWA,167443,176846,YOLA SOUTH,MAKAMA 'A',DAMARE PRIMARY SCHOOL VI,30,02/21/06/017
63f8f2cc594e164f8146d619,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,KOFAR JAURO SABON GARI/ ALONG GODUWO ROAD,31,02/21/05/010
63f8f2cc594e164f8146d616,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,KOFAR JAURO FALIRE/ ALONG GODUWO ROAD,31,02/21/05/007
63f8f2cc594e164f8146d626,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,WURO YANKA II PRIMARY SCHOOL I,31,02/21/05/023
63f8f2cc594e164f8146d620,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,T.V. VIEWING CENTRE/ NEAR PRI. SCH.,31,02/21/05/017
63f8f2cc594e164f8146d62e,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,WURO YANKA I PRIMARY SCHOOL III,31,02/21/05/031
63f8f2cc594e164f8146d61d,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,KULANGU PRI. SCH./ ALONG GODUWO ROAD. I,31,02/21/05/014
63f8f2cc594e164f8146d613,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,KOFAR CHIROMA/ NEAR POLICE STATION,31,02/21/05/004
63f8f2cc594e164f8146d62d,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,WURO YANKA I PRIMARY SCHOOL II,31,02/21/05/030
63f8f2cc594e164f8146d61e,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,LANGIRE PRI. SCH./ ALONG GODUWO ROAD. II,31,02/21/05/015
63f8f2cc594e164f8146d627,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,WURO YANKA II PRIMARY SCHOOL II,31,02/21/05/024
63f8f2cc594e164f8146d617,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,KOFAR JAURO KONANKUKA/ EASTERN PART OF NGURORE,31,02/21/05/008
63f8f2cc594e164f8146d62b,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,NGURORE PRIMARY SCHOOL V,31,02/21/05/028
63f8f2cc594e164f8146d612,ADAMAWA,167443,176846,YOLA SOUTH,NGURORE,KOFAR BELLO WURKUM/ NEAR NGURORE MARKET,31,02/21/05/003
63f8f632594e164f8148c122,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,LEA PRIMARY SCHOOL POSHIYA I,34,15/03/05/020
63f8f632594e164f8148c130,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,WOMEN CENTRE KOMTA,34,15/03/05/034
63f8f632594e164f8148c12f,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,KOMTA K.J MAIUNGUWA AKAWU    I,34,15/03/05/033
63f8f632594e164f8148c12e,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,PISUKO PRI. SCH,34,15/03/05/032
63f8f632594e164f8148c12d,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,OPPOSITE BILLIRI STADIUM,34,15/03/05/031
63f8f632594e164f8148c12c,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"TASHA II, K.J LATUMBA   I",34,15/03/05/030
63f8f632594e164f8148c12b,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"TASHA I , KOFAR SALEH RAPH  I",34,15/03/05/029
63f8f632594e164f8148c12a,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"NEAR BOREHOLE, UNGWAN WURKUM",34,15/03/05/028
63f8f632594e164f8148c129,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,NEAR KAKKEL PRIMARY HEALTH CARE CENTRE (A),34,15/03/05/027
63f8f632594e164f8148c128,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,KANDALI K.J KANDALI   I,34,15/03/05/026
63f8f632594e164f8148c127,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,LABWINE CENTRAL QUARTERS  I,34,15/03/05/025
63f8f632594e164f8148c126,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,LADUKANSHA K.J LADUKANSHA II,34,15/03/05/024
63f8f632594e164f8148c125,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,LADUKANSHA K.J LADUKANSHA I,34,15/03/05/023
63f8f632594e164f8148c124,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"BESIDE MIN. OF AGRIC, ANGWAN HAUSAWA",34,15/03/05/022
63f8f687594e164f8148e225,IMO,167443,176846,NKWERRE,UMUDI/UMUWALA,UMUDURUIMO HALL,16,16/14/08/001
63f8f687594e164f8148e22d,IMO,167443,176846,NKWERRE,UMUDI/UMUWALA,UMUCHOKE HALL,16,16/14/08/009
63f8f632594e164f8148c123,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,KUFAI PRIM. HEALTH CARE CENTRE,34,15/03/05/021
63f8f632594e164f8148c121,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"MAITAL DAJU, DISTRICT OFFICE I",34,15/03/05/019
63f8f687594e164f8148e230,IMO,167443,176846,NKWERRE,UMUDI/UMUWALA,NP. SU,16,16/14/08/012
63f8f687594e164f8148e227,IMO,167443,176846,NKWERRE,UMUDI/UMUWALA,UMUARO HALL,16,16/14/08/003
63f8f632594e164f8148c120,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"KOMTA, K. J. ZAKARI RAMBI",34,15/03/05/018
63f8f632594e164f8148c11f,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"KWILAPANDI, PRI. SCH.",34,15/03/05/017
63f8f687594e164f8148e231,IMO,167443,176846,NKWERRE,UMUDI/UMUWALA,OKONZE HALL,16,16/14/08/013
63f8f687594e164f8148e22f,IMO,167443,176846,NKWERRE,UMUDI/UMUWALA,UMUNWUHU HALL,16,16/14/08/011
63f8f632594e164f8148c11e,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"PANDI KUNGU, K. JAURO PANDI KUNGU",34,15/03/05/016
63f8f632594e164f8148c11d,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"KOMTA, K. MAI. UNG. AKAWU",34,15/03/05/015
63f8f687594e164f8148e233,IMO,167443,176846,NKWERRE,UMUDI/UMUWALA,"PRACTISING SCHOOL, UMUDI",16,16/14/08/015
63f8f687594e164f8148e232,IMO,167443,176846,NKWERRE,UMUDI/UMUWALA,EKPE HALL,16,16/14/08/014
63f8f687594e164f8148e22b,IMO,167443,176846,NKWERRE,UMUDI/UMUWALA,EKITI HALL,16,16/14/08/007
63f8f632594e164f8148c11c,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"KALINDI, PRI. SCH.",34,15/03/05/014
63f8f632594e164f8148c11b,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"KWIBA, PRI. SCH.",34,15/03/05/013
63f8f687594e164f8148e22c,IMO,167443,176846,NKWERRE,UMUDI/UMUWALA,AMAORJI HALL,16,16/14/08/008
63f8f687594e164f8148e234,IMO,167443,176846,NKWERRE,UMUDI/UMUWALA,UMUARO HEALTH CENTRE,16,16/14/08/016
63f8f632594e164f8148c11a,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"LATODDO, KOFAR JAURO LATODDO",34,15/03/05/012
63f8f632594e164f8148c119,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"PAKLA, PRI. SCH.",34,15/03/05/011
63f8f632594e164f8148c118,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"PISI UKO, PRI. SCH. LAWISHI DAJI",34,15/03/05/010
63f8f687594e164f8148e22e,IMO,167443,176846,NKWERRE,UMUDI/UMUWALA,UMUELU HALL,16,16/14/08/010
63f8f687594e164f8148e228,IMO,167443,176846,NKWERRE,UMUDI/UMUWALA,OFEIYI HALL,16,16/14/08/004
63f8f687594e164f8148e229,IMO,167443,176846,NKWERRE,UMUDI/UMUWALA,UMUEZEALA HALL I,16,16/14/08/005
63f8f632594e164f8148c117,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"TASHA II, KOFAR LATUMBA",34,15/03/05/009
63f8f632594e164f8148c116,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"TASHA I, KOFAR SALE RAPH",34,15/03/05/008
63f8f687594e164f8148e22a,IMO,167443,176846,NKWERRE,UMUDI/UMUWALA,UMUEZEALA HALL II,16,16/14/08/006
63f8f687594e164f8148e226,IMO,167443,176846,NKWERRE,UMUDI/UMUWALA,AGBALA HALL,16,16/14/08/002
63f8f632594e164f8148c115,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"KOLTANGA/UNG. WURKUN, KOFAR JAURO IBRAHIM",34,15/03/05/007
63f8f632594e164f8148c114,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"KANDALI, KOFAR JAURO KANDALI",34,15/03/05/006
63f8f632594e164f8148c113,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"LABWINI, CENTRAL PRI. SCH.",34,15/03/05/005
63f8f632594e164f8148c110,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"KUFAI/YELWA, KUFAI PRI. SCH.",34,15/03/05/002
63f8f632594e164f8148c111,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"UNG. HAUSAWA, VIEWING CENTRE",34,15/03/05/003
63f8f632594e164f8148c112,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"LADUKANSHA, K. JAURO LADUKANSHA",34,15/03/05/004
63f8f632594e164f8148c10f,GOMBE,167443,176846,BILLIRI,BILLIRI SOUTH,"MAITAL DAJU, DISTRICT OFFICE",34,15/03/05/001
63f8f820594e164f8149e508,KATSINA,167443,176846,RIMI,KADANDANI,AGIRA ZANGO - AGIRA ZANGO,15,20/30/05/012
63f8f820594e164f8149e50b,KATSINA,167443,176846,RIMI,KADANDANI,MARNA PRIMARY SCHOOL,15,20/30/05/015
63f8f820594e164f8149e50a,KATSINA,167443,176846,RIMI,KADANDANI,KOFAR YAMMA OPEN SPACE,15,20/30/05/014
63f8f820594e164f8149e507,KATSINA,167443,176846,RIMI,KADANDANI,AGIRA - AGIRA,15,20/30/05/011
63f8f820594e164f8149e509,KATSINA,167443,176846,RIMI,KADANDANI,SABON LAYI GABAS,15,20/30/05/013
63f8f820594e164f8149e506,KATSINA,167443,176846,RIMI,KADANDANI,CIKA-KOSHI - CIKA KOSHI,15,20/30/05/010
63f8f820594e164f8149e503,KATSINA,167443,176846,RIMI,KADANDANI,ARE PRI.SCHOOL,15,20/30/05/007
63f8f820594e164f8149e504,KATSINA,167443,176846,RIMI,KADANDANI,BUKASAWA BUKASAWA,15,20/30/05/008
63f8f820594e164f8149e505,KATSINA,167443,176846,RIMI,KADANDANI,LADANAWA PRI.SCHOOL,15,20/30/05/009
63f8f820594e164f8149e501,KATSINA,167443,176846,RIMI,KADANDANI,GIDAN MALIKI - G.MALIKI,15,20/30/05/005
63f8f820594e164f8149e502,KATSINA,167443,176846,RIMI,KADANDANI,MARNA - MARNA,15,20/30/05/006
63f8f820594e164f8149e4fd,KATSINA,167443,176846,RIMI,KADANDANI,DURUMI - DURUMI GARI,15,20/30/05/001
63f8f820594e164f8149e500,KATSINA,167443,176846,RIMI,KADANDANI,SABON LAYI - SABON LAYI,15,20/30/05/004
63f8f820594e164f8149e4ff,KATSINA,167443,176846,RIMI,KADANDANI,K/FADA - FADA,15,20/30/05/003
63f8f820594e164f8149e4fe,KATSINA,167443,176846,RIMI,KADANDANI,YARA - YARA,15,20/30/05/002
63f8f820594e164f8149d6df,KATSINA,167443,176846,FASKARI,FASKARI,UNG. BIKA II KOFAR GIDAN MAI UNGUWA,44,20/13/08/024
63f8f820594e164f8149d6ef,KATSINA,167443,176846,FASKARI,FASKARI,FASKARI LIBRARY,44,20/13/08/040
63f8f820594e164f8149d6dc,KATSINA,167443,176846,FASKARI,FASKARI,UNG. GAGO KOFAR GIDAN MAI UNGUWA,44,20/13/08/021
63f8f820594e164f8149d6ec,KATSINA,167443,176846,FASKARI,FASKARI,TUDUN MARKABU K/G MAI UNG RABIU IO,44,20/13/08/037
63f8f820594e164f8149d6de,KATSINA,167443,176846,FASKARI,FASKARI,UNG. BIKA I KOFAR GIDAN MAI UNGUWA,44,20/13/08/023
63f8f820594e164f8149d6ce,KATSINA,167443,176846,FASKARI,FASKARI,ADULT EDUCATION ASIBITIN M. BATURE,44,20/13/08/007
63f8f820594e164f8149d6d2,KATSINA,167443,176846,FASKARI,FASKARI,UNG. DOROWA KOFAR GIDAN MAI UNGUWA,44,20/13/08/011
63f8f820594e164f8149d6e9,KATSINA,167443,176846,FASKARI,FASKARI,K/G FASKARI LAWAL,44,20/13/08/034
63f8f820594e164f8149d6e8,KATSINA,167443,176846,FASKARI,FASKARI,K/G WADAN BAYIS FASKARI,44,20/13/08/033
63f8f820594e164f8149d6db,KATSINA,167443,176846,FASKARI,FASKARI,UNG. KAI GAYYA KG. MAI UNGUWA,44,20/13/08/020
63f8f820594e164f8149d6f3,KATSINA,167443,176846,FASKARI,FASKARI,COURT PREMISES,44,20/13/08/044
63f8f820594e164f8149d6ee,KATSINA,167443,176846,FASKARI,FASKARI,K/G DAN HADEJA UNG MATA,44,20/13/08/039
63f8f820594e164f8149d6eb,KATSINA,167443,176846,FASKARI,FASKARI,PILOT PRI SCHL FASKARI,44,20/13/08/036
63f8f820594e164f8149d6c8,KATSINA,167443,176846,FASKARI,FASKARI,UNG.VERTINARY GIDIN DOROWA,44,20/13/08/001
63f8f820594e164f8149d6e6,KATSINA,167443,176846,FASKARI,FASKARI,OLD POLICE STATION FASKARI,44,20/13/08/031
63f8f820594e164f8149d6d6,KATSINA,167443,176846,FASKARI,FASKARI,POST OFFICE KOFAR GIDAN MAI SHINKAFA,44,20/13/08/015
63f8f820594e164f8149d6e4,KATSINA,167443,176846,FASKARI,FASKARI,GOVT DAY SEC SCHL FASKARI,44,20/13/08/029
63f8f820594e164f8149d6d9,KATSINA,167443,176846,FASKARI,FASKARI,BILBIS S/GARI KOFAR GIDAN MAI GARI,44,20/13/08/018
63f8f820594e164f8149d6d5,KATSINA,167443,176846,FASKARI,FASKARI,POST OFFICE GIDIN DURMI,44,20/13/08/014
63f8f820594e164f8149d6e7,KATSINA,167443,176846,FASKARI,FASKARI,K/G MARAFA FASKARI,44,20/13/08/032
63f8f820594e164f8149d6f2,KATSINA,167443,176846,FASKARI,FASKARI,BABBAN RUMFA BILBIS,44,20/13/08/043
63f8f820594e164f8149d6f1,KATSINA,167443,176846,FASKARI,FASKARI,UNG DIYAM K/G MAI UNG ABDURAHAMAN,44,20/13/08/042
63f8f820594e164f8149d6e1,KATSINA,167443,176846,FASKARI,FASKARI,YANFA KOFAR GIDAN MAI UNGUWA,44,20/13/08/026
63f8f820594e164f8149d6ed,KATSINA,167443,176846,FASKARI,FASKARI,K/G MAIGARI NASARAWA,44,20/13/08/038
63f8f820594e164f8149d6f0,KATSINA,167443,176846,FASKARI,FASKARI,BILBIS CLINIC,44,20/13/08/041
63f8f820594e164f8149d6d4,KATSINA,167443,176846,FASKARI,FASKARI,KOGON KURA KOFAR GIDAN MAI UNGUWA,44,20/13/08/013
63f8f820594e164f8149d6e3,KATSINA,167443,176846,FASKARI,FASKARI,FASKARI WORKS KOFAR GIDAN ALH. NASIRU SANDA,44,20/13/08/028
63f8f820594e164f8149d6d0,KATSINA,167443,176846,FASKARI,FASKARI,ZAMFARA KOFAR GIDAN MAI UNGUWA,44,20/13/08/009
63f8f820594e164f8149d6d1,KATSINA,167443,176846,FASKARI,FASKARI,UNG. GWANKI KOFAR GIDAN MAI UNGUWA,44,20/13/08/010
63f8f820594e164f8149d6cb,KATSINA,167443,176846,FASKARI,FASKARI,WOMEN CENTRE AT WOMEN CENTRE,44,20/13/08/004
63f8f820594e164f8149d6da,KATSINA,167443,176846,FASKARI,FASKARI,BILIIBIS S/GARI KOFAR MAI UNGUWA,44,20/13/08/019
63f8f820594e164f8149d6d3,KATSINA,167443,176846,FASKARI,FASKARI,UNG. CINJIM KOFAR GIDAN MAI UNGUWA,44,20/13/08/012
63f8f820594e164f8149d6ea,KATSINA,167443,176846,FASKARI,FASKARI,K/G DAN MAKARANTA,44,20/13/08/035
63f8f820594e164f8149d6cd,KATSINA,167443,176846,FASKARI,FASKARI,ADULT EDUCATION GIDIN BEDI/POLICE STATION,44,20/13/08/006
63f8f820594e164f8149d6e0,KATSINA,167443,176846,FASKARI,FASKARI,SHUWAKI KOFAR GIDAN MAI UNGUWA,44,20/13/08/025
63f8f820594e164f8149d6dd,KATSINA,167443,176846,FASKARI,FASKARI,BILIBIS GIDAN DAN GERU KOFAR GIDAN GERU,44,20/13/08/022
63f8f820594e164f8149d6d7,KATSINA,167443,176846,FASKARI,FASKARI,UNG. MAIGIYA (GRBSS) G.R.B.S.S. FASKARI,44,20/13/08/016
63f8f820594e164f8149d6cf,KATSINA,167443,176846,FASKARI,FASKARI,NASARAWA KOFAR GIDDAN MAI UNGUWA,44,20/13/08/008
63f8f820594e164f8149d6cc,KATSINA,167443,176846,FASKARI,FASKARI,PRI.SCHOOL AT PRI.SCHOOL,44,20/13/08/005
63f8f820594e164f8149d6c9,KATSINA,167443,176846,FASKARI,FASKARI,UNG. YAMMA OLD T.V B/OFFICE SARKI,44,20/13/08/002
63f8f820594e164f8149d6d8,KATSINA,167443,176846,FASKARI,FASKARI,NADADA UNG. GANYE KOFAR GIDAN MAI GARI,44,20/13/08/017
63f8f820594e164f8149d6e5,KATSINA,167443,176846,FASKARI,FASKARI,COPERS LODGDE FASKARI,44,20/13/08/030
63f8f820594e164f8149d6ca,KATSINA,167443,176846,FASKARI,FASKARI,UNG NAMASKA KOFA GIDAN MAI UNGUWA,44,20/13/08/003
63f8f820594e164f8149d6e2,KATSINA,167443,176846,FASKARI,FASKARI,DOGON AWO KOFAN GIDAN MAI UNGUWA,44,20/13/08/027
63f8fa37594e164f814b495a,ONDO,167443,176846,OKITIPUPA,AYEKA/IGBODIGO,"OKE IGBALA, ST RAPHAELS PRY SCH",22,28/14/01/001
63f8fa37594e164f814b4962,ONDO,167443,176846,OKITIPUPA,AYEKA/IGBODIGO,"IGBODIGO LEFT, COMM PRY  SCH IGBODIGO BLK B",22,28/14/01/009
63f8fa37594e164f814b495c,ONDO,167443,176846,OKITIPUPA,AYEKA/IGBODIGO,"AYEKA/LUMURE, 25 STADIUM RD NEAR OLUSOLAS HOUSE",22,28/14/01/003
63f8fa37594e164f814b495b,ONDO,167443,176846,OKITIPUPA,AYEKA/IGBODIGO,"AYEKA/OJOMO, ST DOMINIC PRY SCH AYEKA",22,28/14/01/002
63f8fa37594e164f814b4964,ONDO,167443,176846,OKITIPUPA,AYEKA/IGBODIGO,"OKUNMO 1, ST PATRICKS PRY SCH OKUNMO",22,28/14/01/011
63f8fa37594e164f814b496b,ONDO,167443,176846,OKITIPUPA,AYEKA/IGBODIGO,IGODAN LISA/OKUMO HIGH SCH OPP OSUSTECH IGODAN LISA,22,28/14/01/018
63f8fa37594e164f814b4961,ONDO,167443,176846,OKITIPUPA,AYEKA/IGBODIGO,"IGBODIGO RIGHT, COMM PRY  SCH IGBODIGO BLK A",22,28/14/01/008
63f8fa37594e164f814b496a,ONDO,167443,176846,OKITIPUPA,AYEKA/IGBODIGO,"OLD SEC SCH, COMM GRAMM SCH IGODAN",22,28/14/01/017
63f8fa37594e164f814b4965,ONDO,167443,176846,OKITIPUPA,AYEKA/IGBODIGO,"OKUNMO, OPEN SPACE AT OKUNMO",22,28/14/01/012
63f8fa37594e164f814b4968,ONDO,167443,176846,OKITIPUPA,AYEKA/IGBODIGO,"METHODIST SCH AREA, METHODIST PRY SCH IGODAN II",22,28/14/01/015
