state_name,total_submitted_results,out_of_how_many,number_of_lgas,number_of_wards,ward_name,polling_units,submitted_results,lga_url
BORNO,167443,176846,27,10,DIKWA (LGA: 08) - BORNO,107.0,99.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39844d89fc3a883de154
BORNO,167443,176846,27,15,KAGA (LGA: 14) - BORNO,109.0,109.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39854d89fc3a883de15a
BORNO,167443,176846,27,12,MAFA (LGA: 19) - BORNO,127.0,127.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39854d89fc3a883de15f
BORNO,167443,176846,27,12,JERE (LGA: 13) - BORNO,386.0,379.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39844d89fc3a883de159
BORNO,167443,176846,27,12,MONGUNO (LGA: 24) - BORNO,109.0,108.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39854d89fc3a883de164
BORNO,167443,176846,27,10,KWAYA / KUSAR (LGA: 18) - BORNO,105.0,105.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39854d89fc3a883de15e
BORNO,167443,176846,27,10,MOBBAR (LGA: 23) - BORNO,98.0,98.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39854d89fc3a883de163
BAYELSA,167443,176846,8,13,NEMBE (LGA: 04) - BAYELSA,228.0,224.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39824d89fc3a883de131
BAYELSA,167443,176846,8,11,KOLOKUMA/OPOKUMA (LGA: 03) - BAYELSA,148.0,148.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39824d89fc3a883de130
BAYELSA,167443,176846,8,12,EKEREMOR (LGA: 02) - BAYELSA,258.0,215.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39824d89fc3a883de12f
BAYELSA,167443,176846,8,10,BRASS (LGA: 01) - BAYELSA,172.0,156.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39824d89fc3a883de12e
BAYELSA,167443,176846,8,13,OGBIA (LGA: 05) - BAYELSA,301.0,294.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39824d89fc3a883de132
BAYELSA,167443,176846,8,14,SAGBAMA (LGA: 06) - BAYELSA,244.0,243.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39824d89fc3a883de133
BAYELSA,167443,176846,8,17,SOUTHERN IJAW (LGA: 07) - BAYELSA,466.0,466.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39824d89fc3a883de134
BAYELSA,167443,176846,8,15,YENAGOA (LGA: 08) - BAYELSA,427.0,420.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39824d89fc3a883de135
BAUCHI,167443,176846,20,11,ALKALERI (LGA: 01) - BAUCHI,300.0,300.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39804d89fc3a883de11a
BAUCHI,167443,176846,20,12,BAUCHI (LGA: 02) - BAUCHI,894.0,894.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39804d89fc3a883de11b
BAUCHI,167443,176846,20,10,DAMBAM (LGA: 04) - BAUCHI,163.0,162.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39814d89fc3a883de11d
BAUCHI,167443,176846,20,10,BOGORO (LGA: 03) - BAUCHI,119.0,119.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39814d89fc3a883de11c
BAUCHI,167443,176846,20,10,DASS (LGA: 06) - BAUCHI,116.0,116.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39814d89fc3a883de11f
BAUCHI,167443,176846,20,11,DARAZO (LGA: 05) - BAUCHI,270.0,269.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39814d89fc3a883de11e
BAUCHI,167443,176846,20,11,GANJUWA (LGA: 08) - BAUCHI,253.0,252.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39814d89fc3a883de121
BAUCHI,167443,176846,20,10,GIADE (LGA: 09) - BAUCHI,145.0,145.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39814d89fc3a883de122
BAUCHI,167443,176846,20,10,JAMA'ARE (LGA: 11) - BAUCHI,133.0,133.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39814d89fc3a883de124
BAUCHI,167443,176846,20,10,ITAS/GADAU (LGA: 10) - BAUCHI,235.0,235.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39814d89fc3a883de123
BAUCHI,167443,176846,20,11,GAMAWA (LGA: 07) - BAUCHI,289.0,288.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39814d89fc3a883de120
BAUCHI,167443,176846,20,11,KATAGUM (LGA: 12) - BAUCHI,364.0,364.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39814d89fc3a883de125
BAUCHI,167443,176846,20,11,NINGI (LGA: 15) - BAUCHI,371.0,370.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39814d89fc3a883de128
BAUCHI,167443,176846,20,10,MISAU (LGA: 14) - BAUCHI,256.0,252.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39814d89fc3a883de127
BAUCHI,167443,176846,20,11,SHIRA (LGA: 16) - BAUCHI,249.0,249.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39814d89fc3a883de129
BAUCHI,167443,176846,20,10,KIRFI (LGA: 13) - BAUCHI,154.0,154.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39814d89fc3a883de126
BAUCHI,167443,176846,20,10,WARJI (LGA: 19) - BAUCHI,142.0,142.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39824d89fc3a883de12c
BAUCHI,167443,176846,20,11,TAFAWA BALEWA (LGA: 17) - BAUCHI,286.0,286.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39814d89fc3a883de12a
BAUCHI,167443,176846,20,11,ZAKI (LGA: 20) - BAUCHI,261.0,260.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39824d89fc3a883de12d
BAUCHI,167443,176846,20,11,TORO (LGA: 18) - BAUCHI,423.0,423.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39814d89fc3a883de12b
ADAMAWA,167443,176846,21,10,GANYE (LGA: 03) - ADAMAWA,198.0,197.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397c4d89fc3a883de0d3
ADAMAWA,167443,176846,21,10,GIRE 1 (LGA: 04) - ADAMAWA,152.0,152.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397c4d89fc3a883de0d4
ABIA,167443,176846,17,12,ABA NORTH (LGA: 01) - ABIA,503.0,387.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397a4d89fc3a883de0c0
ABIA,167443,176846,17,13,BENDE (LGA: 04) - ABIA,214.0,210.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397b4d89fc3a883de0c3
ABIA,167443,176846,17,11,AROCHUKWU (LGA: 03) - ABIA,183.0,174.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397b4d89fc3a883de0c2
ADAMAWA,167443,176846,21,10,GOMBI (LGA: 05) - ADAMAWA,180.0,180.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397c4d89fc3a883de0d5
ADAMAWA,167443,176846,21,11,FUFORE (LGA: 02) - ADAMAWA,274.0,269.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397c4d89fc3a883de0d2
ADAMAWA,167443,176846,21,10,GUYUK (LGA: 06) - ADAMAWA,150.0,150.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397c4d89fc3a883de0d6
ABIA,167443,176846,17,12,ABA SOUTH (LGA: 02) - ABIA,518.0,453.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397b4d89fc3a883de0c1
ABIA,167443,176846,17,10,IKWUANO (LGA: 05) - ABIA,143.0,143.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397b4d89fc3a883de0c4
ABIA,167443,176846,17,11,OHAFIA (LGA: 10) - ABIA,282.0,196.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397b4d89fc3a883de0c9
ABIA,167443,176846,17,10,ISUIKWUATO (LGA: 08) - ABIA,149.0,149.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397b4d89fc3a883de0c7
ADAMAWA,167443,176846,21,11,JADA (LGA: 08) - ADAMAWA,215.0,214.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397c4d89fc3a883de0d8
ADAMAWA,167443,176846,21,10,LAMURDE (LGA: 09) - ADAMAWA,152.0,151.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397c4d89fc3a883de0d9
ADAMAWA,167443,176846,21,12,HONG (LGA: 07) - ADAMAWA,225.0,225.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397c4d89fc3a883de0d7
ADAMAWA,167443,176846,21,10,MADAGALI (LGA: 10) - ADAMAWA,160.0,157.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397c4d89fc3a883de0da
ABIA,167443,176846,17,10,ISIALA NGWA NORTH (LGA: 06) - ABIA,185.0,183.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397b4d89fc3a883de0c5
ABIA,167443,176846,17,10,ISIALA NGWA SOUTH (LGA: 07) - ABIA,194.0,194.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397b4d89fc3a883de0c6
ABIA,167443,176846,17,10,OSISIOMA (LGA: 11) - ABIA,301.0,255.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397b4d89fc3a883de0ca
ADAMAWA,167443,176846,21,16,MICHIKA (LGA: 13) - ADAMAWA,223.0,222.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397c4d89fc3a883de0dd
ADAMAWA,167443,176846,21,10,MAIHA (LGA: 11) - ADAMAWA,122.0,122.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397c4d89fc3a883de0db
ADAMAWA,167443,176846,21,10,NUMAN (LGA: 16) - ADAMAWA,170.0,170.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397d4d89fc3a883de0e0
ABIA,167443,176846,17,10,UKWA EAST (LGA: 13) - ABIA,85.0,85.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397b4d89fc3a883de0cc
ABIA,167443,176846,17,10,UGWUNAGBO (LGA: 12) - ABIA,160.0,160.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397b4d89fc3a883de0cb
ABIA,167443,176846,17,11,OBINGWA (LGA: 09) - ABIA,312.0,239.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397b4d89fc3a883de0c8
ABIA,167443,176846,17,12,UMUAHIA NORTH (LGA: 15) - ABIA,378.0,371.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397b4d89fc3a883de0ce
ADAMAWA,167443,176846,21,11,SONG (LGA: 18) - ADAMAWA,207.0,207.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397d4d89fc3a883de0e2
ADAMAWA,167443,176846,21,11,MUBI NORTH (LGA: 14) - ADAMAWA,276.0,276.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397d4d89fc3a883de0de
ADAMAWA,167443,176846,21,12,MAYO - BELWA (LGA: 12) - ADAMAWA,206.0,187.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397c4d89fc3a883de0dc
ADAMAWA,167443,176846,21,10,MUBI SOUTH (LGA: 15) - ADAMAWA,143.0,142.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397d4d89fc3a883de0df
ABIA,167443,176846,17,10,UKWA  WEST (LGA: 14) - ABIA,129.0,109.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397b4d89fc3a883de0cd
ABIA,167443,176846,17,10,UMUAHIA  SOUTH (LGA: 16) - ABIA,173.0,173.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397c4d89fc3a883de0cf
ABIA,167443,176846,17,12,UMU - NNEOCHI (LGA: 17) - ABIA,153.0,153.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397c4d89fc3a883de0d0
ADAMAWA,167443,176846,21,10,SHELLENG (LGA: 17) - ADAMAWA,124.0,124.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397d4d89fc3a883de0e1
ADAMAWA,167443,176846,21,10,TOUNGO (LGA: 19) - ADAMAWA,101.0,101.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397d4d89fc3a883de0e3
ADAMAWA,167443,176846,21,11,YOLA NORTH (LGA: 20) - ADAMAWA,377.0,376.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397d4d89fc3a883de0e4
ADAMAWA,167443,176846,21,11,YOLA SOUTH (LGA: 21) - ADAMAWA,272.0,272.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397d4d89fc3a883de0e5
ADAMAWA,167443,176846,21,10,DEMSA (LGA: 01) - ADAMAWA,177.0,177.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397c4d89fc3a883de0d1
