state_name,total_submitted_results,out_of_how_many,number_of_lgas,number_of_wards,ward_name,polling_units,submitted_results,lga_url
ENUGU,167443,176846,17,14,NKANU EAST (LGA: 11) - ENUGU,164.0,164.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398c4d89fc3a883de1cc
ENUGU,167443,176846,17,20,OJI-RIVER (LGA: 14) - ENUGU,175.0,174.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398c4d89fc3a883de1cf
ENUGU,167443,176846,17,20,UDI (LGA: 16) - ENUGU,279.0,279.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398c4d89fc3a883de1d1
ENUGU,167443,176846,17,20,NSUKKA (LGA: 13) - ENUGU,397.0,397.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398c4d89fc3a883de1ce
ENUGU,167443,176846,17,16,UZO-UWANI (LGA: 17) - ENUGU,146.0,146.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398c4d89fc3a883de1d2
EKITI,167443,176846,16,11,EKITI WEST (LGA: 04) - EKITI,184.0,184.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398a4d89fc3a883de1b5
EKITI,167443,176846,16,13,ADO EKITI (LGA: 01) - EKITI,344.0,344.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398a4d89fc3a883de1b2
EKITI,167443,176846,16,11,EKITI SOUTH WEST (LGA: 05) - EKITI,188.0,188.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398a4d89fc3a883de1b6
EKITI,167443,176846,16,12,EKITI EAST (LGA: 03) - EKITI,112.0,112.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398a4d89fc3a883de1b4
EKITI,167443,176846,16,10,EFON (LGA: 02) - EKITI,119.0,119.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398a4d89fc3a883de1b3
EKITI,167443,176846,16,11,IDO / OSI (LGA: 08) - EKITI,144.0,144.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398b4d89fc3a883de1b9
EKITI,167443,176846,16,10,EMURE (LGA: 06) - EKITI,94.0,94.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398a4d89fc3a883de1b7
EKITI,167443,176846,16,11,IREPODUN / IFELODUN (LGA: 13) - EKITI,174.0,174.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398b4d89fc3a883de1be
EKITI,167443,176846,16,12,IJERO (LGA: 09) - EKITI,145.0,145.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398b4d89fc3a883de1ba
EKITI,167443,176846,16,10,GBONYIN (LGA: 07) - EKITI,115.0,115.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398a4d89fc3a883de1b8
EKITI,167443,176846,16,11,IKERE (LGA: 10) - EKITI,125.0,125.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398b4d89fc3a883de1bb
EKITI,167443,176846,16,12,IKOLE (LGA: 11) - EKITI,189.0,189.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398b4d89fc3a883de1bc
EKITI,167443,176846,16,10,ILEJEMEJE (LGA: 12) - EKITI,91.0,91.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398b4d89fc3a883de1bd
EKITI,167443,176846,16,11,MOBA (LGA: 15) - EKITI,116.0,116.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398b4d89fc3a883de1c0
EKITI,167443,176846,16,10,ISE / ORUN (LGA: 14) - EKITI,114.0,114.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398b4d89fc3a883de1bf
EKITI,167443,176846,16,12,OYE (LGA: 16) - EKITI,191.0,191.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398b4d89fc3a883de1c1
EDO,167443,176846,18,10,ESAN CENTRAL (LGA: 03) - EDO,117.0,117.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39894d89fc3a883de1a2
EDO,167443,176846,18,10,EGOR (LGA: 02) - EDO,436.0,436.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39894d89fc3a883de1a1
EDO,167443,176846,18,10,AKOKO EDO (LGA: 01) - EDO,241.0,233.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39894d89fc3a883de1a0
EDO,167443,176846,18,10,ESAN SOUTH EAST (LGA: 05) - EDO,160.0,160.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39894d89fc3a883de1a4
EDO,167443,176846,18,11,ESAN NORTH EAST (LGA: 04) - EDO,172.0,172.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39894d89fc3a883de1a3
EDO,167443,176846,18,12,ETSAKO  WEST (LGA: 09) - EDO,322.0,322.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39894d89fc3a883de1a8
EDO,167443,176846,18,10,IGUEBEN (LGA: 10) - EDO,95.0,95.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398a4d89fc3a883de1a9
EDO,167443,176846,18,10,ESAN WEST (LGA: 06) - EDO,200.0,200.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39894d89fc3a883de1a5
EDO,167443,176846,18,10,ETSAKO CENTRAL (LGA: 07) - EDO,104.0,104.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39894d89fc3a883de1a6
EDO,167443,176846,18,13,OVIA NORTH EAST (LGA: 14) - EDO,292.0,292.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398a4d89fc3a883de1ad
EDO,167443,176846,18,10,ETSAKO EAST (LGA: 08) - EDO,166.0,166.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39894d89fc3a883de1a7
EDO,167443,176846,18,10,OVIA SOUTH WEST (LGA: 15) - EDO,195.0,195.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398a4d89fc3a883de1ae
EDO,167443,176846,18,12,OREDO (LGA: 12) - EDO,619.0,619.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398a4d89fc3a883de1ab
EDO,167443,176846,18,12,ORHIONMWON (LGA: 13) - EDO,265.0,265.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398a4d89fc3a883de1ac
EDO,167443,176846,18,10,IKPOBA/OKHA (LGA: 11) - EDO,641.0,641.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398a4d89fc3a883de1aa
EDO,167443,176846,18,11,OWAN EAST (LGA: 16) - EDO,189.0,189.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398a4d89fc3a883de1af
EDO,167443,176846,18,11,OWAN WEST (LGA: 17) - EDO,151.0,151.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398a4d89fc3a883de1b0
EDO,167443,176846,18,10,UHUNMWODE (LGA: 18) - EDO,154.0,154.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398a4d89fc3a883de1b1
EBONYI,167443,176846,13,14,ABAKALIKI (LGA: 01) - EBONYI,297.0,297.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39884d89fc3a883de193
EBONYI,167443,176846,13,13,EBONYI (LGA: 04) - EBONYI,229.0,229.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39884d89fc3a883de196
EBONYI,167443,176846,13,12,AFIKPO NORTH (LGA: 02) - EBONYI,199.0,199.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39884d89fc3a883de194
EBONYI,167443,176846,13,11,AFIKPO  SOUTH (LGA: 03) - EBONYI,160.0,160.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39884d89fc3a883de195
EBONYI,167443,176846,13,11,EZZA SOUTH (LGA: 06) - EBONYI,189.0,189.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39884d89fc3a883de198
EBONYI,167443,176846,13,11,EZZA NORTH (LGA: 05) - EBONYI,207.0,188.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39884d89fc3a883de197
EBONYI,167443,176846,13,16,ISHIELU (LGA: 08) - EBONYI,243.0,243.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39894d89fc3a883de19a
EBONYI,167443,176846,13,14,IZZI (LGA: 10) - EBONYI,299.0,299.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39894d89fc3a883de19c
EBONYI,167443,176846,13,20,IKWO (LGA: 07) - EBONYI,308.0,306.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39894d89fc3a883de199
EBONYI,167443,176846,13,12,ONICHA (LGA: 13) - EBONYI,217.0,216.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39894d89fc3a883de19f
EBONYI,167443,176846,13,11,IVO (LGA: 09) - EBONYI,124.0,124.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39894d89fc3a883de19b
EBONYI,167443,176846,13,11,OHAOZARA (LGA: 11) - EBONYI,170.0,168.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39894d89fc3a883de19d
EBONYI,167443,176846,13,15,OHAUKWU (LGA: 12) - EBONYI,304.0,304.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39894d89fc3a883de19e
CROSS RIVER,167443,176846,18,10,ABI (LGA: 01) - CROSS RIVER,120.0,120.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39854d89fc3a883de168
CROSS RIVER,167443,176846,18,10,BAKASSI (LGA: 04) - CROSS RIVER,70.0,70.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de16b
CROSS RIVER,167443,176846,18,10,AKAMKPA (LGA: 02) - CROSS RIVER,195.0,194.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de169
DELTA,167443,176846,25,10,WARRI SOUTH  WEST (LGA: 25) - DELTA,332.0,332.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39884d89fc3a883de192
DELTA,167443,176846,25,11,ETHIOPE  EAST (LGA: 05) - DELTA,220.0,189.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39874d89fc3a883de17e
CROSS RIVER,167443,176846,18,10,AKPABUYO (LGA: 03) - CROSS RIVER,145.0,145.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de16a
CROSS RIVER,167443,176846,18,11,BIASE (LGA: 06) - CROSS RIVER,152.0,152.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de16d
CROSS RIVER,167443,176846,18,10,BEKWARRA (LGA: 05) - CROSS RIVER,127.0,127.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de16c
DELTA,167443,176846,25,10,BOMADI (LGA: 03) - DELTA,192.0,192.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39874d89fc3a883de17c
DELTA,167443,176846,25,11,BURUTU (LGA: 04) - DELTA,233.0,233.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39874d89fc3a883de17d
DELTA,167443,176846,25,13,ISOKO NORTH (LGA: 09) - DELTA,264.0,264.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39874d89fc3a883de182
CROSS RIVER,167443,176846,18,12,CALABAR SOUTH (LGA: 09) - CROSS RIVER,301.0,301.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de170
CROSS RIVER,167443,176846,18,10,CALABAR MUNICIPALITY (LGA: 08) - CROSS RIVER,334.0,334.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de16f
CROSS RIVER,167443,176846,18,11,BOKI (LGA: 07) - CROSS RIVER,205.0,205.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de16e
CROSS RIVER,167443,176846,18,11,IKOM (LGA: 11) - CROSS RIVER,221.0,221.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de172
DELTA,167443,176846,25,11,ISOKO SOUTH (LGA: 10) - DELTA,257.0,250.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39874d89fc3a883de183
DELTA,167443,176846,25,10,OSHIMILI - NORTH (LGA: 14) - DELTA,165.0,164.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39874d89fc3a883de187
DELTA,167443,176846,25,14,IKA NORTH- EAST (LGA: 07) - DELTA,238.0,238.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39874d89fc3a883de180
DELTA,167443,176846,25,10,NDOKWA WEST (LGA: 12) - DELTA,203.0,203.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39874d89fc3a883de185
CROSS RIVER,167443,176846,18,10,ETUNG (LGA: 10) - CROSS RIVER,83.0,83.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de171
CROSS RIVER,167443,176846,18,11,OBUBRA (LGA: 13) - CROSS RIVER,226.0,226.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de174
CROSS RIVER,167443,176846,18,10,OGOJA (LGA: 16) - CROSS RIVER,178.0,178.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de177
DELTA,167443,176846,25,11,OSHIMILI - SOUTH (LGA: 15) - DELTA,319.0,312.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39884d89fc3a883de188
DELTA,167443,176846,25,11,UGHELLI NORTH (LGA: 19) - DELTA,400.0,365.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39884d89fc3a883de18c
DELTA,167443,176846,25,11,ANIOCHA - SOUTH (LGA: 02) - DELTA,190.0,190.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39874d89fc3a883de17b
CROSS RIVER,167443,176846,18,11,YALA (LGA: 18) - CROSS RIVER,226.0,226.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de179
CROSS RIVER,167443,176846,18,10,OBANLIKU (LGA: 12) - CROSS RIVER,88.0,88.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de173
CROSS RIVER,167443,176846,18,10,OBUDU (LGA: 14) - CROSS RIVER,255.0,255.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de175
CROSS RIVER,167443,176846,18,13,ODUKPANI (LGA: 15) - CROSS RIVER,160.0,160.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de176
DELTA,167443,176846,25,11,SAPELE (LGA: 17) - DELTA,268.0,249.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39884d89fc3a883de18a
DELTA,167443,176846,25,12,IKA - SOUTH (LGA: 08) - DELTA,169.0,169.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39874d89fc3a883de181
DELTA,167443,176846,25,11,UGHELLI SOUTH (LGA: 20) - DELTA,244.0,243.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39884d89fc3a883de18d
CROSS RIVER,167443,176846,18,13,YAKURR (LGA: 17) - CROSS RIVER,195.0,195.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de178
DELTA,167443,176846,25,12,WARRI SOUTH (LGA: 24) - DELTA,351.0,339.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39884d89fc3a883de191
DELTA,167443,176846,25,10,ANIOCHA NORTH (LGA: 01) - DELTA,153.0,153.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39874d89fc3a883de17a
DELTA,167443,176846,25,11,ETHIOPE  WEST (LGA: 06) - DELTA,220.0,217.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39874d89fc3a883de17f
DELTA,167443,176846,25,10,UVWIE (LGA: 22) - DELTA,327.0,300.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39884d89fc3a883de18f
DELTA,167443,176846,25,10,OKPE (LGA: 13) - DELTA,236.0,231.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39874d89fc3a883de186
DELTA,167443,176846,25,10,UDU (LGA: 18) - DELTA,265.0,257.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39884d89fc3a883de18b
DELTA,167443,176846,25,10,NDOKWA EAST (LGA: 11) - DELTA,158.0,154.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39874d89fc3a883de184
DELTA,167443,176846,25,10,PATANI (LGA: 16) - DELTA,99.0,98.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39884d89fc3a883de189
DELTA,167443,176846,25,10,WARRI  NORTH (LGA: 23) - DELTA,192.0,190.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39884d89fc3a883de190
DELTA,167443,176846,25,10,UKWUANI (LGA: 21) - DELTA,168.0,142.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39884d89fc3a883de18e
BENUE,167443,176846,23,10,AGATU (LGA: 02) - BENUE,112.0,112.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39824d89fc3a883de137
BENUE,167443,176846,23,17,GBOKO (LGA: 05) - BENUE,475.0,332.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39834d89fc3a883de13a
BENUE,167443,176846,23,11,APA (LGA: 03) - BENUE,124.0,124.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39824d89fc3a883de138
BENUE,167443,176846,23,13,BURUKU (LGA: 04) - BENUE,240.0,240.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39824d89fc3a883de139
BENUE,167443,176846,23,14,GWER EAST (LGA: 07) - BENUE,189.0,163.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39834d89fc3a883de13c
BENUE,167443,176846,23,15,GWER WEST (LGA: 08) - BENUE,123.0,122.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39834d89fc3a883de13d
BENUE,167443,176846,23,10,LOGO (LGA: 12) - BENUE,184.0,164.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39834d89fc3a883de141
BENUE,167443,176846,23,11,MAKURDI (LGA: 13) - BENUE,562.0,562.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39834d89fc3a883de142
BENUE,167443,176846,23,11,KONSHISHA (LGA: 10) - BENUE,254.0,254.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39834d89fc3a883de13f
BENUE,167443,176846,23,12,KATSINA-ALA (LGA: 09) - BENUE,296.0,296.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39834d89fc3a883de13e
BENUE,167443,176846,23,13,OGBADIBO (LGA: 15) - BENUE,142.0,142.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39834d89fc3a883de144
BORNO,167443,176846,27,12,NGANZAI (LGA: 26) - BORNO,94.0,94.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39854d89fc3a883de166
BORNO,167443,176846,27,11,SHANI (LGA: 27) - BORNO,144.0,125.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39854d89fc3a883de167
BENUE,167443,176846,23,12,OBI (LGA: 14) - BENUE,120.0,120.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39834d89fc3a883de143
BENUE,167443,176846,23,10,ADO (LGA: 01) - BENUE,157.0,147.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39824d89fc3a883de136
BENUE,167443,176846,23,10,OHIMINI (LGA: 17) - BENUE,87.0,86.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39834d89fc3a883de146
BORNO,167443,176846,27,10,ABADAM (LGA: 01) - BORNO,93.0,89.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39844d89fc3a883de14d
BORNO,167443,176846,27,11,BIU (LGA: 05) - BORNO,270.0,270.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39844d89fc3a883de151
BORNO,167443,176846,27,13,ASKIRA / UBA (LGA: 02) - BORNO,260.0,260.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39844d89fc3a883de14e
BENUE,167443,176846,23,12,OKPOKWU (LGA: 18) - BENUE,147.0,147.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39834d89fc3a883de147
BENUE,167443,176846,23,10,TARKA (LGA: 20) - BENUE,96.0,96.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39844d89fc3a883de149
BENUE,167443,176846,23,12,VANDEIKYA (LGA: 23) - BENUE,286.0,274.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39844d89fc3a883de14c
BORNO,167443,176846,27,10,DAMBOA (LGA: 07) - BORNO,189.0,189.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39844d89fc3a883de153
BORNO,167443,176846,27,11,CHIBOK (LGA: 06) - BORNO,118.0,118.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39844d89fc3a883de152
BORNO,167443,176846,27,10,GUZAMALA (LGA: 10) - BORNO,87.0,87.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39844d89fc3a883de156
BENUE,167443,176846,23,13,OTUKPO (LGA: 19) - BENUE,280.0,268.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39834d89fc3a883de148
BENUE,167443,176846,23,11,USHONGO (LGA: 22) - BENUE,213.0,213.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39844d89fc3a883de14b
BENUE,167443,176846,23,10,GUMA (LGA: 06) - BENUE,200.0,155.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39834d89fc3a883de13b
BORNO,167443,176846,27,13,GWOZA (LGA: 11) - BORNO,304.0,304.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39844d89fc3a883de157
BORNO,167443,176846,27,11,KONDUGA (LGA: 16) - BORNO,230.0,230.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39854d89fc3a883de15c
BORNO,167443,176846,27,12,HAWUL (LGA: 12) - BORNO,215.0,215.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39844d89fc3a883de158
BENUE,167443,176846,23,15,KWANDE (LGA: 11) - BENUE,339.0,334.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39834d89fc3a883de140
BENUE,167443,176846,23,11,OJU (LGA: 16) - BENUE,204.0,204.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39834d89fc3a883de145
BENUE,167443,176846,23,13,UKUM (LGA: 21) - BENUE,272.0,240.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39844d89fc3a883de14a
BORNO,167443,176846,27,10,KALA BALGE (LGA: 15) - BORNO,100.0,100.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39854d89fc3a883de15b
BORNO,167443,176846,27,10,BAYO (LGA: 04) - BORNO,95.0,95.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39844d89fc3a883de150
BORNO,167443,176846,27,10,KUKAWA (LGA: 17) - BORNO,131.0,131.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39854d89fc3a883de15d
BORNO,167443,176846,27,13,MAGUMERI (LGA: 20) - BORNO,99.0,99.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39854d89fc3a883de160
BORNO,167443,176846,27,15,MAIDUGURI M. C. (LGA: 21) - BORNO,886.0,886.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39854d89fc3a883de161
BORNO,167443,176846,27,13,MARTE (LGA: 22) - BORNO,135.0,135.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39854d89fc3a883de162
BORNO,167443,176846,27,10,GUBIO (LGA: 09) - BORNO,121.0,121.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39844d89fc3a883de155
BORNO,167443,176846,27,14,BAMA (LGA: 03) - BORNO,318.0,318.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39844d89fc3a883de14f
BORNO,167443,176846,27,12,NGALA (LGA: 25) - BORNO,141.0,141.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39854d89fc3a883de165
