state_name,total_submitted_results,out_of_how_many,name_of_lga,polling_units_name,number_of_polling_units,submitted_results,polling_station_status,ward_url
SOKOTO,166094,176846,ILLELA,GARU (Ward: 08) - SOKOTO,10,10.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de387/ward/5f0f3efb8f77bb3acad0ad72
SOKOTO,166094,176846,ILLELA,R. GATI (Ward: 09) - SOKOTO,16,16.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de387/ward/5f0f3efb8f77bb3acad0ad73
SOKOTO,166094,176846,ILLELA,TOZAI (Ward: 10) - SOKOTO,13,11.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de387/ward/5f0f3efb8f77bb3acad0ad74
SOKOTO,166094,176846,ILLELA,G/ KATTA (Ward: 11) - SOKOTO,11,11.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de387/ward/5f0f3efb8f77bb3acad0ad75
SOKOTO,166094,176846,GADA,GADA (Ward: 01) - SOKOTO,37,36.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de383/ward/5f0f3ef48f77bb3acad0ad40
SOKOTO,166094,176846,GADA,KADDI (Ward: 02) - SOKOTO,18,13.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de383/ward/5f0f3ef48f77bb3acad0ad41
SOKOTO,166094,176846,GADA,KADADIN BUDA (KADDI) (Ward: 03) - SOKOTO,26,24.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de383/ward/5f0f3ef48f77bb3acad0ad42
SOKOTO,166094,176846,GADA,GILBADI (Ward: 04) - SOKOTO,21,19.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de383/ward/5f0f3ef48f77bb3acad0ad43
SOKOTO,166094,176846,GADA,TSITSE (Ward: 05) - SOKOTO,16,9.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de383/ward/5f0f3ef48f77bb3acad0ad44
SOKOTO,166094,176846,GADA,KAFFE (Ward: 06) - SOKOTO,14,14.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de383/ward/5f0f3ef48f77bb3acad0ad45
SOKOTO,166094,176846,GADA,DUKAMAJE/ILAH (Ward: 07) - SOKOTO,23,23.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de383/ward/5f0f3ef58f77bb3acad0ad46
SOKOTO,166094,176846,GADA,KYADAWA/HOLAI (Ward: 08) - SOKOTO,35,30.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de383/ward/5f0f3ef58f77bb3acad0ad47
SOKOTO,166094,176846,GADA,KIRI (Ward: 09) - SOKOTO,22,20.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de383/ward/5f0f3ef58f77bb3acad0ad48
SOKOTO,166094,176846,GADA,KADASSAKA (Ward: 10) - SOKOTO,19,19.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de383/ward/5f0f3ef58f77bb3acad0ad49
SOKOTO,166094,176846,GADA,KWARMA (Ward: 11) - SOKOTO,8,6.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de383/ward/5f0f3ef58f77bb3acad0ad4a
SOKOTO,166094,176846,GORONYO,GORONYO (Ward: 01) - SOKOTO,37,37.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de384/ward/5f0f3ef58f77bb3acad0ad4b
SOKOTO,166094,176846,GORONYO,GIYAWA (Ward: 02) - SOKOTO,7,7.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de384/ward/5f0f3ef58f77bb3acad0ad4c
SOKOTO,166094,176846,GORONYO,BOYEKA I (Ward: 03) - SOKOTO,7,7.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de384/ward/5f0f3ef68f77bb3acad0ad4d
SOKOTO,166094,176846,GORONYO,KAGARA (Ward: 04) - SOKOTO,10,10.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de384/ward/5f0f3ef68f77bb3acad0ad4e
SOKOTO,166094,176846,GORONYO,KWAKWAZO (Ward: 05) - SOKOTO,17,9.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de384/ward/5f0f3ef68f77bb3acad0ad4f
SOKOTO,166094,176846,GORONYO,KOJIYO (Ward: 06) - SOKOTO,8,8.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de384/ward/5f0f3ef68f77bb3acad0ad50
SOKOTO,166094,176846,GORONYO,RIMAWA (Ward: 07) - SOKOTO,24,24.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de384/ward/5f0f3ef68f77bb3acad0ad51
SOKOTO,166094,176846,GORONYO,SHINAKA (Ward: 08) - SOKOTO,24,22.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de384/ward/5f0f3ef68f77bb3acad0ad52
SOKOTO,166094,176846,GORONYO,S/GARI DOLE/DAN/TASAKKO (Ward: 09) - SOKOTO,18,18.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de384/ward/5f0f3ef68f77bb3acad0ad53
SOKOTO,166094,176846,GORONYO,BIRJINGO (Ward: 10) - SOKOTO,11,11.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de384/ward/5f0f3ef78f77bb3acad0ad54
SOKOTO,166094,176846,GORONYO,TAKAKUME (Ward: 11) - SOKOTO,9,9.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de384/ward/5f0f3ef78f77bb3acad0ad55
SOKOTO,166094,176846,BODINGA,BODINGA/TAUMA (Ward: 01) - SOKOTO,23,23.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de381/ward/5f0f3ef08f77bb3acad0ad2a
SOKOTO,166094,176846,BODINGA,BAGARAWA (Ward: 02) - SOKOTO,9,9.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de381/ward/5f0f3ef18f77bb3acad0ad2b
SOKOTO,166094,176846,BODINGA,MAZAN GARI/JIRGA MIYO (Ward: 03) - SOKOTO,23,23.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de381/ward/5f0f3ef18f77bb3acad0ad2c
SOKOTO,166094,176846,BODINGA,SIFAWA/LUKUYAWA (Ward: 04) - SOKOTO,22,22.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de381/ward/5f0f3ef18f77bb3acad0ad2d
SOKOTO,166094,176846,BODINGA,BADAU/DARHELA (Ward: 05) - SOKOTO,13,13.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de381/ward/5f0f3ef18f77bb3acad0ad2e
SOKOTO,166094,176846,BODINGA,DINGYADI/BADAWA (Ward: 06) - SOKOTO,15,15.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de381/ward/5f0f3ef18f77bb3acad0ad2f
SOKOTO,166094,176846,BODINGA,TULLUWA/KULAFASA (Ward: 07) - SOKOTO,17,17.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de381/ward/5f0f3ef18f77bb3acad0ad30
SOKOTO,166094,176846,BODINGA,DANCHADI (Ward: 08) - SOKOTO,19,19.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de381/ward/5f0f3ef18f77bb3acad0ad31
SOKOTO,166094,176846,BODINGA,BANGI/DABAGA (Ward: 09) - SOKOTO,17,16.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de381/ward/5f0f3ef28f77bb3acad0ad32
SOKOTO,166094,176846,BODINGA,KWACCIYAR LALLE (Ward: 10) - SOKOTO,10,10.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de381/ward/5f0f3ef28f77bb3acad0ad33
SOKOTO,166094,176846,BODINGA,TAKATUKU/MADORAWA (Ward: 11) - SOKOTO,13,12.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de381/ward/5f0f3ef28f77bb3acad0ad34
SOKOTO,166094,176846,ISA,ISA NORTH (Ward: 01) - SOKOTO,17,17.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de388/ward/5f0f3efb8f77bb3acad0ad76
SOKOTO,166094,176846,ISA,ISA SOUTH (Ward: 02) - SOKOTO,26,26.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de388/ward/5f0f3efc8f77bb3acad0ad77
SOKOTO,166094,176846,ISA,TURBA (Ward: 03) - SOKOTO,16,15.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de388/ward/5f0f3efc8f77bb3acad0ad78
SOKOTO,166094,176846,ISA,TSABREN SARKIN DARAI (Ward: 04) - SOKOTO,11,11.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de388/ward/5f0f3efc8f77bb3acad0ad79
SOKOTO,166094,176846,ISA,TIDIBALE (Ward: 05) - SOKOTO,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de388/ward/5f0f3efc8f77bb3acad0ad7a
SOKOTO,166094,176846,ISA,BARGAJA (Ward: 06) - SOKOTO,19,18.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de388/ward/5f0f3efc8f77bb3acad0ad7b
SOKOTO,166094,176846,ISA,YANFAKO (Ward: 07) - SOKOTO,8,8.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de388/ward/5f0f3efc8f77bb3acad0ad7c
SOKOTO,166094,176846,ISA,TOZAI (Ward: 08) - SOKOTO,9,9.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de388/ward/5f0f3efc8f77bb3acad0ad7d
SOKOTO,166094,176846,ISA,GEBE 'A' (Ward: 09) - SOKOTO,15,14.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de388/ward/5f0f3efd8f77bb3acad0ad7e
SOKOTO,166094,176846,ISA,GEBE 'B' (Ward: 10) - SOKOTO,13,13.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de388/ward/5f0f3efd8f77bb3acad0ad7f
RIVERS,166094,176846,ANDONI,NGO  TOWN (Ward: 01) - RIVERS,37,37.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36d/ward/5f0f3ec68f77bb3acad0ac19
RIVERS,166094,176846,ANDONI,UNYEN GALA (Ward: 02) - RIVERS,20,18.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36d/ward/5f0f3ec68f77bb3acad0ac1a
RIVERS,166094,176846,ANDONI,AGWUT-OBOLO (Ward: 03) - RIVERS,25,25.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36d/ward/5f0f3ec68f77bb3acad0ac1b
RIVERS,166094,176846,ANDONI,EKEDE (Ward: 04) - RIVERS,23,23.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36d/ward/5f0f3ec78f77bb3acad0ac1c
RIVERS,166094,176846,ANDONI,IKURU  TOWN (Ward: 05) - RIVERS,38,38.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36d/ward/5f0f3ec78f77bb3acad0ac1d
RIVERS,166094,176846,ANDONI,UNYEADA I (Ward: 06) - RIVERS,14,13.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36d/ward/5f0f3ec78f77bb3acad0ac1e
RIVERS,166094,176846,ANDONI,UNYEADA II (Ward: 07) - RIVERS,20,20.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36d/ward/5f0f3ec78f77bb3acad0ac1f
RIVERS,166094,176846,ANDONI,SAMANGA (Ward: 08) - RIVERS,16,15.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36d/ward/5f0f3ec78f77bb3acad0ac20
RIVERS,166094,176846,ANDONI,ASARAMA (Ward: 09) - RIVERS,39,37.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36d/ward/5f0f3ec78f77bb3acad0ac21
RIVERS,166094,176846,ANDONI,ATABA  I (Ward: 10) - RIVERS,19,19.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36d/ward/5f0f3ec78f77bb3acad0ac22
RIVERS,166094,176846,ANDONI,ATABA  II (Ward: 11) - RIVERS,14,14.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36d/ward/5f0f3ec88f77bb3acad0ac23
SOKOTO,166094,176846,DANGE/SHUNI,DANGE (Ward: 01) - SOKOTO,24,22.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de382/ward/5f0f3ef28f77bb3acad0ad35
SOKOTO,166094,176846,DANGE/SHUNI,WABABE/SALAU (Ward: 02) - SOKOTO,18,4.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de382/ward/5f0f3ef28f77bb3acad0ad36
SOKOTO,166094,176846,DANGE/SHUNI,BODAI/JURGA (Ward: 03) - SOKOTO,13,13.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de382/ward/5f0f3ef28f77bb3acad0ad37
SOKOTO,166094,176846,DANGE/SHUNI,FAJALDU (Ward: 04) - SOKOTO,13,7.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de382/ward/5f0f3ef28f77bb3acad0ad38
SOKOTO,166094,176846,DANGE/SHUNI,SHUNI (Ward: 05) - SOKOTO,19,8.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de382/ward/5f0f3ef38f77bb3acad0ad39
SOKOTO,166094,176846,DANGE/SHUNI,RUDU/AMANAWA (Ward: 06) - SOKOTO,16,8.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de382/ward/5f0f3ef38f77bb3acad0ad3a
SOKOTO,166094,176846,DANGE/SHUNI,TSAFANADE (Ward: 07) - SOKOTO,10,10.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de382/ward/5f0f3ef38f77bb3acad0ad3b
SOKOTO,166094,176846,DANGE/SHUNI,TUNTUBE/TSEHE (Ward: 08) - SOKOTO,35,23.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de382/ward/5f0f3ef38f77bb3acad0ad3c
SOKOTO,166094,176846,DANGE/SHUNI,GIERE/GAJARA (Ward: 09) - SOKOTO,19,8.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de382/ward/5f0f3ef38f77bb3acad0ad3d
SOKOTO,166094,176846,DANGE/SHUNI,RIKINA (Ward: 10) - SOKOTO,12,7.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de382/ward/5f0f3ef38f77bb3acad0ad3e
SOKOTO,166094,176846,DANGE/SHUNI,RUGGAR GIDADO (Ward: 11) - SOKOTO,15,9.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39aa4d89fc3a883de382/ward/5f0f3ef38f77bb3acad0ad3f
RIVERS,166094,176846,ABUA-ODUAL,ABUA I (Ward: 01) - RIVERS,37,37.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de369/ward/5f0f3ebe8f77bb3acad0abe2
RIVERS,166094,176846,ABUA-ODUAL,ABUA II (Ward: 02) - RIVERS,10,10.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de369/ward/5f0f3ebe8f77bb3acad0abe3
RIVERS,166094,176846,ABUA-ODUAL,ABUA III (Ward: 03) - RIVERS,16,16.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de369/ward/5f0f3ebe8f77bb3acad0abe4
RIVERS,166094,176846,ABUA-ODUAL,ABUA  IV (Ward: 04) - RIVERS,8,8.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de369/ward/5f0f3ebe8f77bb3acad0abe5
RIVERS,166094,176846,ABUA-ODUAL,EMUGHAN  I (Ward: 05) - RIVERS,17,17.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de369/ward/5f0f3ebe8f77bb3acad0abe6
RIVERS,166094,176846,ABUA-ODUAL,EMUGHAN  II (Ward: 06) - RIVERS,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de369/ward/5f0f3ebf8f77bb3acad0abe7
RIVERS,166094,176846,ABUA-ODUAL,OTAPHA (Ward: 07) - RIVERS,16,16.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de369/ward/5f0f3ebf8f77bb3acad0abe8
RIVERS,166094,176846,ABUA-ODUAL,OKPEDEN (Ward: 08) - RIVERS,21,16.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de369/ward/5f0f3ebf8f77bb3acad0abe9
RIVERS,166094,176846,ABUA-ODUAL,AGADA (Ward: 09) - RIVERS,13,13.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de369/ward/5f0f3ebf8f77bb3acad0abea
RIVERS,166094,176846,ABUA-ODUAL,EMELEGO (Ward: 10) - RIVERS,16,16.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de369/ward/5f0f3ebf8f77bb3acad0abeb
RIVERS,166094,176846,ABUA-ODUAL,EMAGO-KUGBO (Ward: 11) - RIVERS,11,6.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de369/ward/5f0f3ebf8f77bb3acad0abec
RIVERS,166094,176846,ABUA-ODUAL,AKANI (Ward: 12) - RIVERS,16,13.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de369/ward/5f0f3ebf8f77bb3acad0abed
RIVERS,166094,176846,ABUA-ODUAL,ANYU (Ward: 13) - RIVERS,21,21.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de369/ward/5f0f3ec08f77bb3acad0abee
RIVERS,166094,176846,AHOADA WEST,EDIRO I (Ward: 01) - RIVERS,13,10.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36b/ward/5f0f3ec28f77bb3acad0abfc
RIVERS,166094,176846,AHOADA WEST,EDIRO II (Ward: 02) - RIVERS,14,11.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36b/ward/5f0f3ec28f77bb3acad0abfd
RIVERS,166094,176846,AHOADA WEST,JOINKRAMA (Ward: 03) - RIVERS,16,15.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36b/ward/5f0f3ec28f77bb3acad0abfe
RIVERS,166094,176846,AHOADA WEST,OKARKI (Ward: 04) - RIVERS,30,30.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36b/ward/5f0f3ec28f77bb3acad0abff
RIVERS,166094,176846,AHOADA WEST,IGBUDUYA I (Ward: 05) - RIVERS,22,20.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36b/ward/5f0f3ec28f77bb3acad0ac00
RIVERS,166094,176846,AHOADA WEST,IGBUDUYA II (Ward: 06) - RIVERS,11,11.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36b/ward/5f0f3ec28f77bb3acad0ac01
RIVERS,166094,176846,AHOADA WEST,IGBUDUYA III (Ward: 07) - RIVERS,9,9.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36b/ward/5f0f3ec38f77bb3acad0ac02
RIVERS,166094,176846,AHOADA WEST,IGBUDUYA IV (Ward: 08) - RIVERS,11,11.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36b/ward/5f0f3ec38f77bb3acad0ac03
RIVERS,166094,176846,AHOADA WEST,UBIE I (Ward: 09) - RIVERS,9,9.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36b/ward/5f0f3ec38f77bb3acad0ac04
RIVERS,166094,176846,AHOADA WEST,UBIE II (Ward: 10) - RIVERS,6,6.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36b/ward/5f0f3ec38f77bb3acad0ac05
RIVERS,166094,176846,AHOADA WEST,UBIE III (Ward: 11) - RIVERS,21,21.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36b/ward/5f0f3ec38f77bb3acad0ac06
RIVERS,166094,176846,AHOADA WEST,UBIE IV (Ward: 12) - RIVERS,9,9.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36b/ward/5f0f3ec38f77bb3acad0ac07
RIVERS,166094,176846,AHOADA EAST,AHOADA I (Ward: 01) - RIVERS,10,10.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36a/ward/5f0f3ec08f77bb3acad0abef
RIVERS,166094,176846,AHOADA EAST,AHOADA II (Ward: 02) - RIVERS,7,7.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36a/ward/5f0f3ec08f77bb3acad0abf0
RIVERS,166094,176846,AHOADA EAST,AHOADA III (Ward: 03) - RIVERS,9,9.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36a/ward/5f0f3ec08f77bb3acad0abf1
RIVERS,166094,176846,AHOADA EAST,AHOADA  IV (Ward: 04) - RIVERS,23,23.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36a/ward/5f0f3ec08f77bb3acad0abf2
RIVERS,166094,176846,AHOADA EAST,UPPATA I (Ward: 05) - RIVERS,18,18.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36a/ward/5f0f3ec08f77bb3acad0abf3
RIVERS,166094,176846,AHOADA EAST,UPPATA II (Ward: 06) - RIVERS,14,14.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36a/ward/5f0f3ec08f77bb3acad0abf4
RIVERS,166094,176846,AHOADA EAST,UPPATA  III (Ward: 07) - RIVERS,13,13.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36a/ward/5f0f3ec18f77bb3acad0abf5
RIVERS,166094,176846,AHOADA EAST,UPPATA  IV (Ward: 08) - RIVERS,14,11.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36a/ward/5f0f3ec18f77bb3acad0abf6
RIVERS,166094,176846,AHOADA EAST,UPPATA  V (Ward: 09) - RIVERS,13,13.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36a/ward/5f0f3ec18f77bb3acad0abf7
RIVERS,166094,176846,AHOADA EAST,UPPATA  VI (Ward: 10) - RIVERS,15,14.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f39a84d89fc3a883de36a/ward/5f0f3ec18f77bb3acad0abf8
