state_name,total_submitted_results,out_of_how_many,name_of_lga,polling_units_name,pu_sub_name,polling_units_count,pu_code
ADAMAWA,166094,176846,DEMSA,DWAM,KAWON DOWAYA/ PRY. SCH.,16,02/01/06/003
ADAMAWA,166094,176846,DEMSA,DONG,KWA WAJA,13,02/01/05/010
ADAMAWA,166094,176846,DEMSA,DONG,URO II/ OLD MARKET PREMISES,13,02/01/05/005
ADAMAWA,166094,176846,DEMSA,DWAM,GOLI DWAM,16,02/01/06/009
ADAMAWA,166094,176846,DEMSA,DWAM,GWASALA,16,02/01/06/013
ADAMAWA,166094,176846,DEMSA,DWAM,DWAM PARE/ PLAYING GROUND,16,02/01/06/001
ADAMAWA,166094,176846,DEMSA,DONG,BIDOMA,13,02/01/05/006
ADAMAWA,166094,176846,DEMSA,DONG,FARABARAUNE/ FARABARAUNE PRY. SCH.,13,02/01/05/001
ADAMAWA,166094,176846,DEMSA,DONG,NGBEKENDEWE II,13,02/01/05/009
ADAMAWA,166094,176846,DEMSA,DONG,NGBAGANGRATO,13,02/01/05/012
ADAMAWA,166094,176846,DEMSA,DWAM,ZURAN I,16,02/01/06/016
ADAMAWA,166094,176846,DEMSA,DWAM,DAKANTA DWAM,16,02/01/06/007
ADAMAWA,166094,176846,DEMSA,DWAM,DOWAYA II,16,02/01/06/010
ADAMAWA,166094,176846,DEMSA,DONG,JANAWURI II,13,02/01/05/008
ADAMAWA,166094,176846,DEMSA,DONG,KWANA PRY. SCH.,13,02/01/05/007
ADAMAWA,166094,176846,DEMSA,DONG,NGBEKENDEWE/ PRY. SCH. GROUND,13,02/01/05/003
ADAMAWA,166094,176846,DEMSA,DWAM,DOWAYA III,16,02/01/06/011
ADAMAWA,166094,176846,DEMSA,DWAM,ZURAN/ FOOTBALL PLAYING GROUND,16,02/01/06/006
ADAMAWA,166094,176846,DEMSA,DWAM,KWALE/ KWALE PRY. SCH.,16,02/01/06/004
ADAMAWA,166094,176846,DEMSA,DWAM,NDABONDO DWAM,16,02/01/06/008
ADAMAWA,166094,176846,DEMSA,DONG,URO I/ DONG PRY. SCH.,13,02/01/05/004
ADAMAWA,166094,176846,DEMSA,DONG,NIRO,13,02/01/05/011
ADAMAWA,166094,176846,DEMSA,DONG,URO NOGWE,13,02/01/05/013
ADAMAWA,166094,176846,DEMSA,DONG,JANAWURI/ JANAWURI PRY. SCH.,13,02/01/05/002
ADAMAWA,166094,176846,DEMSA,DWAM,MALIKI,16,02/01/06/014
ADAMAWA,166094,176846,DEMSA,DWAM,DWAM SAKATO/ PRY. SCH.,16,02/01/06/002
ADAMAWA,166094,176846,DEMSA,DWAM,SABON GARI/ PRY. SCH.,16,02/01/06/005
ADAMAWA,166094,176846,DEMSA,DWAM,SABON GARI HEALTH CENTRE,16,02/01/06/015
ADAMAWA,166094,176846,DEMSA,DWAM,DOWAYA IV,16,02/01/06/012
NIGER,166094,176846,MARIGA,GULBIN - BOKA,KANGI COMMUNITY SCHOOL,25,26/15/04/025
NIGER,166094,176846,MARIGA,GULBIN - BOKA,SARKIN GARIN KWIMO,25,26/15/04/018
NIGER,166094,176846,MARIGA,GULBIN - BOKA,KWAIMO PRIMARY SCHOOL,25,26/15/04/013
NIGER,166094,176846,MARIGA,BOBI,UNG. SARKIN HAUSAWA,29,26/15/03/029
NIGER,166094,176846,MARIGA,BOBI,KASUWAN DOGO,29,26/15/03/003
NIGER,166094,176846,MARIGA,BOBI,KASUWAN KWAYA,29,26/15/03/023
NIGER,166094,176846,MARIGA,GULBIN - BOKA,BATUREN NOMA  II,25,26/15/04/003
NIGER,166094,176846,MARIGA,GULBIN - BOKA,UNG. HAKIMI (MAIZAGO),25,26/15/04/020
NIGER,166094,176846,MARIGA,GULBIN - BOKA,LAMBA ABANI,25,26/15/04/015
NIGER,166094,176846,MARIGA,BOBI,UNG. SARKI URUMA  I,29,26/15/03/018
NIGER,166094,176846,MARIGA,BOBI,UNG. GESHE KARUWA,29,26/15/03/015
NIGER,166094,176846,MARIGA,BOBI,UNG. GATULMI,29,26/15/03/014
NIGER,166094,176846,MARIGA,BOBI,UNG. UKURU,29,26/15/03/021
NIGER,166094,176846,MARIGA,GULBIN - BOKA,UNG. SHADADI G/BOKA,25,26/15/04/010
NIGER,166094,176846,MARIGA,GULBIN - BOKA,HUNYUN AMARYA,25,26/15/04/011
NIGER,166094,176846,MARIGA,GULBIN - BOKA,SARKIN GARIN MAHORO,25,26/15/04/019
NIGER,166094,176846,MARIGA,BOBI,UNG. GALADIMA,29,26/15/03/013
NIGER,166094,176846,MARIGA,BOBI,RAGADA SABUWA,29,26/15/03/008
NIGER,166094,176846,MARIGA,BOBI,UN. SARKIN BOBI URUMA  II,29,26/15/03/009
NIGER,166094,176846,MARIGA,BOBI,UNG. MARADAWA,29,26/15/03/022
NIGER,166094,176846,MARIGA,GULBIN - BOKA,UNG. KUDU G/BOKA,25,26/15/04/009
NIGER,166094,176846,MARIGA,GULBIN - BOKA,UNG. ATTA,25,26/15/04/001
NIGER,166094,176846,MARIGA,GULBIN - BOKA,MASABA,25,26/15/04/017
NIGER,166094,176846,MARIGA,BOBI,DURGU AREWA  I,29,26/15/03/001
NIGER,166094,176846,MARIGA,BOBI,UNG. BALA (MATARI),29,26/15/03/012
NIGER,166094,176846,MARIGA,BOBI,TASHAN RANDA PRIMARY SCHOOL,29,26/15/03/026
NIGER,166094,176846,MARIGA,BOBI,UNG. DUKAWA KWANAN WAKE,29,26/15/03/028
NIGER,166094,176846,MARIGA,GULBIN - BOKA,KURA,25,26/15/04/014
NIGER,166094,176846,MARIGA,GULBIN - BOKA,UNG. YAMMA G/BOKA,25,26/15/04/008
NIGER,166094,176846,MARIGA,GULBIN - BOKA,UNG. IBBE,25,26/15/04/012
NIGER,166094,176846,MARIGA,BOBI,UNG. MA'AJI,29,26/15/03/017
NIGER,166094,176846,MARIGA,BOBI,UNG. URUMA,29,26/15/03/020
NIGER,166094,176846,MARIGA,BOBI,MAIGOGE  I,29,26/15/03/005
NIGER,166094,176846,MARIGA,GULBIN - BOKA,RIGWOGU PRIMARY SCHOOL,25,26/15/04/024
NIGER,166094,176846,MARIGA,GULBIN - BOKA,BATUREN NOMA  I,25,26/15/04/002
NIGER,166094,176846,MARIGA,GULBIN - BOKA,CHIFU MADINBU,25,26/15/04/004
NIGER,166094,176846,MARIGA,BOBI,DURGU AREWA  II,29,26/15/03/002
NIGER,166094,176846,MARIGA,BOBI,TASHAN TUKURA,29,26/15/03/024
NIGER,166094,176846,MARIGA,BOBI,UNG. DABA,29,26/15/03/025
NIGER,166094,176846,MARIGA,BOBI,UNG. HAUSAWA (MATARI),29,26/15/03/016
NIGER,166094,176846,MARIGA,GULBIN - BOKA,GULBIN LI'OJI,25,26/15/04/016
NIGER,166094,176846,MARIGA,GULBIN - BOKA,UNG. GABAS G/BOKA  I,25,26/15/04/006
NIGER,166094,176846,MARIGA,GULBIN - BOKA,WAR,25,26/15/04/023
NIGER,166094,176846,MARIGA,BOBI,SARKIN KASUWAN BOBI,29,26/15/03/010
NIGER,166094,176846,MARIGA,BOBI,MAIGOGE  II,29,26/15/03/006
NIGER,166094,176846,MARIGA,BOBI,DURGU KUDU,29,26/15/03/004
NIGER,166094,176846,MARIGA,BOBI,UNG. MATARI,29,26/15/03/007
NIGER,166094,176846,MARIGA,GULBIN - BOKA,DANDAURA,25,26/15/04/005
NIGER,166094,176846,MARIGA,GULBIN - BOKA,UNG. HAUSAWA,25,26/15/04/021
NIGER,166094,176846,MARIGA,GULBIN - BOKA,UNG. GABAS G/BOKA  II,25,26/15/04/007
NIGER,166094,176846,MARIGA,BOBI,UNG. TSOHON / GALADIMA,29,26/15/03/019
NIGER,166094,176846,MARIGA,BOBI,TUDUN TSIRA,29,26/15/03/011
NIGER,166094,176846,MARIGA,BOBI,UNG. YADI SABUWA,29,26/15/03/027
NIGER,166094,176846,MARIGA,GULBIN - BOKA,URO CHIFU,25,26/15/04/022
SOKOTO,166094,176846,ILLELA,DARNE/ TSOLAWO,DARNA  TSOLAWO HILI,12,33/08/05/012
SOKOTO,166094,176846,ILLELA,DARNE/ TSOLAWO,"DABAGIN TANKARI, DABAGIN TANKARI",12,33/08/05/011
SOKOTO,166094,176846,ILLELA,DARNE/ TSOLAWO,YARDARNA,12,33/08/05/010
SOKOTO,166094,176846,ILLELA,DARNE/ TSOLAWO,"DANTULLE, DANTULLE",12,33/08/05/009
SOKOTO,166094,176846,ILLELA,DARNE/ TSOLAWO,"DABAGIN TANKARI, D/TANKARI",12,33/08/05/008
SOKOTO,166094,176846,ILLELA,DARNE/ TSOLAWO,ZANGO ZANGO,12,33/08/05/007
SOKOTO,166094,176846,ILLELA,DARNE/ TSOLAWO,"GIDAN ALASAN, G/ALASAN",12,33/08/05/006
SOKOTO,166094,176846,ILLELA,DARNE/ TSOLAWO,"KALABA, KALABA",12,33/08/05/005
SOKOTO,166094,176846,ILLELA,DARNE/ TSOLAWO,DANKADU,12,33/08/05/004
SOKOTO,166094,176846,ILLELA,DARNE/ TSOLAWO,BIRNIN ISAH,12,33/08/05/003
SOKOTO,166094,176846,ILLELA,DARNE/ TSOLAWO,GIDAN RANA,12,33/08/05/002
SOKOTO,166094,176846,ILLELA,DARNE/ TSOLAWO,"DARNA TSOLAWO, MAKARANTA",12,33/08/05/001
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,"DARNA SABON GARI, SHIYAR GALADIMA",19,33/08/04/001
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,"GIDAN TUDU, MAKARANTA",19,33/08/04/002
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,"TUNGAR ZANGO, MAKARANTA",19,33/08/04/003
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,"DARNA KILIYA, MAKARANTA",19,33/08/04/004
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,"TSIRA RAI, G./SALE",19,33/08/04/005
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,"MULLELA, MULLELA",19,33/08/04/007
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,"TUNGAR MATSI, S/SALAU",19,33/08/04/008
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,"DARNA KWANGO, S. HAKIMI",19,33/08/04/011
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,DARNA KILIYA HILI BABBA,19,33/08/04/019
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,GIDAN TUDU ASIBITI,19,33/08/04/018
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,"TUNGAR ZANGO, TUNGAR ZANGO",19,33/08/04/016
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,"GIDAN GWANYO, SHIYAR HAKIMI",19,33/08/04/015
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,"MAIMASU, MAIMASU",19,33/08/04/013
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,"TUNGAL DIYA, S. HAKIMI",19,33/08/04/010
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,"GIDAN KWARE, S. HAKIMI",19,33/08/04/009
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,"GALADIMA GIDAN SALAU, SHIYAR HAKIMI",19,33/08/04/014
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,"GIDAN RABO, SHIYAR MAGAJI",19,33/08/04/012
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,"HARAGAWA, MAKARANTA",19,33/08/04/006
SOKOTO,166094,176846,ILLELA,DARNA/ SABON GARI,DARNA SABON GARI GABAS,19,33/08/04/017
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR/UMUASOKE HALL-COUNCIL HALL IV,24,01/01/12/004
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR/UMUASOKE HALL-COUNCIL HALL I,24,01/01/12/001
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR HEALTH CENTRE-HEALTH CENTRE II,24,01/01/12/010
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR HEALTH CENTRE-HEALTH CENTRE X,24,01/01/12/018
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR HEALTH CENTRE-HEALTH CENTRE I,24,01/01/12/009
ABIA,166094,176846,ABA NORTH,UMUOGOR,MIGRANT PRIMARY SCHOOL I,24,01/01/12/021
ABIA,166094,176846,ABA NORTH,UMUOGOR,MIGRANT FARMERS PRIMARY SCH. II,24,01/01/12/022
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR HEALTH CENTRE-HEALTH CENTRE IX,24,01/01/12/017
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR HEALTH CENTRE-HEALTH CENTRE III,24,01/01/12/011
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR HEALTH CENTRE-HEALTH CENTRE VII,24,01/01/12/015
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR HEALTH CENTRE-HEALTH CENTRE VIII,24,01/01/12/016
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR COUNCIL HALL I,24,01/01/12/023
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR HEALTH CENTRE-HEALTH CENTRE XI,24,01/01/12/019
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR/UMUASOKE HALL-COUNCIL HALL V,24,01/01/12/005
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR HEALTH CENTRE-HEALTH CENTRE IV,24,01/01/12/012
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR/UMUASOKE HALL-COUNCIL HALL III,24,01/01/12/003
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR/UMUASOKE HALL-COUNCIL HALL VII,24,01/01/12/007
ABIA,166094,176846,ABA NORTH,UMUOGOR,Asa Okpulor - Council Hall,24,01/01/12/020
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR/UMUASOKE HALL-COUNCIL HALL VI,24,01/01/12/006
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR/UMUASOKE HALL-COUNCIL HALL II,24,01/01/12/002
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR/UMUASOKE HALL-COUNCIL HALL VIII,24,01/01/12/008
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR HEALTH CENTRE-HEALTH CENTRE V,24,01/01/12/013
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR HEALTH CENTRE-HEALTH CENTRE VI,24,01/01/12/014
ABIA,166094,176846,ABA NORTH,UMUOGOR,UMUOGOR COUNCIL HALL II,24,01/01/12/024
ABIA,166094,176846,ABA NORTH,OGBOR II,ROYAL COMM. SCHOOL  - SCHOOL PREMISES V,26,01/01/11/017
ABIA,166094,176846,ABA NORTH,OGBOR II,OGBOR HILL PRIMARY SCHOOL V,26,01/01/11/026
ABIA,166094,176846,ABA NORTH,OGBOR II,GIRLS HIGH SCHOOL  - SCHOOL PREMISES II,26,01/01/11/008
ABIA,166094,176846,ABA NORTH,OGBOR II,FEDERAL HOUSING ESTATE-SEC.PREMISES III,26,01/01/11/024
ABIA,166094,176846,ABA NORTH,OGBOR II,OGBOR HILL PRIM. SCHOOL - SCHOOL PREMISES V,26,01/01/11/005
ABIA,166094,176846,ABA NORTH,OGBOR II,GIRLS HIGH SCHOOL  - SCHOOL PREMISES VI,26,01/01/11/012
ABIA,166094,176846,ABA NORTH,OGBOR II,OGBOR HILL PRIM. SCHOOL - SCHOOL PREMISES I,26,01/01/11/001
ABIA,166094,176846,ABA NORTH,OGBOR II,FEDERAL HOUSING ESTATE-SEC.PREMISES I,26,01/01/11/022
ABIA,166094,176846,ABA NORTH,OGBOR II,GIRLS HIGH SCHOOL  - SCHOOL PREMISES IV,26,01/01/11/010
ABIA,166094,176846,ABA NORTH,OGBOR II,OGBOR HILL PRIM. SCHOOL - SCHOOL PREMISES IV,26,01/01/11/004
ABIA,166094,176846,ABA NORTH,OGBOR II,OGBOR HILL PRIM. SCHOOL - SCHOOL PREMISES VI,26,01/01/11/006
ABIA,166094,176846,ABA NORTH,OGBOR II,FEDERAL HOUSING ESTATE-SEC.PREMISES II,26,01/01/11/023
ABIA,166094,176846,ABA NORTH,OGBOR II,OGBOR HILL PRIM. SCHOOL - SCHOOL PREMISES II,26,01/01/11/002
ABIA,166094,176846,ABA NORTH,OGBOR II,ROYAL COMM. SCHOOL  - SCHOOL PREMISES IX,26,01/01/11/021
ABIA,166094,176846,ABA NORTH,OGBOR II,ROYAL COMM. SCHOOL  - SCHOOL PREMISES VI,26,01/01/11/018
ABIA,166094,176846,ABA NORTH,OGBOR II,ROYAL COMM. SCHOOL  - SCHOOL PREMISES VII,26,01/01/11/019
ABIA,166094,176846,ABA NORTH,OGBOR II,ROYAL COMM. SCHOOL  - SCHOOL PREMISES VIII,26,01/01/11/020
ABIA,166094,176846,ABA NORTH,OGBOR II,FEDERAL HOUSING ESTATE-SEC.PREMISES IV,26,01/01/11/025
ABIA,166094,176846,ABA NORTH,OGBOR II,GIRLS HIGH SCHOOL  - SCHOOL PREMISES I,26,01/01/11/007
ABIA,166094,176846,ABA NORTH,OGBOR II,OGBOR HILL PRIM. SCHOOL - SCHOOL PREMISES III,26,01/01/11/003
ABIA,166094,176846,ABA NORTH,OGBOR II,GIRLS HIGH SCHOOL  - SCHOOL PREMISES V,26,01/01/11/011
ABIA,166094,176846,ABA NORTH,OGBOR II,ROYAL COMM. SCHOOL  - SCHOOL PREMISES IV,26,01/01/11/016
ABIA,166094,176846,ABA NORTH,OGBOR II,ROYAL COMM. SCHOOL  - SCHOOL PREMISES I,26,01/01/11/013
ABIA,166094,176846,ABA NORTH,OGBOR II,GIRLS HIGH SCHOOL  - SCHOOL PREMISES III,26,01/01/11/009
ABIA,166094,176846,ABA NORTH,OGBOR II,ROYAL COMM. SCHOOL  - SCHOOL PREMISES II,26,01/01/11/014
ABIA,166094,176846,ABA NORTH,OGBOR II,ROYAL COMM. SCHOOL  - SCHOOL PREMISES III,26,01/01/11/015
ABIA,166094,176846,ABA NORTH,OGBOR I,NEW UMUAHIA RD.PRIM.SCHOOL  - SCHOOL PREMISES III,31,01/01/10/017
ABIA,166094,176846,ABA NORTH,OGBOR I,HIS STEPS PRIM.SCHOOL  - SCHOOL PREMISES II,31,01/01/10/012
ABIA,166094,176846,ABA NORTH,OGBOR I,MERCY GIRLS SEC.SCHOOL  - SCHOOL PREMISES VII,31,01/01/10/026
ABIA,166094,176846,ABA NORTH,OGBOR I,MERCY GIRLS SEC.SCHOOL  - SCHOOL PREMISES III,31,01/01/10/022
ABIA,166094,176846,ABA NORTH,OGBOR I,MERCY GIRLS SEC.SCHOOL  - SCHOOL PREMISES VI,31,01/01/10/025
ABIA,166094,176846,ABA NORTH,OGBOR I,MERCY GIRLS SEC.SCHOOL  - SCHOOL PREMISES IV,31,01/01/10/023
ABIA,166094,176846,ABA NORTH,OGBOR I,WILCOX MEM. SEC. SCH.  - SCHOOL PREMISES III,31,01/01/10/003
ABIA,166094,176846,ABA NORTH,OGBOR I,WILCOX MEM. SEC. SCH.  - SCHOOL PREMISES II,31,01/01/10/002
ABIA,166094,176846,ABA NORTH,OGBOR I,WILCOX MEM. SEC.SCH. VI,31,01/01/10/028
ABIA,166094,176846,ABA NORTH,OGBOR I,NEW UMUAHIA RD.PRIM.SCHOOL  - SCHOOL PREMISES V,31,01/01/10/019
ABIA,166094,176846,ABA NORTH,OGBOR I,NEW UMUAHIA RD.PRIM.SCHOOL  - SCHOOL PREMISES IV,31,01/01/10/018
ABIA,166094,176846,ABA NORTH,OGBOR I,WILCOX MEM. SEC. SCH.  - SCHOOL PREMISES IV,31,01/01/10/004
ABIA,166094,176846,ABA NORTH,OGBOR I,WILCOX MEM. SEC. SCH.  - SCHOOL PREMISES I,31,01/01/10/001
ABIA,166094,176846,ABA NORTH,OGBOR I,NEW UMUAHIA RD.PRIM.SCHOOL  - SCHOOL PREMISES II,31,01/01/10/016
ABIA,166094,176846,ABA NORTH,OGBOR I,MERCY GIRLS SEC.SCHOOL  - SCHOOL PREMISES I,31,01/01/10/020
ABIA,166094,176846,ABA NORTH,OGBOR I,HIS STEPS PRIM.SCHOOL  - SCHOOL PREMISES IV,31,01/01/10/014
ABIA,166094,176846,ABA NORTH,OGBOR I,OGBOR HILL HALL  - COUNCIL HALL II,31,01/01/10/007
ABIA,166094,176846,ABA NORTH,OGBOR I,OGBOR HILL HALL  - COUNCIL HALL III,31,01/01/10/008
ABIA,166094,176846,ABA NORTH,OGBOR I,OGBOR HILL HALL  - COUNCIL HALL IV,31,01/01/10/009
ABIA,166094,176846,ABA NORTH,OGBOR I,WILCOX MEM. SEC. SCH.  - SCHOOL PREMISES V,31,01/01/10/005
ABIA,166094,176846,ABA NORTH,OGBOR I,OGBOR HILL COUNCIL HALL VI,31,01/01/10/031
ABIA,166094,176846,ABA NORTH,OGBOR I,HIS STEPS PRIM.SCHOOL  - SCHOOL PREMISES III,31,01/01/10/013
ABIA,166094,176846,ABA NORTH,OGBOR I,OGBOR HILL HALL  - COUNCIL HALL I,31,01/01/10/006
ABIA,166094,176846,ABA NORTH,OGBOR I,MERCY GIRLS SEC.SCHOOL  - SCHOOL PREMISES V,31,01/01/10/024
ABIA,166094,176846,ABA NORTH,OGBOR I,OGBOR HILL HALL  - COUNCIL HALL V,31,01/01/10/010
ABIA,166094,176846,ABA NORTH,OGBOR I,MERCY GIRLS SEC.SCHOOL  - SCHOOL PREMISES VIII,31,01/01/10/027
ABIA,166094,176846,ABA NORTH,OGBOR I,HIS STEPS PRIM.SCHOOL  - SCHOOL PREMISES I,31,01/01/10/011
ABIA,166094,176846,ABA NORTH,OGBOR I,NEW UMUAHIA RD.PRIM.SCHOOL  - SCHOOL PREMISES I,31,01/01/10/015
ABIA,166094,176846,ABA NORTH,OGBOR I,WILCOX MEM. SEC. SCH. VII,31,01/01/10/029
ABIA,166094,176846,ABA NORTH,OGBOR I,MERCY GIRLS SEC.SCHOOL  - SCHOOL PREMISES II,31,01/01/10/021
ABIA,166094,176846,ABA NORTH,OGBOR I,WILCOX MEM.SEC. SCH. VIII,31,01/01/10/030
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,B.T.C-SCHOOL PREMISES VI,92,01/01/09/012
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,B.T.C-SCHOOL PREMISES IV,92,01/01/09/010
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OLD INTERNAL REVENUE-PREMISES II,92,01/01/09/015
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OSUSU RD.PRIM.SCHOOL-PREMISES II,92,01/01/09/002
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,B.T.C-SCHOOL PREMISES III,92,01/01/09/009
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,HOLY GHOST COMM.SCHOOL  - SCHOOL PREMISES II,92,01/01/09/040
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OSUSU RD.PRIM.SCHOOL-PREMISES IV,92,01/01/09/004
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,B.T.C-SCHOOL PREMISES V,92,01/01/09/011
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,B.T.C-SCHOOL PREMISES II,92,01/01/09/008
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OSUSU RD.PRIM.SCHOOL-PREMISES III,92,01/01/09/003
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OSUSU RD.PRIM.SCHOOL-PREMISES VI,92,01/01/09/006
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,B.T.C-SCHOOL PREMISES VII,92,01/01/09/013
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OLD INTERNAL REVENUE-PREMISES I,92,01/01/09/014
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OSUSU RD.PRIM.SCHOOL-PREMISES V,92,01/01/09/005
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OSUSU RD.PRIM.SCHOOL-PREMISES I,92,01/01/09/001
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,B.T.C-SCHOOL PREMISES I,92,01/01/09/007
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OSUSU VILLAGE HALL XV,92,01/01/09/092
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OSUSU VILLAGE HALL - COUNCIL HALL I,92,01/01/09/033
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OSUSU VILLAGE HALL XIV,92,01/01/09/091
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,EZIOBU PRIM SCHOOL - SCHOOL PREMISES III,92,01/01/09/028
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OSUSU VILLAGE HALL XI,92,01/01/09/088
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,BTC SCHOOL PREMISES XIII,92,01/01/09/059
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,EZIOBU PRIMARY SCHOOL PREMISES X,92,01/01/09/086
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OSUSU VILLAGE HALL - COUNCIL HALL IV,92,01/01/09/036
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,BTC SCHOOL PREMISES X,92,01/01/09/055
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OLD INTERNAL REVENUE-PREMISES VII,92,01/01/09/020
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,ROCK HOUSE PRI AND NUR. SCH IV,92,01/01/09/077
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OLD INTERNAL REVENUE-PREMISES III,92,01/01/09/016
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OLD INTERNAL REVENUE-PREMISES V,92,01/01/09/018
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,BTC SCHOOL PREMISES XII,92,01/01/09/057
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,HOLY GHOST COMM.SCHOOL  - SCHOOL PREMISES I,92,01/01/09/039
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,ROCK HOUSE PRIMARY AND NUR.  SCHOOL PREMISES  VII,92,01/01/09/080
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OSUSU VILLAGE HALL XII,92,01/01/09/089
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,ROCK HOUSE PRI AND NUR. SCH  VIII,92,01/01/09/081
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,FIRE SERVICE STATION PREMISES I,92,01/01/09/024
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,EZIOBU PRIM SCHOOL  - SCHOOL PREMISES VII,92,01/01/09/032
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OSUSU VILLAGE HALL XIII,92,01/01/09/090
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OSUSU VILLAGE HALL PREMISES VIILAGE X,92,01/01/09/087
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OLD INTERNAL REVENUE-PREMISES VI,92,01/01/09/019
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OLD INTERNAL REVENUE PREMISES X (NIPP),92,01/01/09/062
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,OLD INTERNAL REVENUE PREMISES XI (NIPP),92,01/01/09/063
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,BTC SCHOOL PREMISES IX,92,01/01/09/054
ABIA,166094,176846,ABA NORTH,ARIARIA MARKET,HOLY GHOST COMM.SCHOOL  - SCHOOL PREMISES IV,92,01/01/09/042
