state_name,total_submitted_results,out_of_how_many,number_of_lgas,number_of_wards,ward_name,polling_units,submitted_results,lga_url
OYO,166094,176846,33,10,ATIBA (LGA: 03) - OYO,168.0,168.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de339
OYO,166094,176846,33,10,ATISBO (LGA: 04) - OYO,152.0,107.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de33a
OYO,166094,176846,33,11,IBADAN NORTH WEST (LGA: 08) - OYO,240.0,240.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de33e
OYO,166094,176846,33,11,EGBEDA (LGA: 05) - OYO,294.0,294.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de33b
OYO,166094,176846,33,12,IBADAN NORTH (LGA: 06) - OYO,512.0,334.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de33c
OYO,166094,176846,33,12,AKINYELE (LGA: 02) - OYO,278.0,278.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de338
OYO,166094,176846,33,10,IBARAPA NORTH (LGA: 13) - OYO,148.0,113.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de343
OYO,166094,176846,33,12,IBADAN SOUTH WEST (LGA: 10) - OYO,473.0,473.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de340
OYO,166094,176846,33,12,IBADAN NORTH EAST (LGA: 07) - OYO,336.0,216.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de33d
OYO,166094,176846,33,10,IBARAPA CENTRAL (LGA: 11) - OYO,140.0,78.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de341
OYO,166094,176846,33,12,IBADAN SOUTH-EAST (LGA: 09) - OYO,352.0,352.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de33f
OYO,166094,176846,33,10,IWAJOWA (LGA: 18) - OYO,120.0,118.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de348
OYO,166094,176846,33,10,IREPO (LGA: 15) - OYO,101.0,101.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de345
OYO,166094,176846,33,11,ISEYIN (LGA: 16) - OYO,229.0,220.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de346
OYO,166094,176846,33,10,IBARAPA EAST (LGA: 12) - OYO,148.0,148.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de342
OYO,166094,176846,33,10,OGO-OLUWA (LGA: 23) - OYO,95.0,95.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de34d
OYO,166094,176846,33,10,IDO (LGA: 14) - OYO,196.0,187.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de344
OYO,166094,176846,33,14,LAGELU (LGA: 20) - OYO,225.0,225.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de34a
OYO,166094,176846,33,10,ITESIWAJU (LGA: 17) - OYO,97.0,97.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de347
OYO,166094,176846,33,10,OGBOMOSO NORTH (LGA: 21) - OYO,188.0,186.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de34b
OYO,166094,176846,33,10,OLUYOLE (LGA: 25) - OYO,229.0,181.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de34f
OYO,166094,176846,33,11,KAJOLA (LGA: 19) - OYO,132.0,132.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de349
OYO,166094,176846,33,10,ORI IRE (LGA: 28) - OYO,168.0,168.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de352
OYO,166094,176846,33,11,ONA-ARA (LGA: 26) - OYO,150.0,124.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de350
OYO,166094,176846,33,10,OGBOMOSO SOUTH (LGA: 22) - OYO,183.0,173.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de34c
OYO,166094,176846,33,10,OLORUNSOGO (LGA: 24) - OYO,68.0,68.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de34e
OYO,166094,176846,33,10,SURULERE (LGA: 33) - OYO,159.0,159.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de357
OYO,166094,176846,33,10,OYO WEST (LGA: 30) - OYO,139.0,139.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de354
OYO,166094,176846,33,11,SAKI EAST (LGA: 31) - OYO,105.0,105.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de355
OYO,166094,176846,33,10,OORELOPE (LGA: 27) - OYO,93.0,85.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de351
OYO,166094,176846,33,10,OYO EAST (LGA: 29) - OYO,149.0,149.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de353
OYO,166094,176846,33,11,SAKI WEST (LGA: 32) - OYO,228.0,182.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de356
OSUN,166094,176846,30,10,ATAKUMOSA EAST (LGA: 01) - OSUN,77.0,48.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de319
OSUN,166094,176846,30,10,BOLUWADURO (LGA: 05) - OSUN,74.0,69.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de31d
OSUN,166094,176846,30,11,ATAKUMOSA WEST (LGA: 02) - OSUN,76.0,31.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de31a
OSUN,166094,176846,30,11,AYEDAADE (LGA: 03) - OSUN,150.0,150.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de31b
OSUN,166094,176846,30,11,BORIPE (LGA: 06) - OSUN,112.0,108.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de31e
OSUN,166094,176846,30,11,EDE NORTH (LGA: 07) - OSUN,139.0,108.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de31f
OSUN,166094,176846,30,11,IFE CENTRAL (LGA: 11) - OSUN,215.0,215.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de323
OSUN,166094,176846,30,10,EGBEDORE (LGA: 09) - OSUN,90.0,90.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de321
OSUN,166094,176846,30,10,EDE SOUTH (LGA: 08) - OSUN,101.0,101.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de320
OSUN,166094,176846,30,10,IFEDAYO (LGA: 12) - OSUN,63.0,45.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de324
OSUN,166094,176846,30,10,IFE EAST (LGA: 13) - OSUN,200.0,200.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de325
OSUN,166094,176846,30,12,IFELODUN (LGA: 14) - OSUN,145.0,144.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de326
OSUN,166094,176846,30,11,ILA (LGA: 17) - OSUN,124.0,124.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de329
OSUN,166094,176846,30,11,IFE SOUTH (LGA: 16) - OSUN,131.0,110.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de328
OSUN,166094,176846,30,11,ILESA EAST (LGA: 18) - OSUN,132.0,132.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de32a
OSUN,166094,176846,30,10,AYEDIRE (LGA: 04) - OSUN,67.0,67.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de31c
OSUN,166094,176846,30,11,ISOKAN (LGA: 22) - OSUN,95.0,95.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de32e
OSUN,166094,176846,30,11,IREWOLE (LGA: 21) - OSUN,138.0,138.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de32d
OSUN,166094,176846,30,11,EJIGBO (LGA: 10) - OSUN,133.0,104.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de322
OSUN,166094,176846,30,15,IWO (LGA: 23) - OSUN,170.0,155.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de32f
OSUN,166094,176846,30,10,ILESA WEST (LGA: 19) - OSUN,121.0,118.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de32b
OSUN,166094,176846,30,10,OBOKUN (LGA: 24) - OSUN,100.0,100.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de330
OSUN,166094,176846,30,10,IFE NORTH (LGA: 15) - OSUN,111.0,110.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de327
OSUN,166094,176846,30,11,OLORUNDA (LGA: 27) - OSUN,193.0,193.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de333
OSUN,166094,176846,30,10,OLA-OLUWA (LGA: 26) - OSUN,62.0,62.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de332
OSUN,166094,176846,30,10,OROLU (LGA: 29) - OSUN,85.0,85.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de335
OSUN,166094,176846,30,12,ORIADE (LGA: 28) - OSUN,123.0,116.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de334
OSUN,166094,176846,30,11,IREPODUN (LGA: 20) - OSUN,133.0,133.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de32c
OSUN,166094,176846,30,15,ODO-OTIN (LGA: 25) - OSUN,121.0,115.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de331
OSUN,166094,176846,30,15,OSOGBO (LGA: 30) - OSUN,282.0,279.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de336
OGUN,166094,176846,20,16,ADO ODO-OTA (LGA: 03) - OGUN,655.0,655.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f5
OGUN,166094,176846,20,10,EGBADO SOUTH (LGA: 05) - OGUN,257.0,219.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f7
OGUN,166094,176846,20,16,ABEOKUTA NORTH (LGA: 01) - OGUN,338.0,338.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f3
OGUN,166094,176846,20,11,EGBADO NORTH (LGA: 04) - OGUN,251.0,219.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f6
OGUN,166094,176846,20,15,ABEOKUTA SOUTH (LGA: 02) - OGUN,445.0,425.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f4
OGUN,166094,176846,20,10,EWEKORO (LGA: 06) - OGUN,188.0,145.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f8
OGUN,166094,176846,20,11,IFO (LGA: 07) - OGUN,448.0,435.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f9
OGUN,166094,176846,20,10,IJEBU NORTH EAST (LGA: 10) - OGUN,111.0,98.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2fc
OGUN,166094,176846,20,10,IKENNE (LGA: 12) - OGUN,126.0,126.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2fe
OGUN,166094,176846,20,11,IJEBU EAST (LGA: 08) - OGUN,154.0,154.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2fa
OGUN,166094,176846,20,11,IJEBU NORTH (LGA: 09) - OGUN,268.0,246.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2fb
OGUN,166094,176846,20,11,IJEBU ODE (LGA: 11) - OGUN,161.0,127.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2fd
OGUN,166094,176846,20,10,IMEKO/AFON (LGA: 13) - OGUN,132.0,130.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2ff
OGUN,166094,176846,20,12,OBAFEMI/OWODE (LGA: 15) - OGUN,329.0,327.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de301
OGUN,166094,176846,20,12,IPOKIA (LGA: 14) - OGUN,262.0,163.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de300
OGUN,166094,176846,20,15,ODOGBOLU (LGA: 17) - OGUN,178.0,178.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de303
OGUN,166094,176846,20,10,ODEDA (LGA: 16) - OGUN,182.0,181.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de302
OGUN,166094,176846,20,15,SAGAMU (LGA: 20) - OGUN,299.0,299.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de306
OGUN,166094,176846,20,10,REMO NORTH (LGA: 19) - OGUN,132.0,132.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de305
OGUN,166094,176846,20,10,OGUN WATER SIDE (LGA: 18) - OGUN,126.0,126.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de304
ONDO,166094,176846,18,13,OKITIPUPA (LGA: 14) - ONDO,,,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de314
ONDO,166094,176846,18,12,ILAJE (LGA: 10) - ONDO,,,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de310
ONDO,166094,176846,18,10,IRELE (LGA: 12) - ONDO,,,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de312
ONDO,166094,176846,18,10,ONDO EAST (LGA: 15) - ONDO,,,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de315
ONDO,166094,176846,18,11,ODIGBO (LGA: 13) - ONDO,,,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de313
ONDO,166094,176846,18,10,ILEOLUJI/OKEIGBO (LGA: 11) - ONDO,,,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de311
ONDO,166094,176846,18,12,OSE (LGA: 17) - ONDO,,,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de317
ONDO,166094,176846,18,11,OWO (LGA: 18) - ONDO,,,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de318
ONDO,166094,176846,18,12,ONDO WEST (LGA: 16) - ONDO,,,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de316
ONDO,166094,176846,18,11,AKOKO SOUTH EAST (LGA: 03) - ONDO,,,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de309
ONDO,166094,176846,18,12,AKURE NORTH (LGA: 05) - ONDO,,,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de30b
ONDO,166094,176846,18,10,AKOKO NORTH WEST (LGA: 02) - ONDO,,,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de308
ONDO,166094,176846,18,10,IFEDORE (LGA: 09) - ONDO,,,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de30f
ONDO,166094,176846,18,13,AKOKO NORTH EAST (LGA: 01) - ONDO,,,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de307
ONDO,166094,176846,18,15,AKOKO SOUTH WEST (LGA: 04) - ONDO,,,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de30a
ONDO,166094,176846,18,10,IDANRE (LGA: 08) - ONDO,,,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de30e
ONDO,166094,176846,18,10,ESE-ODO (LGA: 07) - ONDO,,,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de30d
ONDO,166094,176846,18,11,AKURE SOUTH (LGA: 06) - ONDO,,,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de30c
NASARAWA,166094,176846,13,10,AWE (LGA: 02) - NASARAWA,165.0,165.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399e4d89fc3a883de2ce
NASARAWA,166094,176846,13,11,AKWANGA (LGA: 01) - NASARAWA,206.0,206.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399e4d89fc3a883de2cd
NASARAWA,166094,176846,13,11,KARU (LGA: 04) - NASARAWA,516.0,470.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d0
NASARAWA,166094,176846,13,10,KEANA (LGA: 05) - NASARAWA,114.0,109.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d1
NASARAWA,166094,176846,13,10,DOMA (LGA: 03) - NASARAWA,214.0,214.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2cf
NASARAWA,166094,176846,13,14,NASARAWA EGGON (LGA: 10) - NASARAWA,255.0,252.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d6
NASARAWA,166094,176846,13,11,KOKONA (LGA: 07) - NASARAWA,194.0,181.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d3
NASARAWA,166094,176846,13,13,LAFIA (LGA: 08) - NASARAWA,497.0,497.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d4
NASARAWA,166094,176846,13,10,KEFFI (LGA: 06) - NASARAWA,215.0,201.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d2
NASARAWA,166094,176846,13,10,WAMBA (LGA: 13) - NASARAWA,122.0,122.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d9
NASARAWA,166094,176846,13,15,NASARAWA (LGA: 09) - NASARAWA,303.0,260.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d5
NASARAWA,166094,176846,13,10,OBI (LGA: 11) - NASARAWA,251.0,251.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d7
NASARAWA,166094,176846,13,12,TOTO (LGA: 12) - NASARAWA,204.0,158.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d8
NIGER,166094,176846,25,10,BORGU (LGA: 04) - NIGER,208.0,203.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2dd
NIGER,166094,176846,25,11,AGAIE (LGA: 01) - NIGER,164.0,142.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2da
NIGER,166094,176846,25,14,BIDA (LGA: 03) - NIGER,270.0,268.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2dc
NIGER,166094,176846,25,10,AGWARA (LGA: 02) - NIGER,70.0,70.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2db
NIGER,166094,176846,25,11,CHANCHAGA (LGA: 06) - NIGER,379.0,369.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2df
NIGER,166094,176846,25,10,BOSSO (LGA: 05) - NIGER,249.0,246.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2de
NIGER,166094,176846,25,10,EDATTI (LGA: 07) - NIGER,119.0,117.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e0
NIGER,166094,176846,25,10,GBAKO (LGA: 08) - NIGER,156.0,155.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e1
NIGER,166094,176846,25,10,KATCHA (LGA: 10) - NIGER,149.0,135.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e3
NIGER,166094,176846,25,10,LAPAI (LGA: 12) - NIGER,193.0,192.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e5
NIGER,166094,176846,25,10,GURARA (LGA: 09) - NIGER,150.0,150.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e2
NIGER,166094,176846,25,13,KONTAGORA (LGA: 11) - NIGER,248.0,244.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e4
NIGER,166094,176846,25,11,MAGAMA (LGA: 14) - NIGER,189.0,186.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e7
NIGER,166094,176846,25,12,LAVUN (LGA: 13) - NIGER,223.0,223.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e6
NIGER,166094,176846,25,11,MOKWA (LGA: 17) - NIGER,187.0,187.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2ea
NIGER,166094,176846,25,11,MARIGA (LGA: 15) - NIGER,214.0,214.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e8
NIGER,166094,176846,25,10,MASHEGU (LGA: 16) - NIGER,205.0,205.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e9
NIGER,166094,176846,25,11,RAFI (LGA: 20) - NIGER,219.0,210.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2ed
NIGER,166094,176846,25,11,PAIKORO (LGA: 19) - NIGER,232.0,231.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2ec
NIGER,166094,176846,25,15,SHIRORO (LGA: 22) - NIGER,257.0,257.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2ef
NIGER,166094,176846,25,11,MUNYA (LGA: 18) - NIGER,119.0,119.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2eb
NIGER,166094,176846,25,10,SULEJA (LGA: 23) - NIGER,277.0,276.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f0
NIGER,166094,176846,25,11,WUSHISHI (LGA: 25) - NIGER,124.0,124.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f2
NIGER,166094,176846,25,10,TAFA (LGA: 24) - NIGER,171.0,170.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f1
NIGER,166094,176846,25,11,RIJAU (LGA: 21) - NIGER,178.0,168.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2ee
KWARA,166094,176846,16,11,BARUTEN (LGA: 02) - KWARA,230.0,203.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399c4d89fc3a883de2aa
