state_name,total_submitted_results,out_of_how_many,number_of_lgas,number_of_wards,ward_name,polling_units,submitted_results,lga_url
ABIA,166094,176846,17,10,UMUAHIA  SOUTH (LGA: 16) - ABIA,173.0,173.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397c4d89fc3a883de0cf
ABIA,166094,176846,17,12,UMU - NNEOCHI (LGA: 17) - ABIA,153.0,153.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f397c4d89fc3a883de0d0
FCT,166094,176846,6,10,GWAGWALADA (LGA: 03) - FCT,338.0,335.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398c4d89fc3a883de1d5
FCT,166094,176846,6,10,ABAJI (LGA: 01) - FCT,135.0,134.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398c4d89fc3a883de1d3
FCT,166094,176846,6,12,MUNICIPAL (LGA: 06) - FCT,1401.0,1366.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398c4d89fc3a883de1d8
FCT,166094,176846,6,10,KWALI (LGA: 05) - FCT,201.0,196.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398c4d89fc3a883de1d7
FCT,166094,176846,6,10,KUJE (LGA: 04) - FCT,262.0,248.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398c4d89fc3a883de1d6
FCT,166094,176846,6,10,BWARI (LGA: 02) - FCT,485.0,484.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f398c4d89fc3a883de1d4
ZAMFARA,166094,176846,14,11,BUNGUDU (LGA: 05) - ZAMFARA,325.0,302.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3bc
ZAMFARA,166094,176846,14,10,BAKURA (LGA: 02) - ZAMFARA,189.0,175.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3b9
ZAMFARA,166094,176846,14,10,BUKKUYUM (LGA: 04) - ZAMFARA,193.0,191.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3bb
ZAMFARA,166094,176846,14,10,BIRNIN MAGAJI (LGA: 03) - ZAMFARA,187.0,187.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3ba
ZAMFARA,166094,176846,14,10,ANKA (LGA: 01) - ZAMFARA,164.0,127.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3b8
ZAMFARA,166094,176846,14,10,MARU (LGA: 10) - ZAMFARA,247.0,182.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3c1
ZAMFARA,166094,176846,14,11,GUMMI (LGA: 06) - ZAMFARA,221.0,200.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3bd
ZAMFARA,166094,176846,14,11,KAURA NAMODA (LGA: 08) - ZAMFARA,261.0,255.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3bf
ZAMFARA,166094,176846,14,10,MARADUN (LGA: 09) - ZAMFARA,195.0,165.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3c0
ZAMFARA,166094,176846,14,11,TSAFE (LGA: 13) - ZAMFARA,301.0,290.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ae4d89fc3a883de3c4
ZAMFARA,166094,176846,14,11,GUSAU (LGA: 07) - ZAMFARA,564.0,504.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3be
ZAMFARA,166094,176846,14,10,SHINKAFI (LGA: 11) - ZAMFARA,172.0,24.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3c2
ZAMFARA,166094,176846,14,11,ZURMI (LGA: 14) - ZAMFARA,251.0,251.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ae4d89fc3a883de3c5
ZAMFARA,166094,176846,14,11,TALATA MAFARA (LGA: 12) - ZAMFARA,259.0,188.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ae4d89fc3a883de3c3
YOBE,166094,176846,17,10,BADE (LGA: 01) - YOBE,210.0,209.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3a7
YOBE,166094,176846,17,10,FIKA (LGA: 04) - YOBE,200.0,115.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3aa
YOBE,166094,176846,17,11,DAMATURU (LGA: 03) - YOBE,221.0,221.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3a9
YOBE,166094,176846,17,10,BURSARI (LGA: 02) - YOBE,128.0,128.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3a8
YOBE,166094,176846,17,13,FUNE (LGA: 05) - YOBE,242.0,242.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3ab
YOBE,166094,176846,17,11,GEIDAM (LGA: 06) - YOBE,154.0,154.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3ac
YOBE,166094,176846,17,10,GUJBA (LGA: 07) - YOBE,140.0,140.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3ad
YOBE,166094,176846,17,10,KARASAWA (LGA: 10) - YOBE,121.0,121.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3b0
YOBE,166094,176846,17,10,MACHINA (LGA: 11) - YOBE,91.0,91.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3b1
YOBE,166094,176846,17,11,NANGERE (LGA: 12) - YOBE,169.0,169.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3b2
YOBE,166094,176846,17,12,GULANI (LGA: 08) - YOBE,131.0,130.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3ae
YOBE,166094,176846,17,10,JAKUSKO (LGA: 09) - YOBE,161.0,109.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3af
YOBE,166094,176846,17,10,YUNUSARI (LGA: 16) - YOBE,134.0,134.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3b6
YOBE,166094,176846,17,10,NGURU (LGA: 13) - YOBE,182.0,182.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3b3
YOBE,166094,176846,17,10,YUSUFARI (LGA: 17) - YOBE,127.0,127.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3b7
YOBE,166094,176846,17,10,POTISKUM (LGA: 14) - YOBE,328.0,327.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3b4
YOBE,166094,176846,17,10,TARMUWA (LGA: 15) - YOBE,84.0,79.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3b5
TARABA,166094,176846,16,12,GASSOL (LGA: 05) - TARABA,342.0,339.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de39b
TARABA,166094,176846,16,10,ARDO - KOLA (LGA: 01) - TARABA,174.0,174.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de397
TARABA,166094,176846,16,10,DONGA (LGA: 03) - TARABA,201.0,198.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de399
TARABA,166094,176846,16,10,GASHAKA (LGA: 04) - TARABA,137.0,129.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de39a
TARABA,166094,176846,16,11,KARIM-LAMIDO (LGA: 08) - TARABA,274.0,252.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de39e
TARABA,166094,176846,16,10,JALINGO (LGA: 07) - TARABA,383.0,377.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de39d
TARABA,166094,176846,16,11,BALI (LGA: 02) - TARABA,254.0,239.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de398
TARABA,166094,176846,16,10,KURMI (LGA: 09) - TARABA,142.0,128.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de39f
TARABA,166094,176846,16,10,IBI (LGA: 06) - TARABA,142.0,142.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de39c
TARABA,166094,176846,16,10,LAU (LGA: 10) - TARABA,137.0,137.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de3a0
TARABA,166094,176846,16,11,TAKUM (LGA: 12) - TARABA,245.0,36.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3a2
TARABA,166094,176846,16,11,USSA (LGA: 13) - TARABA,156.0,93.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3a3
TARABA,166094,176846,16,10,WUKARI (LGA: 14) - TARABA,377.0,333.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3a4
TARABA,166094,176846,16,11,SARDAUNA (LGA: 11) - TARABA,358.0,320.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de3a1
TARABA,166094,176846,16,11,YORRO (LGA: 15) - TARABA,121.0,110.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3a5
TARABA,166094,176846,16,10,ZING (LGA: 16) - TARABA,154.0,148.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3a6
RIVERS,166094,176846,23,17,DEGEMA (LGA: 08) - RIVERS,178.0,177.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de370
RIVERS,166094,176846,23,10,ELEME (LGA: 09) - RIVERS,233.0,206.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de371
RIVERS,166094,176846,23,13,IKWERRE (LGA: 13) - RIVERS,312.0,103.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de375
RIVERS,166094,176846,23,14,EMOHUA (LGA: 10) - RIVERS,280.0,191.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de372
RIVERS,166094,176846,23,13,ASARI-TORU (LGA: 06) - RIVERS,251.0,137.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de36e
RIVERS,166094,176846,23,17,OBIO/AKPOR (LGA: 15) - RIVERS,1211.0,1111.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de377
RIVERS,166094,176846,23,19,KHANA (LGA: 14) - RIVERS,359.0,207.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de376
RIVERS,166094,176846,23,12,OKRIKA (LGA: 18) - RIVERS,170.0,159.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de37a
RIVERS,166094,176846,23,19,ETCHE (LGA: 11) - RIVERS,271.0,117.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de373
RIVERS,166094,176846,23,10,OMUMA (LGA: 19) - RIVERS,167.0,153.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de37b
RIVERS,166094,176846,23,11,OPOBO/NEKORO (LGA: 20) - RIVERS,154.0,154.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de37c
RIVERS,166094,176846,23,10,TAI (LGA: 23) - RIVERS,141.0,136.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de37f
RIVERS,166094,176846,23,17,OGBA/EGBEMA/NDONI (LGA: 16) - RIVERS,335.0,327.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de378
RIVERS,166094,176846,23,12,BONNY (LGA: 07) - RIVERS,165.0,156.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de36f
RIVERS,166094,176846,23,10,OYIGBO (LGA: 21) - RIVERS,217.0,215.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de37d
RIVERS,166094,176846,23,17,GOKANA (LGA: 12) - RIVERS,260.0,210.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de374
RIVERS,166094,176846,23,12,OGU/BOLO (LGA: 17) - RIVERS,131.0,126.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de379
RIVERS,166094,176846,23,20,PORT HARCOURT (LGA: 22) - RIVERS,961.0,752.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de37e
RIVERS,166094,176846,23,17,AKUKU TORU (LGA: 04) - RIVERS,244.0,244.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de36c
RIVERS,166094,176846,23,13,AHOADA EAST (LGA: 02) - RIVERS,176.0,172.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de36a
RIVERS,166094,176846,23,12,AHOADA WEST (LGA: 03) - RIVERS,171.0,162.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de36b
RIVERS,166094,176846,23,13,ABUA-ODUAL (LGA: 01) - RIVERS,214.0,201.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de369
RIVERS,166094,176846,23,11,ANDONI (LGA: 05) - RIVERS,265.0,259.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de36d
SOKOTO,166094,176846,23,11,DANGE/SHUNI (LGA: 03) - SOKOTO,194.0,119.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de382
SOKOTO,166094,176846,23,10,ISA (LGA: 09) - SOKOTO,146.0,143.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de388
SOKOTO,166094,176846,23,11,BODINGA (LGA: 02) - SOKOTO,181.0,179.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de381
SOKOTO,166094,176846,23,11,GORONYO (LGA: 05) - SOKOTO,172.0,162.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de384
SOKOTO,166094,176846,23,11,GADA (LGA: 04) - SOKOTO,239.0,213.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de383
SOKOTO,166094,176846,23,11,ILLELA (LGA: 08) - SOKOTO,210.0,186.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de387
SOKOTO,166094,176846,23,11,GWADABAWA (LGA: 07) - SOKOTO,186.0,116.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de386
SOKOTO,166094,176846,23,11,KWARE (LGA: 10) - SOKOTO,153.0,106.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de389
SOKOTO,166094,176846,23,10,SHAGARI (LGA: 14) - SOKOTO,148.0,144.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de38d
SOKOTO,166094,176846,23,11,S/BIRNI (LGA: 13) - SOKOTO,232.0,192.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de38c
SOKOTO,166094,176846,23,10,SILAME (LGA: 15) - SOKOTO,101.0,85.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de38e
SOKOTO,166094,176846,23,11,RABAH (LGA: 12) - SOKOTO,126.0,76.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de38b
SOKOTO,166094,176846,23,10,TANGAZA (LGA: 19) - SOKOTO,139.0,115.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de392
SOKOTO,166094,176846,23,11,SOKOTO SOUTH (LGA: 17) - SOKOTO,341.0,326.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de390
SOKOTO,166094,176846,23,10,TURETA (LGA: 20) - SOKOTO,82.0,74.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de393
SOKOTO,166094,176846,23,10,BINJI (LGA: 01) - SOKOTO,85.0,85.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de380
SOKOTO,166094,176846,23,11,TAMBUWAL (LGA: 18) - SOKOTO,259.0,196.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de391
PLATEAU,166094,176846,17,11,BARIKIN LADI (LGA: 01) - PLATEAU,236.0,236.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de359
PLATEAU,166094,176846,17,10,JOS EAST (LGA: 04) - PLATEAU,133.0,133.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de35c
SOKOTO,166094,176846,23,11,WURNO (LGA: 22) - SOKOTO,132.0,101.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de395
SOKOTO,166094,176846,23,10,YABO (LGA: 23) - SOKOTO,114.0,90.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de396
PLATEAU,166094,176846,17,16,BASSA (LGA: 02) - PLATEAU,296.0,295.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de35a
PLATEAU,166094,176846,17,14,JOS NORTH (LGA: 05) - PLATEAU,913.0,913.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de358
SOKOTO,166094,176846,23,10,GUDU (LGA: 06) - SOKOTO,90.0,90.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de385
SOKOTO,166094,176846,23,10,KEBBE (LGA: 11) - SOKOTO,113.0,55.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de38a
PLATEAU,166094,176846,17,14,BOKKOS (LGA: 03) - PLATEAU,236.0,236.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de35b
PLATEAU,166094,176846,17,14,KANAM (LGA: 07) - PLATEAU,285.0,285.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de35e
PLATEAU,166094,176846,17,14,LANGTANG NORTH (LGA: 09) - PLATEAU,225.0,220.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de360
SOKOTO,166094,176846,23,11,SOKOTO NORTH (LGA: 16) - SOKOTO,289.0,223.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de38f
SOKOTO,166094,176846,23,11,WAMAKKO (LGA: 21) - SOKOTO,259.0,257.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de394
PLATEAU,166094,176846,17,10,KANKE (LGA: 08) - PLATEAU,185.0,185.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de35f
PLATEAU,166094,176846,17,10,LANGTANG SOUTH (LGA: 10) - PLATEAU,127.0,127.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de361
PLATEAU,166094,176846,17,12,JOS SOUTH (LGA: 06) - PLATEAU,542.0,542.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de35d
PLATEAU,166094,176846,17,16,MANGU (LGA: 11) - PLATEAU,409.0,405.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de362
PLATEAU,166094,176846,17,10,MIKANG (LGA: 12) - PLATEAU,111.0,111.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de363
PLATEAU,166094,176846,17,11,QUA'AN PAN (LGA: 14) - PLATEAU,279.0,279.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de365
PLATEAU,166094,176846,17,12,PANKSHIN (LGA: 13) - PLATEAU,260.0,260.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de364
PLATEAU,166094,176846,17,10,RIYOM (LGA: 15) - PLATEAU,146.0,146.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de366
PLATEAU,166094,176846,17,12,WASE (LGA: 17) - PLATEAU,277.0,277.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de368
PLATEAU,166094,176846,17,11,SHENDAM (LGA: 16) - PLATEAU,329.0,329.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de367
OYO,166094,176846,33,10,AFIJIO (LGA: 01) - OYO,95.0,90.0,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de337
