id,state_name,total_submitted_results,out_of_how_many,name_of_lga,polling_units_name,pu_sub_name,polling_units_count,pu_code
63f8f28b594e164f8146a82a,ABIA,166448,176846,AROCHUKWU,UTUTU,OBIENE II/OBIENE VILLAGE SQUARE,24,01/03/09/018
63f8f28b594e164f8146a827,ABIA,166448,176846,AROCHUKWU,UTUTU,OBIJOMA I & III/OBIJOMA VILLAGE SQUARE,24,01/03/09/015
63f8f28b594e164f8146a826,ABIA,166448,176846,AROCHUKWU,UTUTU,AMAKOFIA I & II/AMAKOFIA POSTAL AGENCY,24,01/03/09/014
63f8f28b594e164f8146a825,ABIA,166448,176846,AROCHUKWU,UTUTU,ABUMA I/UTUTU COMM.PRIM.SCH,24,01/03/09/013
63f8f28b594e164f8146a824,ABIA,166448,176846,AROCHUKWU,UTUTU,UKWUAKWU II/MGBALA OGO UKWUAKWU,24,01/03/09/012
63f8f28b594e164f8146a823,ABIA,166448,176846,AROCHUKWU,UTUTU,UKWUAKWU I/UKWUAKWU HALL,24,01/03/09/011
63f8f28b594e164f8146a821,ABIA,166448,176846,AROCHUKWU,UTUTU,OBIAGWULU I/ONU OGO OBIAGWULU I,24,01/03/09/009
63f8f28b594e164f8146a820,ABIA,166448,176846,AROCHUKWU,UTUTU,"Amaodu II - Onu 
Ogo Obiagwulu.",24,01/03/09/008
63f8f28b594e164f8146a81f,ABIA,166448,176846,AROCHUKWU,UTUTU,AMODU I/MGBALA OGO VILLAGE SQUARE,24,01/03/09/007
63f8f28b594e164f8146a81e,ABIA,166448,176846,AROCHUKWU,UTUTU,AMANKWU II/AMANKAWU VILLAGE SQUARE,24,01/03/09/006
63f8f28b594e164f8146a81d,ABIA,166448,176846,AROCHUKWU,UTUTU,AMANKWU I/ELEOHA VILLAGE SQUARE,24,01/03/09/005
63f8f28b594e164f8146a81c,ABIA,166448,176846,AROCHUKWU,UTUTU,AMASA/AMASA VILLAGE HALL,24,01/03/09/004
63f8f28b594e164f8146a81b,ABIA,166448,176846,AROCHUKWU,UTUTU,Amaeke II- Amaeke hall,24,01/03/09/003
63f8f28b594e164f8146a81a,ABIA,166448,176846,AROCHUKWU,UTUTU,AMAEKE I AMAEKE HALL,24,01/03/09/002
63f8f28b594e164f8146a819,ABIA,166448,176846,AROCHUKWU,UTUTU,Nkpakpi/ Nkpakpi hall,24,01/03/09/001
63f8f28b594e164f8146a829,ABIA,166448,176846,AROCHUKWU,UTUTU,OBIENE I/OBIENE CENT.SCHOOL,24,01/03/09/017
63f8f28b594e164f8146a82f,ABIA,166448,176846,AROCHUKWU,UTUTU,UKWUAKWU VILAGE SQUARE,24,01/03/09/023
63f8f28b594e164f8146a82b,ABIA,166448,176846,AROCHUKWU,UTUTU,UBILA-AMAETITI/UBILA-AMAETITI PRIM.SCH,24,01/03/09/019
63f8f28b594e164f8146a828,ABIA,166448,176846,AROCHUKWU,UTUTU,OBIJIMA II/EZIAMA VILLAGE SQUARE,24,01/03/09/016
63f8f28b594e164f8146a822,ABIA,166448,176846,AROCHUKWU,UTUTU,OBIAGWULU II/ONU OGO OBIAGWULU II,24,01/03/09/010
63f8f28b594e164f8146a7fd,ABIA,166448,176846,AROCHUKWU,IKWUN IHECHIOWA,UMUZOMGBO I/UMUZOMGBO COMM.SCH,18,01/03/07/011
63f8f28b594e164f8146a801,ABIA,166448,176846,AROCHUKWU,IKWUN IHECHIOWA,"Umuye III - Ekelu Ogo Hall Atan
II Women Hall Atan.",18,01/03/07/015
63f8f28b594e164f8146a804,ABIA,166448,176846,AROCHUKWU,IKWUN IHECHIOWA,UMUZOMGBO MARKET SQUARE,18,01/03/07/018
63f8f28b594e164f8146a7ff,ABIA,166448,176846,AROCHUKWU,IKWUN IHECHIOWA,UBURU /UBURU VILLAGE HALL,18,01/03/07/013
63f8f28b594e164f8146a7f7,ABIA,166448,176846,AROCHUKWU,IKWUN IHECHIOWA,NDI OKPO II/UNITY HALL. NDI OKPO,18,01/03/07/005
63f8f28b594e164f8146a7f5,ABIA,166448,176846,AROCHUKWU,IKWUN IHECHIOWA,OBICHIE/AWADA NDI OLE,18,01/03/07/003
63f8f28b594e164f8146a7fa,ABIA,166448,176846,AROCHUKWU,IKWUN IHECHIOWA,AMAOGURUNSI I/AMAO GURUNSI HALL,18,01/03/07/008
63f8f28b594e164f8146a7f3,ABIA,166448,176846,AROCHUKWU,IKWUN IHECHIOWA,OBINTO I/IHE CENT. SCHOOL,18,01/03/07/001
63f8f28b594e164f8146a803,ABIA,166448,176846,AROCHUKWU,IKWUN IHECHIOWA,"AGBO TOWN HALL,ATAN IHECHIOWA",18,01/03/07/017
63f8f28b594e164f8146a7f4,ABIA,166448,176846,AROCHUKWU,IKWUN IHECHIOWA,OBINTO II/OBINTO VILLAGE HALL,18,01/03/07/002
63f8f28b594e164f8146a802,ABIA,166448,176846,AROCHUKWU,IKWUN IHECHIOWA,UMUZOMGBO III/UMUZOMGBO COMM. SCH,18,01/03/07/016
63f8f28b594e164f8146a7fe,ABIA,166448,176846,AROCHUKWU,IKWUN IHECHIOWA,Umuzomgbo II Amankwu hall.,18,01/03/07/012
63f8f28b594e164f8146a817,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,AMAFIA II/ AMAETITI PRIMARY SCHOOL,20,01/03/08/019
63f8f28b594e164f8146a818,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,ACHARA (V) AWADA NDI EGBE,20,01/03/08/020
63f8f28b594e164f8146a816,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,AMAIYI OKPO/AMAIYI OKPO VILLAGE HALL,20,01/03/08/018
63f8f28b594e164f8146a7f9,ABIA,166448,176846,AROCHUKWU,IKWUN IHECHIOWA,Atan I- Ndi Ogboro sq.,18,01/03/07/007
63f8f28b594e164f8146a7f8,ABIA,166448,176846,AROCHUKWU,IKWUN IHECHIOWA,NDI OKPO III/NDI AGWU HALL NDI OKPO,18,01/03/07/006
63f8f28b594e164f8146a7fc,ABIA,166448,176846,AROCHUKWU,IKWUN IHECHIOWA,UMUYE I/UMUYE COMM.SCH,18,01/03/07/010
63f8f28b594e164f8146a815,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,ACHARA IV/ VILLAGE HALL ACHARA,20,01/03/08/017
63f8f28b594e164f8146a812,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,AMANMIRI II/UGWUEZE HALL,20,01/03/08/014
63f8f28b594e164f8146a813,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,AMANMIRI III/NDI OKWUAGWU TOWN HALL,20,01/03/08/015
63f8f28b594e164f8146a7f6,ABIA,166448,176846,AROCHUKWU,IKWUN IHECHIOWA,NDI  OKPO I NDI OKPO PRIMARY SCHOOL,18,01/03/07/004
63f8f28b594e164f8146a800,ABIA,166448,176846,AROCHUKWU,IKWUN IHECHIOWA,UMUYE II/EKELU  OGO HALL,18,01/03/07/014
63f8f28b594e164f8146a7fb,ABIA,166448,176846,AROCHUKWU,IKWUN IHECHIOWA,AMAOGURUNSI II/AMAO GURUNSI HALL,18,01/03/07/009
63f8f28b594e164f8146a814,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,EBEM OKPO/EBEM OKPO TOWN HALL,20,01/03/08/016
63f8f28b594e164f8146a80f,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,Umuchi IV & VI Utility Hall.,20,01/03/08/011
63f8f28b594e164f8146a810,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,UMUCHI V/UMUNNABUO PRIM.SCH,20,01/03/08/012
63f8f28b594e164f8146a80e,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,UMUCHI III/NDI OKWUN AMA SQUARE,20,01/03/08/010
63f8f28b594e164f8146a80c,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,UMUCHI I/NDI AGWU OKPO,20,01/03/08/008
63f8f28b594e164f8146a80d,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,UMUCHI II/AWADA NDI APIA,20,01/03/08/009
63f8f28b594e164f8146a80b,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,ACHARA III/DIOGUKWU MEM.SCH,20,01/03/08/007
63f8f28b594e164f8146a80a,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,ACHARA II/CLUB HALL ACHARA,20,01/03/08/006
63f8f28b594e164f8146a809,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,ACHARA I/EZIUKWU VILLAGE HALL,20,01/03/08/005
63f8f28b594e164f8146a807,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,OKPO III/AMANGWU TOWN HALL,20,01/03/08/003
63f8f28b594e164f8146a806,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,OKPO II/OBICHIE TOWN HALL,20,01/03/08/002
63f8f28b594e164f8146a808,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,AMAFIA/AMAETITI PRIM.SCH.,20,01/03/08/004
63f8f28b594e164f8146a805,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,OKPO I/OKPO COMM. SCH,20,01/03/08/001
63f8f28b594e164f8146a811,ABIA,166448,176846,AROCHUKWU,ELEOHA IHECHIOWA,AMANMIRI I/ADA EZIUKWU AMANMIRI,20,01/03/08/013
63f8f28b594e164f8146a7e4,ABIA,166448,176846,AROCHUKWU,AROCHUKWU II,UTUGHUYI  I & II/MGBALA EKPE HALL,18,01/03/06/004
63f8f28b594e164f8146a7f2,ABIA,166448,176846,AROCHUKWU,AROCHUKWU II,"EZE KANU  OJI HALL, OBINKITA",18,01/03/06/018
63f8f28b594e164f8146a7f1,ABIA,166448,176846,AROCHUKWU,AROCHUKWU II,AHIA NKWO AROCHUKWU,18,01/03/06/017
63f8f28b594e164f8146a7f0,ABIA,166448,176846,AROCHUKWU,AROCHUKWU II,UGBO II/UGBO CENT. SQUARE,18,01/03/06/016
63f8f28b594e164f8146a7ef,ABIA,166448,176846,AROCHUKWU,AROCHUKWU II,AMOBA II/MGBALA EKPE AMOBA,18,01/03/06/015
63f8f28b594e164f8146a7ee,ABIA,166448,176846,AROCHUKWU,AROCHUKWU II,Oriri II - I.M.T,18,01/03/06/014
63f8f28b594e164f8146a7ed,ABIA,166448,176846,AROCHUKWU,AROCHUKWU II,UGWUAVOR II/UGWUAVOR CENT. SQAURE,18,01/03/06/013
63f8f28b594e164f8146a7ec,ABIA,166448,176846,AROCHUKWU,AROCHUKWU II,OBINKITA III/OBINKITA HALL,18,01/03/06/012
63f8f28b594e164f8146a7eb,ABIA,166448,176846,AROCHUKWU,AROCHUKWU II,"Oriri council hall Oriri, Aro.",18,01/03/06/011
63f8f28b594e164f8146a7ea,ABIA,166448,176846,AROCHUKWU,AROCHUKWU II,UGBOI/EZIUKWU HALL UGBO,18,01/03/06/010
63f8f28b594e164f8146a7e9,ABIA,166448,176846,AROCHUKWU,AROCHUKWU II,"Isinkpu - Mgbala Ekpe 
Ugwuavor.",18,01/03/06/009
63f8f28b594e164f8146a7e8,ABIA,166448,176846,AROCHUKWU,AROCHUKWU II,"Ugwuavor - Mgbala 
Ekpe Ugwuavor..",18,01/03/06/008
63f8f28b594e164f8146a7e6,ABIA,166448,176846,AROCHUKWU,AROCHUKWU II,AMANKWU/AMANKWU HALL,18,01/03/06/006
63f8f28b594e164f8146a7e1,ABIA,166448,176846,AROCHUKWU,AROCHUKWU II,OBINKITA I/ARO CENT. SCHOOL I,18,01/03/06/001
63f8f28b594e164f8146a7e7,ABIA,166448,176846,AROCHUKWU,AROCHUKWU II,"Amankwu pri. Sch, Amoba.",18,01/03/06/007
63f8f28b594e164f8146a7e5,ABIA,166448,176846,AROCHUKWU,AROCHUKWU II,AMUKWA/VILLAGE SQUARE HALL AMUKWA,18,01/03/06/005
63f8f28b594e164f8146a7e2,ABIA,166448,176846,AROCHUKWU,AROCHUKWU II,OBINKITA II/ARO CENT. SCHOOL II,18,01/03/06/002
63f8f28b594e164f8146a7e3,ABIA,166448,176846,AROCHUKWU,AROCHUKWU II,OBINKITA NEW LAYOUT/AKAMA ROAD - NEW MARKET,18,01/03/06/003
63f8f28b594e164f8146a7df,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,AGGRREY MEMORIAL COLLEGE,22,01/03/05/021
63f8f28b594e164f8146a7d9,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,Ibom I & II Ibom hall,22,01/03/05/015
63f8f28b594e164f8146a7d2,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,AMANNAGWU III/VILLAGE SQUARE AMANNAGWU,22,01/03/05/008
63f8f28b594e164f8146a7cb,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,UJARI I/PRESBY.HALL UJARI,22,01/03/05/001
63f8f28b594e164f8146a7da,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,IBOM II/AGGREY PRIMARY SCHOOL,22,01/03/05/016
63f8f28b594e164f8146a7e0,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,"OKONI HALL, IBOM",22,01/03/05/022
63f8f28b594e164f8146a7db,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,AMANNAGWU COMMUNITY HALL,22,01/03/05/017
63f8f28b594e164f8146a7d1,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,AMANNAGWU II/VILLAGE SQUARE AMANNAGWU,22,01/03/05/007
63f8f28b594e164f8146a7de,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,MARY SLESSOR SECONDARY SCHOOL II,22,01/03/05/020
63f8f28b594e164f8146a7dc,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,AGBAGWU COMMUNITY HALL,22,01/03/05/018
63f8f28b594e164f8146a7cf,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,AMASU II/VILLAGE SQUARE AMASU,22,01/03/05/005
63f8f28b594e164f8146a7d0,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,AMANNAGWU II/AMANNAGWU HALL,22,01/03/05/006
63f8f28b594e164f8146a7cc,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,UJARI II/AWADA NDI UDENSI,22,01/03/05/002
63f8f28b594e164f8146a7d5,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,UTUGHUGWU II/VILLAGE SQUARE UTUGHUGWU,22,01/03/05/011
63f8f28b594e164f8146a7d7,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,GOVT.AREA I/MARY SLESSOR SEC.SCH.,22,01/03/05/013
63f8f28b594e164f8146a7d4,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,UTUGHUGWU I/MGBALA EKPE UTUGHUGWU,22,01/03/05/010
63f8f28b594e164f8146a7d6,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,Ogbogwu I & II Ndi Onoh Hall,22,01/03/05/012
63f8f28b594e164f8146a7d3,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,"Amannagwu -Ezeakuma pri
sch.",22,01/03/05/009
63f8f28b594e164f8146a7ce,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,Amasu I & III- vill Sq. Amasu.,22,01/03/05/004
63f8f28b594e164f8146a7cd,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,UJARI III/OGWOGO HALL AMASU,22,01/03/05/003
63f8f28b594e164f8146a7dd,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,UGWUAKUMA COMMUNITY HALL,22,01/03/05/019
63f8f28b594e164f8146a7d8,ABIA,166448,176846,AROCHUKWU,AROCHUKWU I,GOVT.AREA II/COLLEGE OF EDUCATION TECHNICAL.,22,01/03/05/014
63f8f28b594e164f8146a7c3,ABIA,166448,176846,AROCHUKWU,OHAFOR II,NDI OJIUDWO /NDI INYA/COMM. SCHOOL NDI OJIUGWO,10,01/03/04/003
63f8f28b594e164f8146a7c7,ABIA,166448,176846,AROCHUKWU,OHAFOR II,"Nkpurankpu(Ndi Ebe II)
 Nkpurankpu village square.",10,01/03/04/007
63f8f28b594e164f8146a7c4,ABIA,166448,176846,AROCHUKWU,OHAFOR II,AMAEKE I/COMM. SCHOOL AMAEKE,10,01/03/04/004
63f8f28b594e164f8146a7c8,ABIA,166448,176846,AROCHUKWU,OHAFOR II,NDI OJIUGWO/IME OGO HALL,10,01/03/04/008
63f8f28b594e164f8146a7ca,ABIA,166448,176846,AROCHUKWU,OHAFOR II,COMMUNITY PRI. SCH. NDI INYA,10,01/03/04/010
63f8f28b594e164f8146a7c1,ABIA,166448,176846,AROCHUKWU,OHAFOR II,NDI EBE I/COMM. PRIM.SCHL NDI EBE,10,01/03/04/001
63f8f28b594e164f8146a7c5,ABIA,166448,176846,AROCHUKWU,OHAFOR II,AMAEKE II/COMM. SCHOOL AMAEKE,10,01/03/04/005
63f8f28b594e164f8146a7c6,ABIA,166448,176846,AROCHUKWU,OHAFOR II,Amaogbu -Amaogbu Vill. Sq.,10,01/03/04/006
63f8f28b594e164f8146a7c9,ABIA,166448,176846,AROCHUKWU,OHAFOR II,AMAEKE III& IV /OGO HALL,10,01/03/04/009
63f8f28b594e164f8146a7c2,ABIA,166448,176846,AROCHUKWU,OHAFOR II,"Ndi Ebe II- Obioma hall, Ndi Ebe.",10,01/03/04/002
63f8f28b594e164f8146a7ad,ABIA,166448,176846,AROCHUKWU,OHAEKE,Elu Ogo- Ndi Otu Hall.,15,01/03/02/012
63f8f28b594e164f8146a7a3,ABIA,166448,176846,AROCHUKWU,OHAEKE,NDI ARUNSI OGBAGA/NDI ARUNSI HALL,15,01/03/02/002
63f8f28b594e164f8146a7b0,ABIA,166448,176846,AROCHUKWU,OHAEKE,IDIMA ABAM COMMUNITY CENTRAL SCHOOL,15,01/03/02/015
63f8f28b594e164f8146a7a7,ABIA,166448,176846,AROCHUKWU,OHAEKE,OHAEKE IV & VIII/ NDI OKORIE HALL,15,01/03/02/006
63f8f28b594e164f8146a7ab,ABIA,166448,176846,AROCHUKWU,OHAEKE,NDI EKETE/NDIEKETE HALL,15,01/03/02/010
63f8f28b594e164f8146a7a4,ABIA,166448,176846,AROCHUKWU,OHAEKE,OHAEKE I & IX IDIMA ABAM PRIM SCH.CAMPI,15,01/03/02/003
63f8f28b594e164f8146a7ae,ABIA,166448,176846,AROCHUKWU,OHAEKE,Ndi Nnanu Vill Hall Ndi Nnanu,15,01/03/02/013
63f8f28b594e164f8146a7ac,ABIA,166448,176846,AROCHUKWU,OHAEKE,NZEREM/ORUOCHA/ORUOCHA HALL,15,01/03/02/011
63f8f28b594e164f8146a7af,ABIA,166448,176846,AROCHUKWU,OHAEKE,IDIMA BEACH ONUASU/MKT.SQUARE ONUASU,15,01/03/02/014
63f8f28b594e164f8146a7a6,ABIA,166448,176846,AROCHUKWU,OHAEKE,OHAEKE III /ISI OKWASI HALL,15,01/03/02/005
