state_name,total_submitted_results,out_of_how_many,name_of_lga,polling_units_name,pu_sub_name,polling_units_count,pu_code
YOBE,164279,176846,JAKUSKO,GIDGID / BAYAM,LAMIDO MAIGARI KOLEWA/RIJIYA LAMIDO,18,35/09/03/011
YOBE,164279,176846,JAKUSKO,GIDGID / BAYAM,"DODORI A.,  UMAR DODORI",18,35/09/03/004
YOBE,164279,176846,JAKUSKO,GIDGID / BAYAM,"GAMBOJE ADAMU, RIJIYA ADAMU",18,35/09/03/006
YOBE,164279,176846,JAKUSKO,GIDGID / BAYAM,GIRGIR BORE HOLE OPEN SPACE,18,35/09/03/007
YOBE,164279,176846,JAKUSKO,GIDGID / BAYAM,"LAFIYARI, PRI. SCH.",18,35/09/03/010
YOBE,164279,176846,JAKUSKO,GIDGID / BAYAM,BABBAR TSANGAYA UBE,18,35/09/03/018
YOBE,164279,176846,JAKUSKO,GIDGID / BAYAM,GIRGIR KOFAR LAWAN,18,35/09/03/008
YOBE,164279,176846,JAKUSKO,GIDGID / BAYAM,UNGUWAR AREWA BAKIN RIJIYA OPEN SPACE BAYAM,18,35/09/03/016
YOBE,164279,176846,JAKUSKO,GIDGID / BAYAM,GIRGIR PRIMARY SCHOOL,18,35/09/03/017
YOBE,164279,176846,JAKUSKO,GIDGID / BAYAM,MALAM DOGO KOFAR BULAMA,18,35/09/03/012
YOBE,164279,176846,JAKUSKO,GIDGID / BAYAM,"YAURU, KOFAR BULAMA",18,35/09/03/015
YOBE,164279,176846,JAKUSKO,GIDGID / BAYAM,KORSO/GARIN BIRI.GARIN BIRI,18,35/09/03/009
YOBE,164279,176846,JAKUSKO,GIDGID / BAYAM,"BAYAM,  KOFAR LAWAN",18,35/09/03/001
YOBE,164279,176846,JAKUSKO,GIDGID / BAYAM,"GAMARI,  KOFAR BULAMA",18,35/09/03/005
YOBE,164279,176846,JAKUSKO,GIDGID / BAYAM,"NGAJAJE,  KOFAR BULAMA",18,35/09/03/013
YOBE,164279,176846,JAKUSKO,GIDGID / BAYAM,"LAMIDO MANU, KOFAR LAMIDO",18,35/09/03/014
YOBE,164279,176846,JAKUSKO,GIDGID / BAYAM,"DORO,  KOFAR BULAMA",18,35/09/03/003
YOBE,164279,176846,JAKUSKO,DUMBARI,"BAKIN RIJIYA/BIGARWA,LAMIDO BULAMA GATE",17,35/09/02/002
YOBE,164279,176846,JAKUSKO,DUMBARI,ARIRI/ARIRI GUNKAI ARIRI PRI. SCH.,17,35/09/02/001
YOBE,164279,176846,JAKUSKO,BUDUWA / SAMINAKA,"GURBANA K., BULAMA",13,35/09/01/005
YOBE,164279,176846,JAKUSKO,DUMBARI,"KATANGANA,  PRI. SCH.",17,35/09/02/013
YOBE,164279,176846,JAKUSKO,BUDUWA / SAMINAKA,"BUDUWA BORE HOLE , KOFAR LAWAN",13,35/09/01/002
YOBE,164279,176846,JAKUSKO,DUMBARI,"KATANGANA, K.BULAMA",17,35/09/02/012
YOBE,164279,176846,JAKUSKO,DUMBARI,"GUMALAWA, GUMALAWA",17,35/09/02/011
YOBE,164279,176846,JAKUSKO,DUMBARI,GUJARMA TUDUNIYA OPEN SPACE,17,35/09/02/010
YOBE,164279,176846,JAKUSKO,BUDUWA / SAMINAKA,BUDUWA PRIMARY SCHOOL,13,35/09/01/001
YOBE,164279,176846,JAKUSKO,BUDUWA / SAMINAKA,"LAMINDO HARO , LAMIDO HARO",13,35/09/01/006
YOBE,164279,176846,JAKUSKO,BUDUWA / SAMINAKA,BABBAR MAKARANTA SOLAR BOREHOLE,13,35/09/01/008
YOBE,164279,176846,JAKUSKO,DUMBARI,GASI/L.HARUNDE/G.JAURO GASI K. BULAMA,17,35/09/02/009
YOBE,164279,176846,JAKUSKO,DUMBARI,"GARIN BIYE, KOFAR BULAMA",17,35/09/02/006
YOBE,164279,176846,JAKUSKO,DUMBARI,"GARIN ILU, GARIN ILU",17,35/09/02/007
YOBE,164279,176846,JAKUSKO,BUDUWA / SAMINAKA,BUDUWA MCH,13,35/09/01/010
YOBE,164279,176846,JAKUSKO,BUDUWA / SAMINAKA,"SAMINAKA, PRIMARY SCHOOL",13,35/09/01/007
YOBE,164279,176846,JAKUSKO,BUDUWA / SAMINAKA,KALULUWA OPEN SPACE,13,35/09/01/009
YOBE,164279,176846,JAKUSKO,DUMBARI,G. MAGAJI G. ALHAJI KOFAR BULAMA,17,35/09/02/008
YOBE,164279,176846,JAKUSKO,DUMBARI,"GARIN BADUKU, KOFAR BULAMA",17,35/09/02/005
YOBE,164279,176846,JAKUSKO,BUDUWA / SAMINAKA,GONERI GARIN SAJE PRIMARY SCHOOL,13,35/09/01/011
YOBE,164279,176846,JAKUSKO,BUDUWA / SAMINAKA,LAMIDO NYAKO BOREHOLE,13,35/09/01/012
YOBE,164279,176846,JAKUSKO,BUDUWA / SAMINAKA,FANE B BOREHOLE,13,35/09/01/013
YOBE,164279,176846,JAKUSKO,DUMBARI,DUMBARI BAKIN KASUWA,17,35/09/02/004
YOBE,164279,176846,JAKUSKO,DUMBARI,"DADANDE, BAKIN RIJIYA",17,35/09/02/003
YOBE,164279,176846,JAKUSKO,DUMBARI,BUBUNO PRIMARY SCHOOL,17,35/09/02/017
YOBE,164279,176846,JAKUSKO,BUDUWA / SAMINAKA,"FANE , RRIJIYA FANE",13,35/09/01/004
YOBE,164279,176846,JAKUSKO,BUDUWA / SAMINAKA,DAGARAWA / G. BABAWURO DAGARAWA,13,35/09/01/003
YOBE,164279,176846,JAKUSKO,DUMBARI,DUMBARI PRIMARY SCHOOL,17,35/09/02/016
YOBE,164279,176846,JAKUSKO,DUMBARI,"LAMIDO GARI,  K. BULAMA",17,35/09/02/014
YOBE,164279,176846,JAKUSKO,DUMBARI,NDAKWAREL/GARIN GOJE KOFAR MAI GARI,17,35/09/02/015
YOBE,164279,176846,YUNUSARI,DARATOSHIA,"GADAURI, DANDALI",12,35/16/02/004
YOBE,164279,176846,YUNUSARI,DARATOSHIA,"ABBA KIMERI, DANDALI",12,35/16/02/001
YOBE,164279,176846,YUNUSARI,DARATOSHIA,"DARA, DANDALI",12,35/16/02/003
YOBE,164279,176846,YUNUSARI,DARATOSHIA,"KILBU KIME,  DANDALI",12,35/16/02/006
YOBE,164279,176846,YUNUSARI,DARATOSHIA,"TOSHIA, DANDALI",12,35/16/02/009
YOBE,164279,176846,YUNUSARI,DARATOSHIA,"DAGALAM, DANDALI",12,35/16/02/002
YOBE,164279,176846,YUNUSARI,DARATOSHIA,"GONI AHMADU, DANDALI",12,35/16/02/005
YOBE,164279,176846,YUNUSARI,DARATOSHIA,TOSHIA PRIMARY SCHOOL II,12,35/16/02/010
YOBE,164279,176846,YUNUSARI,DARATOSHIA,TOSHIA DANDALI II,12,35/16/02/011
YOBE,164279,176846,YUNUSARI,DARATOSHIA,"TOSHIA,  PRI. SCH.",12,35/16/02/007
YOBE,164279,176846,YUNUSARI,DARATOSHIA,TOSHIA DANDALI III,12,35/16/02/012
YOBE,164279,176846,YUNUSARI,DARATOSHIA,"WANGANGA, DANDALI",12,35/16/02/008
YOBE,164279,176846,YUNUSARI,BULTUWA/MAR/YARO,"GARIN GADA, PRI. SCH.",10,35/16/01/002
YOBE,164279,176846,YUNUSARI,BULTUWA/MAR/YARO,"LURAM,. DANDALI",10,35/16/01/004
YOBE,164279,176846,YUNUSARI,BULTUWA/MAR/YARO,"YARO LAWANTI,  PRI. SCH.",10,35/16/01/006
YOBE,164279,176846,YUNUSARI,BULTUWA/MAR/YARO,GARIN GADA PRI. SCH III,10,35/16/01/010
YOBE,164279,176846,YUNUSARI,BULTUWA/MAR/YARO,"MASHIO, DANDALI",10,35/16/01/005
YOBE,164279,176846,YUNUSARI,BULTUWA/MAR/YARO,"GREMARI MARTE, DANDALI",10,35/16/01/003
YOBE,164279,176846,YUNUSARI,BULTUWA/MAR/YARO,BULTUWA DANDALI,10,35/16/01/001
YOBE,164279,176846,YUNUSARI,BULTUWA/MAR/YARO,"ZAYE, DANDALI",10,35/16/01/007
YOBE,164279,176846,YUNUSARI,BULTUWA/MAR/YARO,GARIN GADA PRI. SCH. II,10,35/16/01/009
YOBE,164279,176846,YUNUSARI,BULTUWA/MAR/YARO,BULTUWA DANDALI II,10,35/16/01/008
YOBE,164279,176846,NGURU,NGLAIWA,TUKUBAN NA' AURA,31,35/13/10/031
YOBE,164279,176846,NGURU,NGLAIWA,SABON GARIN KANURI PRIMARY SCHOOL II,31,35/13/10/030
YOBE,164279,176846,NGURU,NGLAIWA,LAYIN FILIN IDI BOREHOLE,31,35/13/10/029
YOBE,164279,176846,NGURU,NGLAIWA,LAYIN SALE MAIYARA JUCTION,31,35/13/10/027
YOBE,164279,176846,NGURU,NGLAIWA,LAYIN KYAUTA KAFINTA OPEN SPACE,31,35/13/10/026
YOBE,164279,176846,NGURU,NGLAIWA,U.B.E PRIMARY SCHOOL,31,35/13/10/025
YOBE,164279,176846,NGURU,NGLAIWA,"MAGISTRATE COURT, TASHAR AYUBA",31,35/13/10/024
YOBE,164279,176846,NGURU,NGLAIWA,LAYIN BALLAMA OPEN SPACE,31,35/13/10/023
YOBE,164279,176846,NGURU,NGLAIWA,LAYIN BABU KOKONTO F.M.C,31,35/13/10/022
YOBE,164279,176846,NGURU,NGLAIWA,FEDERAL MEDICAL CENTRE GATE,31,35/13/10/021
YOBE,164279,176846,NGURU,NGLAIWA,BOREHOLE NA ALHAJI GARKA,31,35/13/10/020
YOBE,164279,176846,NGURU,NGLAIWA,NGILEWA PRIMARY SCHOOL II,31,35/13/10/018
YOBE,164279,176846,NGURU,NGLAIWA,NGILEWA PRIMARY SCHOOL I,31,35/13/10/017
YOBE,164279,176846,NGURU,NGLAIWA,LAWAN NGOMA JUNCTION,31,35/13/10/016
YOBE,164279,176846,NGURU,NGLAIWA,LAYIN ZANNA MAI DALA,31,35/13/10/015
YOBE,164279,176846,NGURU,NGLAIWA,LAYIN GONI KIME JUNCTION,31,35/13/10/014
YOBE,164279,176846,NGURU,NGLAIWA,LAYIN MUSA DOKI,31,35/13/10/013
YOBE,164279,176846,NGURU,NGLAIWA,"SANI BORNO, KOFAR SANI BORNO",31,35/13/10/012
YOBE,164279,176846,NGURU,NGLAIWA,"SABON GARIN KANURI, SABON GARIN KANURI PRIMARY SCHOOL",31,35/13/10/011
YOBE,164279,176846,NGURU,NGLAIWA,"MAI UNG. KARAM, KOFAR MAI UNG. KARAM",31,35/13/10/010
YOBE,164279,176846,NGURU,NGLAIWA,ANGUWA BUDA KOFAR MAI ANGUWA BADU,31,35/13/10/007
YOBE,164279,176846,NGURU,NGLAIWA,"KOFAR KHALIFA, KOFAR KHALIFA",31,35/13/10/005
YOBE,164279,176846,NGURU,NGLAIWA,"KOFAR LIMAN JUMA'A, KOFAR LIMAN JUMA'A",31,35/13/10/004
YOBE,164279,176846,NGURU,NGLAIWA,"KOFAR LAWAN NGOMA, NGLAIWA PRI. SCH.",31,35/13/10/003
YOBE,164279,176846,NGURU,NGLAIWA,LAYIN M. YUSUF KARAM OPEN SPACE,31,35/13/10/028
YOBE,164279,176846,NGURU,NGLAIWA,"ALGAZARU, KOFAR AL-GAZARU",31,35/13/10/001
YOBE,164279,176846,NGURU,NGLAIWA,MODO MAI GINI KOFAR MODO MAI GINI,31,35/13/10/009
YOBE,164279,176846,NGURU,NGLAIWA,DURIYAR KUKA OPEN SPACE,31,35/13/10/002
YOBE,164279,176846,NGURU,NGLAIWA,"MAI UNG. BUDU , KOFAR MAI UNG. BUDA",31,35/13/10/008
YOBE,164279,176846,NGURU,NGLAIWA,AHMADU KOFAR MAI UNGUWA AHMADU,31,35/13/10/006
YOBE,164279,176846,NGURU,NGLAIWA,MAJEMAN YAMMA OPEN SPACE,31,35/13/10/019
YOBE,164279,176846,NGURU,MIRBA-KABIR/MIRBA SAGIR,ZOMANA KOFAR MAI GARI,17,35/13/09/007
YOBE,164279,176846,NGURU,MIRBA-KABIR/MIRBA SAGIR,DAGIRARI DISPENSARY,17,35/13/09/013
YOBE,164279,176846,NGURU,MIRBA-KABIR/MIRBA SAGIR,"MAI DASHI K. BARDE, KOFAR BARDE",17,35/13/09/010
YOBE,164279,176846,NGURU,MIRBA-KABIR/MIRBA SAGIR,BOREHOLE NA BAKIN KASUWA,17,35/13/09/016
YOBE,164279,176846,NGURU,MIRBA-KABIR/MIRBA SAGIR,"AFUNORI,  PRI. SCH.",17,35/13/09/001
YOBE,164279,176846,NGURU,MIRBA-KABIR/MIRBA SAGIR,AFUNORI PRIMARY SCHOOL,17,35/13/09/012
YOBE,164279,176846,NGURU,MIRBA-KABIR/MIRBA SAGIR,DUMAR MANGA PRIMARY SCH. II,17,35/13/09/014
YOBE,164279,176846,NGURU,MIRBA-KABIR/MIRBA SAGIR,"MIRBA KABIR,  KOFAR WAKIL",17,35/13/09/011
YOBE,164279,176846,NGURU,MIRBA-KABIR/MIRBA SAGIR,"KARAMBARE, KOFAR BABUKAR",17,35/13/09/006
YOBE,164279,176846,NGURU,MIRBA-KABIR/MIRBA SAGIR,MALAM BABA KOFAR MALAM BABA,17,35/13/09/008
YOBE,164279,176846,NGURU,MIRBA-KABIR/MIRBA SAGIR,"KURNAWA BARDE, KOFAR BARDE",17,35/13/09/005
YOBE,164279,176846,NGURU,MIRBA-KABIR/MIRBA SAGIR,MIRBA PRIMARY SCHOOL,17,35/13/09/017
YOBE,164279,176846,NGURU,MIRBA-KABIR/MIRBA SAGIR,MALAM BABU KOFAR MAGAJI,17,35/13/09/009
YOBE,164279,176846,NGURU,MIRBA-KABIR/MIRBA SAGIR,"DUMAR MANGA,  PRI. SCH.",17,35/13/09/004
YOBE,164279,176846,NGURU,MIRBA-KABIR/MIRBA SAGIR,DAGARARI KOFAR HASSAN MAHAUCI,17,35/13/09/002
YOBE,164279,176846,NGURU,MIRBA-KABIR/MIRBA SAGIR,KOFAN MAGAJI HAND PUMP,17,35/13/09/015
YOBE,164279,176846,NGURU,MIRBA-KABIR/MIRBA SAGIR,"DAGARARI, KOFAR HASSAN AMAUCHI",17,35/13/09/003
YOBE,164279,176846,NGURU,MAJA-KURA,MAJA KURA PRI SCHOOL,12,35/13/08/008
YOBE,164279,176846,NGURU,MAJA-KURA,"HADARI,  PRI. SCH.",12,35/13/08/006
YOBE,164279,176846,NGURU,MAJA-KURA,"GARENE, KOFAR M.GAJI",12,35/13/08/004
YOBE,164279,176846,NGURU,MAJA-KURA,TUKA-TUKAN MELE,12,35/13/08/009
YOBE,164279,176846,NGURU,MAJA-KURA,KAKORI KOFAR MALAM KALLE,12,35/13/08/007
YOBE,164279,176846,NGURU,MAJA-KURA,"BOSSO,  PRI. SCH.",12,35/13/08/003
YOBE,164279,176846,NGURU,MAJA-KURA,BIRNIN GURU OPEN SPACE,12,35/13/08/001
YOBE,164279,176846,NGURU,MAJA-KURA,LAYIN MAI GARIN BOSO,12,35/13/08/010
YOBE,164279,176846,NGURU,MAJA-KURA,"BOSSO, KOFAR M. MOHAMMED",12,35/13/08/002
YOBE,164279,176846,NGURU,MAJA-KURA,"GARIN M. IBRAHIM, KOFAR M. IBRAHIM",12,35/13/08/005
YOBE,164279,176846,NGURU,MAJA-KURA,SABON LAYIN KANGALE FAYA,12,35/13/08/011
YOBE,164279,176846,NGURU,MAJA-KURA,MAJA-KURA PRIMARY SCHOOL,12,35/13/08/012
YOBE,164279,176846,NGURU,KANURI,CENTRAL PRIMARY SCHOOL,22,35/13/07/002
YOBE,164279,176846,NGURU,KANURI,BAGENA JAJUWA OPEN SPACE,22,35/13/07/001
YOBE,164279,176846,NGURU,KANURI,TUBORI JUCTION HAND PUMP,22,35/13/07/015
YOBE,164279,176846,NGURU,KANURI,LAYIN MAI MUSA,22,35/13/07/011
YOBE,164279,176846,NGURU,KANURI,LEA OPEN SPACE,22,35/13/07/014
YOBE,164279,176846,NGURU,KANURI,BOREHOLE KANTUDU,22,35/13/07/016
YOBE,164279,176846,NGURU,KANURI,HAND PUMP LAYIN BAGANGA,22,35/13/07/012
YOBE,164279,176846,NGURU,KANURI,N.P.I OPEN SPACE,22,35/13/07/019
YOBE,164279,176846,NGURU,KANURI,"KOFAR MAI UMAR, KOFAR MAI UMAR",22,35/13/07/007
YOBE,164279,176846,NGURU,KANURI,LAYIN YAN ZANA OPEN SPACE,22,35/13/07/017
YOBE,164279,176846,NGURU,KANURI,KADAWA TRANSFORMER METER,22,35/13/07/021
YOBE,164279,176846,NGURU,KANURI,KABALA OPEN SPACE,22,35/13/07/013
YOBE,164279,176846,NGURU,KANURI,RIJIYAN ZANGON ALHAZAI,22,35/13/07/020
YOBE,164279,176846,NGURU,KANURI,HAND PUMB LAYIN GARA,22,35/13/07/009
YOBE,164279,176846,NGURU,KANURI,LAYIN MAI AJI HAND PUMP,22,35/13/07/022
YOBE,164279,176846,NGURU,KANURI,KUKA DA TSAMIYA,22,35/13/07/008
YOBE,164279,176846,NGURU,KANURI,"CENTRAL, PRIMARY SCHOOL",22,35/13/07/003
YOBE,164279,176846,NGURU,KANURI,GONI YUSUF KOFAR GONI,22,35/13/07/004
YOBE,164279,176846,NGURU,KANURI,"KADAWA,  PRI. SCH.",22,35/13/07/005
YOBE,164279,176846,NGURU,KANURI,BOREHOLE MAKABARTA,22,35/13/07/018
YOBE,164279,176846,NGURU,KANURI,"KOFAR HAJJA HADIZA, KOFAR HAJJA HADIZA KUJI",22,35/13/07/006
YOBE,164279,176846,NGURU,KANURI,HAND PUMP LAYIN ALHAJI MAI NAMA,22,35/13/07/010
YOBE,164279,176846,YUSUFARI,YUSUFARI,KIRIRAM PRIMARY SCHOOL,24,35/17/10/018
YOBE,164279,176846,YUSUFARI,YUSUFARI,BOREHOLE BEHIND SECRETARIAT,24,35/17/10/024
YOBE,164279,176846,YUSUFARI,YUSUFARI,G.S.S. QUARTERS,24,35/17/10/023
YOBE,164279,176846,YUSUFARI,YUSUFARI,FIRE SERVICE,24,35/17/10/022
YOBE,164279,176846,YUSUFARI,YUSUFARI,BOREHOLE NEAR VET CLINIC,24,35/17/10/020
YOBE,164279,176846,YUSUFARI,YUSUFARI,KUKA TATAWA PRIMARY SCHOOL,24,35/17/10/019
YOBE,164279,176846,YUSUFARI,YUSUFARI,BULAMA MODU PRIMARY SCHOOL,24,35/17/10/017
YOBE,164279,176846,YUSUFARI,YUSUFARI,BORE HOLE NEAR POLICE STATION,24,35/17/10/016
YOBE,164279,176846,YUSUFARI,YUSUFARI,GOVT. SEC. SCH.YUSUFARI,24,35/17/10/015
YOBE,164279,176846,YUSUFARI,YUSUFARI,LAWANTI PRIMARY SCHOOL QUARTERS,24,35/17/10/014
YOBE,164279,176846,YUSUFARI,YUSUFARI,CHILD PLAN CENTRE,24,35/17/10/013
YOBE,164279,176846,YUSUFARI,YUSUFARI,"YUSUFARI,  BEHIND PRI. SCH.",24,35/17/10/012
YOBE,164279,176846,YUSUFARI,YUSUFARI,"YUSUFARI,  PRI. SCH.",24,35/17/10/011
YOBE,164279,176846,YUSUFARI,YUSUFARI,UNG. ZANGOMANGA. VETERINARY CLINIC,24,35/17/10/010
YOBE,164279,176846,YUSUFARI,YUSUFARI,"KUKA TATAWA,  BULAMA GATE",24,35/17/10/009
YOBE,164279,176846,YUSUFARI,YUSUFARI,"KIRIRAM, BULAMA GATE",24,35/17/10/008
YOBE,164279,176846,YUSUFARI,YUSUFARI,"CHINGIWA, BULAMA GATE",24,35/17/10/007
YOBE,164279,176846,YUSUFARI,YUSUFARI,"CHINGIDE, BULAMA GATE",24,35/17/10/006
YOBE,164279,176846,YUSUFARI,YUSUFARI,"BULAMA MODU, BULAMA GATE",24,35/17/10/005
YOBE,164279,176846,YUSUFARI,YUSUFARI,"AREA COURT, AREA COURT",24,35/17/10/004
YOBE,164279,176846,YUSUFARI,YUSUFARI,"AREA COURT OFFICE , BEHIND THE COURT",24,35/17/10/003
YOBE,164279,176846,YUSUFARI,YUSUFARI,LAWANTI  PRI. SCH.,24,35/17/10/002
YOBE,164279,176846,YUSUFARI,YUSUFARI,"ADULT. EDU. OFFICE,  ADULT. EDU OFFICE",24,35/17/10/001
YOBE,164279,176846,YUSUFARI,YUSUFARI,BUNDIMA BOREHOLE,24,35/17/10/021
YOBE,164279,176846,NGURU,HAUSARI,ALI KEMI OPEN SPACE,36,35/13/06/004
YOBE,164279,176846,NGURU,HAUSARI,"KOFAR DAN SOKOTO,KOFAR DAN SOKOTO",36,35/13/06/009
YOBE,164279,176846,NGURU,HAUSARI,"MAI UNGUWA MAINTA, KOFAR MAI ANUGUWA",36,35/13/06/011
YOBE,164279,176846,NGURU,HAUSARI,LAYIN MAI ANGUWA HASSAN,36,35/13/06/019
YOBE,164279,176846,NGURU,HAUSARI,"SARKIN PAWA BAKO, KOFAR SARKIN PAWA BAKO",36,35/13/06/012
YOBE,164279,176846,NGURU,HAUSARI,TUKA  TUKAN YAR GASHUA,36,35/13/06/033
YOBE,164279,176846,NGURU,HAUSARI,ABBA ASTIN - KOFAR ABBA ASTIN II,36,35/13/06/002
YOBE,164279,176846,NGURU,HAUSARI,LAYIN MALA MAKERI,36,35/13/06/030
YOBE,164279,176846,NGURU,HAUSARI,LAYIN MALLAM NAFIU,36,35/13/06/018
YOBE,164279,176846,NGURU,HAUSARI,GALADIMA CINEMA - GALADIMA CINEMA II,36,35/13/06/006
YOBE,164279,176846,NGURU,HAUSARI,"ABBA ASTIN \II\"" KOFAR GANI WARAI""",36,35/13/06/003
YOBE,164279,176846,NGURU,HAUSARI,LAYING MAI KAULASAN,36,35/13/06/016
YOBE,164279,176846,NGURU,HAUSARI,LAYIN MAI DODO,36,35/13/06/017
YOBE,164279,176846,NGURU,HAUSARI,NURUL HUDA PRI. SCH,36,35/13/06/036
YOBE,164279,176846,NGURU,HAUSARI,SHUWARI JUNCTION,36,35/13/06/031
YOBE,164279,176846,NGURU,HAUSARI,"ABBA ASTIN, KOFAR ABBA ASTIN I",36,35/13/06/001
YOBE,164279,176846,NGURU,HAUSARI,FORESTRY,36,35/13/06/035
YOBE,164279,176846,NGURU,HAUSARI,TRASNFORMER BURAJI,36,35/13/06/034
YOBE,164279,176846,NGURU,HAUSARI,"KOFAR LAWAN DOGO, KOFAR LAWAN DOGO",36,35/13/06/010
YOBE,164279,176846,NGURU,HAUSARI,ABUBAKAR GUMI PRI. SCH,36,35/13/06/015
YOBE,164279,176846,NGURU,HAUSARI,POST OFFICE GASHUA ROAD,36,35/13/06/020
YOBE,164279,176846,NGURU,HAUSARI,MAI UNGUWA AUWALU OPEN SPACE,36,35/13/06/032
YOBE,164279,176846,NGURU,HAUSARI,LAYIN ALH. AJANI,36,35/13/06/021
YOBE,164279,176846,NGURU,HAUSARI,KASUGULA PRI. SCHOOL,36,35/13/06/023
YOBE,164279,176846,NGURU,HAUSARI,YAN HOTA OPEN SPACE,36,35/13/06/025
YOBE,164279,176846,NGURU,HAUSARI,LAYIN NURU-AULAD PRI. SCH,36,35/13/06/029
YOBE,164279,176846,NGURU,HAUSARI,"HAUSARI, PRI SCH. II",36,35/13/06/008
YOBE,164279,176846,NGURU,HAUSARI,ALASAWA OPEN SPACE,36,35/13/06/022
YOBE,164279,176846,NGURU,HAUSARI,GARAJIN LAYIN GIDAN WANKA,36,35/13/06/026
YOBE,164279,176846,NGURU,HAUSARI,DOGON BENE OPEN SPACE,36,35/13/06/005
YOBE,164279,176846,NGURU,HAUSARI,ZANGON KANWA BOREHOLE,36,35/13/06/027
YOBE,164279,176846,NGURU,HAUSARI,MAINA HUDU BOREHOLE,36,35/13/06/028
YOBE,164279,176846,NGURU,HAUSARI,"SHIWARI, PRI. SCH.",36,35/13/06/014
YOBE,164279,176846,NGURU,HAUSARI,PRIMARY HEALTH CARE HAUSARI,36,35/13/06/024
YOBE,164279,176846,NGURU,HAUSARI,"SARKIN YARA BAWA, KOFAR S. YARA BAWA",36,35/13/06/013
YOBE,164279,176846,NGURU,HAUSARI,"HAUSARI,  PRI SCH. I",36,35/13/06/007
YOBE,164279,176846,NGURU,GARBI/BAMBORI,"BOMBORI,  PRI. SCH.",13,35/13/05/001
YOBE,164279,176846,NGURU,GARBI/BAMBORI,"BOMBORI K. MAJI, KOFAR KACHALLA",13,35/13/05/002
YOBE,164279,176846,NGURU,GARBI/BAMBORI,"DABAR ALHAJI GIWA, KOFAR ALHAJI USMAN",13,35/13/05/003
YOBE,164279,176846,NGURU,GARBI/BAMBORI,"KUBLE KACHALLARI, KOFAR KACHALLA",13,35/13/05/004
YOBE,164279,176846,NGURU,GARBI/BAMBORI,"NGARBI, VIEWING CENTRE",13,35/13/05/005
YOBE,164279,176846,NGURU,GARBI/BAMBORI,"RAIL WAYS, RAIL WAY PRIMARY SCHOOL",13,35/13/05/006
YOBE,164279,176846,NGURU,GARBI/BAMBORI,GOVT. UNITY COLLEGE,13,35/13/05/007
YOBE,164279,176846,NGURU,GARBI/BAMBORI,ANGUWAN NASARAWA,13,35/13/05/008
YOBE,164279,176846,NGURU,GARBI/BAMBORI,BEHIND POWER HOUSE,13,35/13/05/009
YOBE,164279,176846,NGURU,GARBI/BAMBORI,NGARBI MAIN DISPENSARY,13,35/13/05/010
YOBE,164279,176846,NGURU,GARBI/BAMBORI,ANGUWAN MAITAMA,13,35/13/05/011
YOBE,164279,176846,NGURU,GARBI/BAMBORI,LOW-COST BOREHOLE,13,35/13/05/012
YOBE,164279,176846,NGURU,GARBI/BAMBORI,YOSAMA AGRIC/RAILWAY JUNCTION,13,35/13/05/013
YOBE,164279,176846,NGURU,DUMSAI/DOGON-KUKA,"KUBLE KACHALLARI, KOFAR KACHALLA",6,35/13/04/006
YOBE,164279,176846,NGURU,DUMSAI/DOGON-KUKA,GARIN MALLAM DOGON KUKA,6,35/13/04/003
YOBE,164279,176846,NGURU,DUMSAI/DOGON-KUKA,"DUMSAI,  PRI. SCH I",6,35/13/04/001
YOBE,164279,176846,NGURU,DUMSAI/DOGON-KUKA,"YAMDUGU, YAMDUGO KOFAR BULAMA",6,35/13/04/005
YOBE,164279,176846,NGURU,DUMSAI/DOGON-KUKA,DUMSAI PRIMARY SCHOOL II,6,35/13/04/002
YOBE,164279,176846,NGURU,DUMSAI/DOGON-KUKA,KACHALLARI/BISARI,6,35/13/04/004
YOBE,164279,176846,YUSUFARI,MAYORI,"MAYORI, HEALTH CLINIC",12,35/17/09/005
YOBE,164279,176846,YUSUFARI,MAYORI,GARIN TSANGAI OPEN SPACE,12,35/17/09/004
YOBE,164279,176846,YUSUFARI,MAYORI,ZIGINOMI OPEN SPACE,12,35/17/09/010
YOBE,164279,176846,YUSUFARI,MAYORI,MAYORI LAWANTI OPEN SPACE,12,35/17/09/007
YOBE,164279,176846,YUSUFARI,MAYORI,"ISAKARI BULIN, KOFAR ISAKA",12,35/17/09/009
YOBE,164279,176846,YUSUFARI,MAYORI,ABA TURA MAYORI OPEN SPACE,12,35/17/09/001
YOBE,164279,176846,YUSUFARI,MAYORI,GARIN A. AMADU OPEN SPACE,12,35/17/09/002
YOBE,164279,176846,YUSUFARI,MAYORI,SUMBAR MAYORI OPEN SPACE,12,35/17/09/008
YOBE,164279,176846,YUSUFARI,MAYORI,GARIN TSANGAI PRIMARY SCHOOL,12,35/17/09/011
YOBE,164279,176846,YUSUFARI,MAYORI,MAYORI DISPENSARY AREA,12,35/17/09/012
YOBE,164279,176846,YUSUFARI,MAYORI,"MAYORI,  PRIMARY SCHOOL",12,35/17/09/006
YOBE,164279,176846,YUSUFARI,MAYORI,GARIN JIBIR OPEN SPACE,12,35/17/09/003
YOBE,164279,176846,YUSUFARI,MAI-MALARI,BULA JAJI DISPENSARY,9,35/17/08/008
YOBE,164279,176846,YUSUFARI,MAI-MALARI,MAI MALARI DISPENSARY,9,35/17/08/009
