state_name,total_submitted_results,out_of_how_many,number_of_lgas,number_of_wards,ward_name,polling_units,submitted_results,lga_url
ZAMFARA,166548,176846,14,10,BUKKUYUM (LGA: 04) - ZAMFARA,193,191,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3bb
ZAMFARA,166548,176846,14,10,BIRNIN MAGAJI (LGA: 03) - ZAMFARA,187,187,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3ba
ZAMFARA,166548,176846,14,10,ANKA (LGA: 01) - ZAMFARA,164,133,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3b8
ZAMFARA,166548,176846,14,10,MARU (LGA: 10) - ZAMFARA,247,182,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3c1
ZAMFARA,166548,176846,14,11,GUMMI (LGA: 06) - ZAMFARA,221,200,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3bd
ZAMFARA,166548,176846,14,11,KAURA NAMODA (LGA: 08) - ZAMFARA,261,255,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3bf
ZAMFARA,166548,176846,14,10,MARADUN (LGA: 09) - ZAMFARA,195,165,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3c0
ZAMFARA,166548,176846,14,11,TSAFE (LGA: 13) - ZAMFARA,301,292,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ae4d89fc3a883de3c4
ZAMFARA,166548,176846,14,11,GUSAU (LGA: 07) - ZAMFARA,564,518,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3be
ZAMFARA,166548,176846,14,10,SHINKAFI (LGA: 11) - ZAMFARA,172,24,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3c2
ZAMFARA,166548,176846,14,11,ZURMI (LGA: 14) - ZAMFARA,251,251,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ae4d89fc3a883de3c5
ZAMFARA,166548,176846,14,11,TALATA MAFARA (LGA: 12) - ZAMFARA,259,188,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ae4d89fc3a883de3c3
CROSS RIVER,166548,176846,18,10,ABI (LGA: 01) - CROSS RIVER,120,120,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39854d89fc3a883de168
CROSS RIVER,166548,176846,18,10,BAKASSI (LGA: 04) - CROSS RIVER,70,70,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de16b
CROSS RIVER,166548,176846,18,10,AKAMKPA (LGA: 02) - CROSS RIVER,195,194,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de169
CROSS RIVER,166548,176846,18,10,AKPABUYO (LGA: 03) - CROSS RIVER,145,145,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de16a
CROSS RIVER,166548,176846,18,11,BIASE (LGA: 06) - CROSS RIVER,152,152,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de16d
CROSS RIVER,166548,176846,18,10,BEKWARRA (LGA: 05) - CROSS RIVER,127,127,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de16c
CROSS RIVER,166548,176846,18,12,CALABAR SOUTH (LGA: 09) - CROSS RIVER,301,301,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de170
CROSS RIVER,166548,176846,18,10,CALABAR MUNICIPALITY (LGA: 08) - CROSS RIVER,334,334,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de16f
CROSS RIVER,166548,176846,18,11,BOKI (LGA: 07) - CROSS RIVER,205,205,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de16e
CROSS RIVER,166548,176846,18,11,IKOM (LGA: 11) - CROSS RIVER,221,221,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de172
CROSS RIVER,166548,176846,18,10,ETUNG (LGA: 10) - CROSS RIVER,83,83,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de171
CROSS RIVER,166548,176846,18,11,OBUBRA (LGA: 13) - CROSS RIVER,226,226,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de174
CROSS RIVER,166548,176846,18,10,OGOJA (LGA: 16) - CROSS RIVER,178,178,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de177
CROSS RIVER,166548,176846,18,11,YALA (LGA: 18) - CROSS RIVER,226,223,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de179
CROSS RIVER,166548,176846,18,10,OBANLIKU (LGA: 12) - CROSS RIVER,88,88,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de173
CROSS RIVER,166548,176846,18,10,OBUDU (LGA: 14) - CROSS RIVER,255,255,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de175
CROSS RIVER,166548,176846,18,13,ODUKPANI (LGA: 15) - CROSS RIVER,160,160,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de176
CROSS RIVER,166548,176846,18,13,YAKURR (LGA: 17) - CROSS RIVER,195,195,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39864d89fc3a883de178
YOBE,166548,176846,17,10,BADE (LGA: 01) - YOBE,210,209,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3a7
YOBE,166548,176846,17,10,FIKA (LGA: 04) - YOBE,200,125,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3aa
YOBE,166548,176846,17,11,DAMATURU (LGA: 03) - YOBE,221,221,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3a9
YOBE,166548,176846,17,10,BURSARI (LGA: 02) - YOBE,128,128,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3a8
YOBE,166548,176846,17,13,FUNE (LGA: 05) - YOBE,242,242,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3ab
YOBE,166548,176846,17,11,GEIDAM (LGA: 06) - YOBE,154,154,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3ac
YOBE,166548,176846,17,10,GUJBA (LGA: 07) - YOBE,140,140,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3ad
YOBE,166548,176846,17,10,KARASAWA (LGA: 10) - YOBE,121,121,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3b0
YOBE,166548,176846,17,10,MACHINA (LGA: 11) - YOBE,91,91,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3b1
YOBE,166548,176846,17,11,NANGERE (LGA: 12) - YOBE,169,169,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3b2
YOBE,166548,176846,17,12,GULANI (LGA: 08) - YOBE,131,130,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3ae
YOBE,166548,176846,17,10,JAKUSKO (LGA: 09) - YOBE,161,109,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3af
YOBE,166548,176846,17,10,YUNUSARI (LGA: 16) - YOBE,134,134,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3b6
YOBE,166548,176846,17,10,NGURU (LGA: 13) - YOBE,182,182,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3b3
YOBE,166548,176846,17,10,YUSUFARI (LGA: 17) - YOBE,127,127,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3b7
YOBE,166548,176846,17,10,POTISKUM (LGA: 14) - YOBE,328,328,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3b4
YOBE,166548,176846,17,10,TARMUWA (LGA: 15) - YOBE,84,84,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ad4d89fc3a883de3b5
TARABA,166548,176846,16,12,GASSOL (LGA: 05) - TARABA,342,339,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de39b
TARABA,166548,176846,16,10,ARDO - KOLA (LGA: 01) - TARABA,174,174,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de397
TARABA,166548,176846,16,10,DONGA (LGA: 03) - TARABA,201,198,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de399
TARABA,166548,176846,16,10,GASHAKA (LGA: 04) - TARABA,137,129,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de39a
TARABA,166548,176846,16,11,KARIM-LAMIDO (LGA: 08) - TARABA,274,252,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de39e
TARABA,166548,176846,16,10,JALINGO (LGA: 07) - TARABA,383,377,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de39d
TARABA,166548,176846,16,11,BALI (LGA: 02) - TARABA,254,239,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de398
TARABA,166548,176846,16,10,KURMI (LGA: 09) - TARABA,142,128,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de39f
TARABA,166548,176846,16,10,IBI (LGA: 06) - TARABA,142,142,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de39c
TARABA,166548,176846,16,10,LAU (LGA: 10) - TARABA,137,137,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de3a0
TARABA,166548,176846,16,11,TAKUM (LGA: 12) - TARABA,245,36,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3a2
TARABA,166548,176846,16,11,USSA (LGA: 13) - TARABA,156,93,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3a3
TARABA,166548,176846,16,10,WUKARI (LGA: 14) - TARABA,377,333,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3a4
TARABA,166548,176846,16,11,SARDAUNA (LGA: 11) - TARABA,358,320,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de3a1
TARABA,166548,176846,16,11,YORRO (LGA: 15) - TARABA,121,110,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3a5
TARABA,166548,176846,16,10,ZING (LGA: 16) - TARABA,154,148,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ac4d89fc3a883de3a6
SOKOTO,166548,176846,23,11,DANGE/SHUNI (LGA: 03) - SOKOTO,194,119,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de382
SOKOTO,166548,176846,23,10,ISA (LGA: 09) - SOKOTO,146,143,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de388
SOKOTO,166548,176846,23,11,BODINGA (LGA: 02) - SOKOTO,181,180,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de381
SOKOTO,166548,176846,23,11,GORONYO (LGA: 05) - SOKOTO,172,162,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de384
SOKOTO,166548,176846,23,11,GADA (LGA: 04) - SOKOTO,239,213,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de383
SOKOTO,166548,176846,23,11,ILLELA (LGA: 08) - SOKOTO,210,186,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de387
SOKOTO,166548,176846,23,11,GWADABAWA (LGA: 07) - SOKOTO,186,116,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de386
SOKOTO,166548,176846,23,11,KWARE (LGA: 10) - SOKOTO,153,106,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de389
SOKOTO,166548,176846,23,10,SHAGARI (LGA: 14) - SOKOTO,148,145,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de38d
SOKOTO,166548,176846,23,11,S/BIRNI (LGA: 13) - SOKOTO,232,192,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de38c
SOKOTO,166548,176846,23,10,SILAME (LGA: 15) - SOKOTO,101,85,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de38e
SOKOTO,166548,176846,23,11,RABAH (LGA: 12) - SOKOTO,126,76,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de38b
SOKOTO,166548,176846,23,10,TANGAZA (LGA: 19) - SOKOTO,139,115,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de392
SOKOTO,166548,176846,23,11,SOKOTO SOUTH (LGA: 17) - SOKOTO,341,326,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de390
SOKOTO,166548,176846,23,10,TURETA (LGA: 20) - SOKOTO,82,74,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de393
SOKOTO,166548,176846,23,10,BINJI (LGA: 01) - SOKOTO,85,85,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de380
SOKOTO,166548,176846,23,11,TAMBUWAL (LGA: 18) - SOKOTO,259,196,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de391
SOKOTO,166548,176846,23,11,WURNO (LGA: 22) - SOKOTO,132,102,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de395
SOKOTO,166548,176846,23,10,YABO (LGA: 23) - SOKOTO,114,90,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de396
SOKOTO,166548,176846,23,10,GUDU (LGA: 06) - SOKOTO,90,90,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de385
SOKOTO,166548,176846,23,10,KEBBE (LGA: 11) - SOKOTO,113,55,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de38a
SOKOTO,166548,176846,23,11,SOKOTO NORTH (LGA: 16) - SOKOTO,289,223,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39aa4d89fc3a883de38f
SOKOTO,166548,176846,23,11,WAMAKKO (LGA: 21) - SOKOTO,259,257,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39ab4d89fc3a883de394
RIVERS,166548,176846,23,17,DEGEMA (LGA: 08) - RIVERS,178,177,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de370
RIVERS,166548,176846,23,10,ELEME (LGA: 09) - RIVERS,233,206,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de371
RIVERS,166548,176846,23,13,IKWERRE (LGA: 13) - RIVERS,312,103,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de375
RIVERS,166548,176846,23,14,EMOHUA (LGA: 10) - RIVERS,280,191,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de372
RIVERS,166548,176846,23,13,ASARI-TORU (LGA: 06) - RIVERS,251,137,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de36e
RIVERS,166548,176846,23,17,OBIO/AKPOR (LGA: 15) - RIVERS,1211,1116,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de377
RIVERS,166548,176846,23,19,KHANA (LGA: 14) - RIVERS,359,207,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de376
RIVERS,166548,176846,23,12,OKRIKA (LGA: 18) - RIVERS,170,159,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de37a
RIVERS,166548,176846,23,19,ETCHE (LGA: 11) - RIVERS,271,117,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de373
RIVERS,166548,176846,23,10,OMUMA (LGA: 19) - RIVERS,167,153,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de37b
RIVERS,166548,176846,23,11,OPOBO/NEKORO (LGA: 20) - RIVERS,154,154,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de37c
RIVERS,166548,176846,23,10,TAI (LGA: 23) - RIVERS,141,136,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de37f
RIVERS,166548,176846,23,17,OGBA/EGBEMA/NDONI (LGA: 16) - RIVERS,335,329,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de378
RIVERS,166548,176846,23,12,BONNY (LGA: 07) - RIVERS,165,156,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de36f
RIVERS,166548,176846,23,10,OYIGBO (LGA: 21) - RIVERS,217,215,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de37d
RIVERS,166548,176846,23,17,GOKANA (LGA: 12) - RIVERS,260,210,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de374
RIVERS,166548,176846,23,12,OGU/BOLO (LGA: 17) - RIVERS,131,126,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de379
RIVERS,166548,176846,23,20,PORT HARCOURT (LGA: 22) - RIVERS,961,752,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a94d89fc3a883de37e
RIVERS,166548,176846,23,17,AKUKU TORU (LGA: 04) - RIVERS,244,244,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de36c
RIVERS,166548,176846,23,13,AHOADA EAST (LGA: 02) - RIVERS,176,172,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de36a
RIVERS,166548,176846,23,12,AHOADA WEST (LGA: 03) - RIVERS,171,162,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de36b
RIVERS,166548,176846,23,13,ABUA-ODUAL (LGA: 01) - RIVERS,214,201,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de369
RIVERS,166548,176846,23,11,ANDONI (LGA: 05) - RIVERS,265,259,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de36d
PLATEAU,166548,176846,17,11,BARIKIN LADI (LGA: 01) - PLATEAU,236,236,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de359
PLATEAU,166548,176846,17,10,JOS EAST (LGA: 04) - PLATEAU,133,133,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de35c
PLATEAU,166548,176846,17,16,BASSA (LGA: 02) - PLATEAU,296,295,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de35a
