state_name,total_submitted_results,out_of_how_many,number_of_lgas,number_of_wards,ward_name,polling_units,submitted_results,lga_url
PLATEAU,166548,176846,17,14,JOS NORTH (LGA: 05) - PLATEAU,913,913,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de358
PLATEAU,166548,176846,17,14,BOKKOS (LGA: 03) - PLATEAU,236,236,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de35b
PLATEAU,166548,176846,17,14,KANAM (LGA: 07) - PLATEAU,285,285,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de35e
PLATEAU,166548,176846,17,14,LANGTANG NORTH (LGA: 09) - PLATEAU,225,220,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de360
PLATEAU,166548,176846,17,10,KANKE (LGA: 08) - PLATEAU,185,185,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de35f
PLATEAU,166548,176846,17,10,LANGTANG SOUTH (LGA: 10) - PLATEAU,127,127,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de361
PLATEAU,166548,176846,17,12,JOS SOUTH (LGA: 06) - PLATEAU,542,542,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de35d
PLATEAU,166548,176846,17,16,MANGU (LGA: 11) - PLATEAU,409,406,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de362
PLATEAU,166548,176846,17,10,MIKANG (LGA: 12) - PLATEAU,111,111,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de363
PLATEAU,166548,176846,17,11,QUA'AN PAN (LGA: 14) - PLATEAU,279,279,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de365
PLATEAU,166548,176846,17,12,PANKSHIN (LGA: 13) - PLATEAU,260,260,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de364
PLATEAU,166548,176846,17,10,RIYOM (LGA: 15) - PLATEAU,146,146,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de366
PLATEAU,166548,176846,17,12,WASE (LGA: 17) - PLATEAU,277,277,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de368
PLATEAU,166548,176846,17,11,SHENDAM (LGA: 16) - PLATEAU,329,329,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a84d89fc3a883de367
OSUN,166548,176846,30,10,ATAKUMOSA EAST (LGA: 01) - OSUN,77,48,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de319
OSUN,166548,176846,30,10,BOLUWADURO (LGA: 05) - OSUN,74,69,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de31d
OSUN,166548,176846,30,11,ATAKUMOSA WEST (LGA: 02) - OSUN,76,31,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de31a
OSUN,166548,176846,30,11,AYEDAADE (LGA: 03) - OSUN,150,150,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de31b
OSUN,166548,176846,30,11,BORIPE (LGA: 06) - OSUN,112,108,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de31e
OSUN,166548,176846,30,11,EDE NORTH (LGA: 07) - OSUN,139,108,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de31f
OSUN,166548,176846,30,11,IFE CENTRAL (LGA: 11) - OSUN,215,215,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de323
OSUN,166548,176846,30,10,EGBEDORE (LGA: 09) - OSUN,90,90,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de321
OSUN,166548,176846,30,10,EDE SOUTH (LGA: 08) - OSUN,101,101,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de320
OSUN,166548,176846,30,10,IFEDAYO (LGA: 12) - OSUN,63,45,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de324
OSUN,166548,176846,30,10,IFE EAST (LGA: 13) - OSUN,200,200,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de325
OSUN,166548,176846,30,12,IFELODUN (LGA: 14) - OSUN,145,144,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de326
OSUN,166548,176846,30,11,ILA (LGA: 17) - OSUN,124,124,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de329
OSUN,166548,176846,30,11,IFE SOUTH (LGA: 16) - OSUN,131,110,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de328
OSUN,166548,176846,30,11,ILESA EAST (LGA: 18) - OSUN,132,132,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de32a
OSUN,166548,176846,30,10,AYEDIRE (LGA: 04) - OSUN,67,67,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de31c
OSUN,166548,176846,30,11,ISOKAN (LGA: 22) - OSUN,95,95,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de32e
OSUN,166548,176846,30,11,IREWOLE (LGA: 21) - OSUN,138,138,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de32d
OSUN,166548,176846,30,11,EJIGBO (LGA: 10) - OSUN,133,104,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de322
OSUN,166548,176846,30,15,IWO (LGA: 23) - OSUN,170,155,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de32f
OSUN,166548,176846,30,10,ILESA WEST (LGA: 19) - OSUN,121,118,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de32b
OSUN,166548,176846,30,10,OBOKUN (LGA: 24) - OSUN,100,100,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de330
OSUN,166548,176846,30,10,IFE NORTH (LGA: 15) - OSUN,111,110,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de327
OSUN,166548,176846,30,11,OLORUNDA (LGA: 27) - OSUN,193,193,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de333
OSUN,166548,176846,30,10,OLA-OLUWA (LGA: 26) - OSUN,62,62,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de332
OSUN,166548,176846,30,10,OROLU (LGA: 29) - OSUN,85,85,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de335
OSUN,166548,176846,30,12,ORIADE (LGA: 28) - OSUN,123,116,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de334
OSUN,166548,176846,30,11,IREPODUN (LGA: 20) - OSUN,133,133,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a44d89fc3a883de32c
OSUN,166548,176846,30,15,ODO-OTIN (LGA: 25) - OSUN,121,115,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de331
OSUN,166548,176846,30,15,OSOGBO (LGA: 30) - OSUN,282,279,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de336
OYO,166548,176846,33,10,AFIJIO (LGA: 01) - OYO,95,90,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de337
OYO,166548,176846,33,10,ATIBA (LGA: 03) - OYO,168,168,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de339
OYO,166548,176846,33,10,ATISBO (LGA: 04) - OYO,152,107,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de33a
OYO,166548,176846,33,11,IBADAN NORTH WEST (LGA: 08) - OYO,240,240,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de33e
OYO,166548,176846,33,11,EGBEDA (LGA: 05) - OYO,294,294,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de33b
OYO,166548,176846,33,12,IBADAN NORTH (LGA: 06) - OYO,512,334,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de33c
OYO,166548,176846,33,12,AKINYELE (LGA: 02) - OYO,278,278,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de338
OYO,166548,176846,33,10,IBARAPA NORTH (LGA: 13) - OYO,148,113,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de343
OYO,166548,176846,33,12,IBADAN SOUTH WEST (LGA: 10) - OYO,473,473,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de340
OYO,166548,176846,33,12,IBADAN NORTH EAST (LGA: 07) - OYO,336,216,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de33d
OYO,166548,176846,33,10,IBARAPA CENTRAL (LGA: 11) - OYO,140,97,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de341
OYO,166548,176846,33,12,IBADAN SOUTH-EAST (LGA: 09) - OYO,352,352,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a54d89fc3a883de33f
OYO,166548,176846,33,10,IWAJOWA (LGA: 18) - OYO,120,118,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de348
OYO,166548,176846,33,10,IREPO (LGA: 15) - OYO,101,101,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de345
OYO,166548,176846,33,11,ISEYIN (LGA: 16) - OYO,229,220,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de346
OYO,166548,176846,33,10,IBARAPA EAST (LGA: 12) - OYO,148,148,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de342
OYO,166548,176846,33,10,OGO-OLUWA (LGA: 23) - OYO,95,95,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de34d
OYO,166548,176846,33,10,IDO (LGA: 14) - OYO,196,187,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de344
OYO,166548,176846,33,14,LAGELU (LGA: 20) - OYO,225,225,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de34a
OYO,166548,176846,33,10,ITESIWAJU (LGA: 17) - OYO,97,97,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de347
OYO,166548,176846,33,10,OGBOMOSO NORTH (LGA: 21) - OYO,188,186,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de34b
OYO,166548,176846,33,10,OLUYOLE (LGA: 25) - OYO,229,181,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de34f
OYO,166548,176846,33,11,KAJOLA (LGA: 19) - OYO,132,132,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de349
OYO,166548,176846,33,10,ORI IRE (LGA: 28) - OYO,168,168,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de352
OYO,166548,176846,33,11,ONA-ARA (LGA: 26) - OYO,150,124,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de350
OYO,166548,176846,33,10,OGBOMOSO SOUTH (LGA: 22) - OYO,183,173,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de34c
OYO,166548,176846,33,10,OLORUNSOGO (LGA: 24) - OYO,68,68,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a64d89fc3a883de34e
OYO,166548,176846,33,10,SURULERE (LGA: 33) - OYO,159,159,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de357
OYO,166548,176846,33,10,OYO WEST (LGA: 30) - OYO,139,139,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de354
OYO,166548,176846,33,11,SAKI EAST (LGA: 31) - OYO,105,105,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de355
OYO,166548,176846,33,10,OORELOPE (LGA: 27) - OYO,93,85,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de351
OYO,166548,176846,33,10,OYO EAST (LGA: 29) - OYO,149,149,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de353
OYO,166548,176846,33,11,SAKI WEST (LGA: 32) - OYO,228,182,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a74d89fc3a883de356
ONDO,166548,176846,18,13,OKITIPUPA (LGA: 14) - ONDO,269,269,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de314
ONDO,166548,176846,18,12,ILAJE (LGA: 10) - ONDO,292,292,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de310
ONDO,166548,176846,18,10,IRELE (LGA: 12) - ONDO,155,155,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de312
ONDO,166548,176846,18,10,ONDO EAST (LGA: 15) - ONDO,106,106,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de315
ONDO,166548,176846,18,11,ODIGBO (LGA: 13) - ONDO,304,304,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de313
ONDO,166548,176846,18,10,ILEOLUJI/OKEIGBO (LGA: 11) - ONDO,191,190,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de311
ONDO,166548,176846,18,12,OSE (LGA: 17) - ONDO,141,140,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de317
ONDO,166548,176846,18,11,OWO (LGA: 18) - ONDO,275,275,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de318
ONDO,166548,176846,18,12,ONDO WEST (LGA: 16) - ONDO,361,361,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a34d89fc3a883de316
ONDO,166548,176846,18,11,AKOKO SOUTH EAST (LGA: 03) - ONDO,80,80,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de309
ONDO,166548,176846,18,12,AKURE NORTH (LGA: 05) - ONDO,157,157,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de30b
ONDO,166548,176846,18,10,AKOKO NORTH WEST (LGA: 02) - ONDO,170,170,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de308
ONDO,166548,176846,18,10,IFEDORE (LGA: 09) - ONDO,169,168,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de30f
ONDO,166548,176846,18,13,AKOKO NORTH EAST (LGA: 01) - ONDO,159,158,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de307
ONDO,166548,176846,18,15,AKOKO SOUTH WEST (LGA: 04) - ONDO,199,199,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de30a
ONDO,166548,176846,18,10,IDANRE (LGA: 08) - ONDO,166,166,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de30e
ONDO,166548,176846,18,10,ESE-ODO (LGA: 07) - ONDO,143,143,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de30d
ONDO,166548,176846,18,11,AKURE SOUTH (LGA: 06) - ONDO,596,596,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de30c
NIGER,166548,176846,25,10,BORGU (LGA: 04) - NIGER,208,203,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2dd
NIGER,166548,176846,25,11,AGAIE (LGA: 01) - NIGER,164,142,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2da
NIGER,166548,176846,25,14,BIDA (LGA: 03) - NIGER,270,268,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2dc
NIGER,166548,176846,25,10,AGWARA (LGA: 02) - NIGER,70,70,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2db
NIGER,166548,176846,25,11,CHANCHAGA (LGA: 06) - NIGER,379,369,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2df
NIGER,166548,176846,25,10,BOSSO (LGA: 05) - NIGER,249,246,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2de
NIGER,166548,176846,25,10,EDATTI (LGA: 07) - NIGER,119,117,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e0
NIGER,166548,176846,25,10,GBAKO (LGA: 08) - NIGER,156,155,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e1
NIGER,166548,176846,25,10,KATCHA (LGA: 10) - NIGER,149,135,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e3
NIGER,166548,176846,25,10,LAPAI (LGA: 12) - NIGER,193,192,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e5
NIGER,166548,176846,25,10,GURARA (LGA: 09) - NIGER,150,150,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e2
NIGER,166548,176846,25,13,KONTAGORA (LGA: 11) - NIGER,248,244,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e4
NIGER,166548,176846,25,11,MAGAMA (LGA: 14) - NIGER,189,186,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e7
NIGER,166548,176846,25,12,LAVUN (LGA: 13) - NIGER,223,223,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e6
NIGER,166548,176846,25,11,MOKWA (LGA: 17) - NIGER,187,187,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2ea
NIGER,166548,176846,25,11,MARIGA (LGA: 15) - NIGER,214,214,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e8
NIGER,166548,176846,25,10,MASHEGU (LGA: 16) - NIGER,205,205,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2e9
NIGER,166548,176846,25,11,RAFI (LGA: 20) - NIGER,219,210,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2ed
NIGER,166548,176846,25,11,PAIKORO (LGA: 19) - NIGER,232,231,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2ec
NIGER,166548,176846,25,15,SHIRORO (LGA: 22) - NIGER,257,257,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2ef
NIGER,166548,176846,25,11,MUNYA (LGA: 18) - NIGER,119,119,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2eb
NIGER,166548,176846,25,10,SULEJA (LGA: 23) - NIGER,277,276,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f0
NIGER,166548,176846,25,11,WUSHISHI (LGA: 25) - NIGER,124,124,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f2
NIGER,166548,176846,25,10,TAFA (LGA: 24) - NIGER,171,170,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f1
NIGER,166548,176846,25,11,RIJAU (LGA: 21) - NIGER,178,168,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a04d89fc3a883de2ee
OGUN,166548,176846,20,16,ADO ODO-OTA (LGA: 03) - OGUN,655,655,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f5
OGUN,166548,176846,20,10,EGBADO SOUTH (LGA: 05) - OGUN,257,219,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f7
OGUN,166548,176846,20,16,ABEOKUTA NORTH (LGA: 01) - OGUN,338,338,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f3
OGUN,166548,176846,20,11,EGBADO NORTH (LGA: 04) - OGUN,251,219,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f6
OGUN,166548,176846,20,15,ABEOKUTA SOUTH (LGA: 02) - OGUN,445,425,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f4
OGUN,166548,176846,20,10,EWEKORO (LGA: 06) - OGUN,188,145,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f8
OGUN,166548,176846,20,11,IFO (LGA: 07) - OGUN,448,435,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2f9
OGUN,166548,176846,20,10,IJEBU NORTH EAST (LGA: 10) - OGUN,111,98,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2fc
OGUN,166548,176846,20,10,IKENNE (LGA: 12) - OGUN,126,126,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2fe
OGUN,166548,176846,20,11,IJEBU EAST (LGA: 08) - OGUN,154,154,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2fa
OGUN,166548,176846,20,11,IJEBU NORTH (LGA: 09) - OGUN,268,246,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2fb
OGUN,166548,176846,20,11,IJEBU ODE (LGA: 11) - OGUN,161,127,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2fd
OGUN,166548,176846,20,10,IMEKO/AFON (LGA: 13) - OGUN,132,130,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a14d89fc3a883de2ff
OGUN,166548,176846,20,12,OBAFEMI/OWODE (LGA: 15) - OGUN,329,327,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de301
OGUN,166548,176846,20,12,IPOKIA (LGA: 14) - OGUN,262,163,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de300
OGUN,166548,176846,20,15,ODOGBOLU (LGA: 17) - OGUN,178,178,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de303
OGUN,166548,176846,20,10,ODEDA (LGA: 16) - OGUN,182,181,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de302
OGUN,166548,176846,20,15,SAGAMU (LGA: 20) - OGUN,299,299,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de306
OGUN,166548,176846,20,10,REMO NORTH (LGA: 19) - OGUN,132,132,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de305
OGUN,166548,176846,20,10,OGUN WATER SIDE (LGA: 18) - OGUN,126,126,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39a24d89fc3a883de304
NASARAWA,166548,176846,13,10,AWE (LGA: 02) - NASARAWA,165,165,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399e4d89fc3a883de2ce
NASARAWA,166548,176846,13,11,AKWANGA (LGA: 01) - NASARAWA,206,206,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399e4d89fc3a883de2cd
NASARAWA,166548,176846,13,11,KARU (LGA: 04) - NASARAWA,516,471,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d0
